"audit_event_label","recorded_span_days","anchor_shift_days","primary_20km_link_count","extended_26km_link_count","primary_distinct_checklists","midpoint_window_link_count","start_anchor_window_link_count","identifier_withheld_from_committed_output"
"long_span_event_36day_v1",72,36,118,118,118,44,45,TRUE
