"analysis_version","stage","analysis_taxon_id","species","analysis_role","outcome","comparison","primary_comparison","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","n","full_fixed_effect_covariance_used","status","multiplicity_family","analysis_variant"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_99238953638b","Bufflehead","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0623476611802435,0.0285530425321996,-0.118310596192395,-0.00638472616809204,0.939556182791816,0.888420069866293,0.993635612886576,0.0289936176272572,0.0818643321240203,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_99238953638b","Bufflehead","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.113034183863714,0.013816212780372,0.0859549044114432,0.140113463315985,1.11967020694816,1.08975718395545,1.15040432014129,2.80864955997587e-16,2.1532979959815e-15,50039,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_9ae1aa9b7fdf","Common Loon","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0643105769432751,0.037698523922714,-0.138198326102116,0.00957717221556606,0.937713722039576,0.870925947268142,1.0096231800872,0.0880234150356568,0.183701040074414,217199,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_9ae1aa9b7fdf","Common Loon","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0563116400151417,0.018416358490099,0.0202162406481691,0.0924070393821143,1.0579273248568,1.02042197287982,1.09681117657633,0.00223045145078271,0.0064125479210003,15359,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a113baee5693","American Wigeon","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0942018824382541,0.0300530326103252,0.035299020895809,0.153104743980699,1.09878154822549,1.03592942703647,1.16544704611263,0.00172134530349401,0.00826245745677126,217190,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a113baee5693","American Wigeon","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0665895824179859,0.0234110192115892,0.0207048279218958,0.112474336914076,1.06885671055512,1.02092065988574,1.1190435384338,0.00444994495883051,0.012041027535659,34665,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a444854c6b66","Double-crested Cormorant","core_species","checklist_reporting","active_minus_pre14",TRUE,0.00952611267003924,0.0346596169655931,-0.0584054883004766,0.0774577136405551,1.00957163050253,0.943267385990705,1.08053653953597,0.783433323417147,0.925191445621143,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_a444854c6b66","Double-crested Cormorant","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0966377364415269,0.0222579372333088,0.0530129810940885,0.140262491788965,1.10146128205365,1.05444333285863,1.150575775916,1.41371474403718e-05,5.41923985214251e-05,29011,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_aa5353f6d6d2","Iceland Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.281386064694803,0.0466102724392174,0.190031609404337,0.372740519985269,1.32496502742657,1.20928782192085,1.45170760184699,1.57008853624168e-09,2.51214165798669e-08,217184,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_aa5353f6d6d2","Iceland Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.204900714750919,0.0523879634972505,0.102222193072909,0.307579236428929,1.22740319588135,1.10762955200206,1.36012857596359,9.18320614582589e-05,0.000301733916219993,4317,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_acf526bb8010","Marbled Murrelet","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0379854346745513,0.103652336799541,-0.241140281715068,0.165169412365966,0.962726963220617,0.785731394909135,1.17959293941561,0.714014662162338,0.925191445621143,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_acf526bb8010","Marbled Murrelet","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0687963860311846,0.0756099009656228,-0.0793962967360763,0.216989068798446,1.07121807197811,0.923673802990185,1.24233052189821,0.362882663902383,0.493264207022899,3103,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_b3d3ea90f9cb","Canada Goose","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.00686212257335994,0.0269717790525687,-0.0597258381153664,0.0460015929686465,0.99316136802724,0.942022764920635,1.04707607891497,0.799172174096078,0.925191445621143,217083,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_b3d3ea90f9cb","Canada Goose","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0423566773788213,0.0187853089390758,0.00553814841977445,0.0791752063378681,1.04326652196559,1.00555351231315,1.08239394773773,0.0241473468836091,0.0555388978323009,68271,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c12b832d2b03","California Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.291076104594673,0.0419997852966016,0.208758038054919,0.373394171134427,1.33786639785567,1.2321468298154,1.45265682238493,4.19596347697888e-12,1.00703123447493e-10,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c12b832d2b03","California Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.178023933845195,0.0414355393472172,0.0968117690446569,0.259236098645733,1.19485391834129,1.10165298890895,1.29593973832856,1.73588885505438e-05,6.14237594865396e-05,6644,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c2d1fbbaf6d3","Red-breasted Merganser","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0204468828441917,0.0386085436444826,-0.0961182378829204,0.055224472194537,0.979760737196111,0.90835660755674,1.05677780528624,0.59639292032923,0.841966475758913,217092,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c2d1fbbaf6d3","Red-breasted Merganser","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.129828860162732,0.028225071328196,0.0745087368983935,0.18514898342707,1.13863350109696,1.07735475622017,1.20339771308844,4.22955953143137e-06,1.94559738445843e-05,13364,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c34f23342a55","Pacific Loon","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0816639493111219,0.0523641071083623,-0.18429571332611,0.020967814703866,0.921581604798192,0.831689825694311,1.02118918383231,0.118868490728924,0.219449521345706,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c34f23342a55","Pacific Loon","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.155059550469981,0.0560944436743985,0.0451164611353488,0.265002639804612,1.16772749775594,1.0461496885949,1.30343441658601,0.00570522976728817,0.0138126615418556,6049,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c9db024faf12","American Crow","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0339718240144104,0.0247413658541309,-0.0145203619880153,0.0824640100168361,1.03455545669781,0.985584550067268,1.08595958906841,0.169728113736644,0.29096248069139,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_c9db024faf12","American Crow","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0107335848907125,0.0121431082541125,-0.0130664699477191,0.0345336397291441,1.0107913964697,0.987018525769984,1.03513684951367,0.376737237415837,0.495140369175101,112180,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d002764a39e8","Lesser Scaup","core_species","checklist_reporting","active_minus_pre14",TRUE,0.257709248585676,0.0652684781466727,0.129785382092458,0.385633115078894,1.29396254248617,1.13858399658577,1.47054505102659,7.86592125370138e-05,0.000471955275222083,216290,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d002764a39e8","Lesser Scaup","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0350319343698159,0.0603445092860829,-0.0832411304956495,0.153304999235281,1.03565278119046,0.920129249246083,1.16568045637759,0.56155573824633,0.662347793829005,9378,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d7dd9536145c","Barrow's Goldeneye","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0373107198729063,0.0420572850038787,-0.0451200440222324,0.119741483768045,1.03801550277989,0.955882726938094,1.12720541301419,0.37500327415544,0.562504911233161,216814,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_d7dd9536145c","Barrow's Goldeneye","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0468189984028067,0.0399945917233714,-0.0315689609513849,0.125206957756998,1.04793231448999,0.968924136219519,1.13338299119792,0.241746231202685,0.397154522690126,10960,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_e0e678a61ad7","Short-billed Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.239279380311441,0.0333359101815329,0.173942196963774,0.304616563659107,1.27033339315057,1.18998677898344,1.35610492339419,7.08283495641253e-13,3.39976077907801e-11,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_e0e678a61ad7","Short-billed Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.275529918384301,0.0286361528503746,0.219404090141783,0.331655746626819,1.31722851355818,1.24533440238184,1.39327312697065,6.47202187085791e-22,1.48856503029732e-20,22003,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_ebf17f77fb66","Western Grebe","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.268846592423959,0.119844708223745,-0.503737904280211,-0.0339552805677071,0.764260490004885,0.604267738090604,0.966614730132967,0.0248780354326468,0.0746341062979403,217186,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_ebf17f77fb66","Western Grebe","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0826673430016808,0.180388729960449,-0.270888070937721,0.436222756941082,1.08618042292372,0.762701860131639,1.54685332869009,0.646756086278425,0.708351904019228,1346,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fadb8da1a816","Bonaparte's Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,0.39400094825927,0.0980189804603873,0.201887276755576,0.586114619762965,1.48290195484961,1.22371005976834,1.79699283350918,5.82873049240101e-05,0.000399684376621784,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fadb8da1a816","Bonaparte's Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.21265468568397,0.156563429885736,-0.0942039981881351,0.519513369556074,1.23695743837469,0.910097085146119,1.68120932296452,0.174379493204568,0.30851756490039,4025,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fc0a9b777dcd","Bald Eagle","core_species","checklist_reporting","active_minus_pre14",TRUE,0.0626077305737681,0.0238785841421235,0.0158065656533967,0.10940889549414,1.06460914369411,1.01593215022671,1.11561842843952,0.00874360253367482,0.0299780658297422,217199,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_fc0a9b777dcd","Bald Eagle","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,0.0755727969957945,0.0082701776306496,0.0593635466939725,0.0917820472976165,1.07850173654679,1.06116095217979,1.09612589244367,6.36240657768604e-20,9.75569008578526e-19,83359,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000002","Black Oystercatcher","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0469835465656438,0.0424656205028326,-0.130214633332341,0.0362475402010538,0.954103095733881,0.877906982596478,1.03691249225135,0.268557663318889,0.415831220622796,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000002","Black Oystercatcher","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-0.00472115227819292,0.0217847358691446,-0.0474184499944342,0.0379761454380484,0.995289974843392,0.953688243243051,1.03870645469549,0.828427837116709,0.866083647894741,13626,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000003","Dunlin","core_species","checklist_reporting","active_minus_pre14",TRUE,0.00753239730580687,0.0567491580083948,-0.10369390854362,0.118758703155233,1.00756083717234,0.901501197008118,1.12609816156937,0.894405779492407,0.931741450884289,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000003","Dunlin","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-0.00547820848555534,0.0737490892687391,-0.150023767344913,0.139067350373803,0.994536769535162,0.860687519924812,1.1492014965476,0.940786229870089,0.961692590533869,5908,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000006","Black-bellied Plover","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0266537601908533,0.0657378245359842,-0.155497528703396,0.102190008321689,0.973698316285816,0.855989192329499,1.10759390379415,0.685142748239403,0.925191445621143,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000006","Black-bellied Plover","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-0.0304707343848654,0.0569736226809766,-0.142136982908354,0.0811955141386231,0.969988818971289,0.867502415342639,1.08458292713536,0.592773099757191,0.681689064720769,3973,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000007","Common Raven","core_species","checklist_reporting","active_minus_pre14",TRUE,-0.0693995431682674,0.0242735902865981,-0.116974905905481,-0.0218241804310539,0.932953850265177,0.889607516778426,0.978412243948484,0.00424904363060233,0.0169961745224093,217200,TRUE,"completed","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000007","Common Raven","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,-4.57985850775302e-05,0.00919106917333966,-0.0180599631442396,0.0179683659740845,0.999954202463662,0.982102140660334,1.01813076830525,0.996024202186917,0.996024202186917,60940,TRUE,"completed","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000011","Glaucous Gull","core_species","checklist_reporting","active_minus_pre14",TRUE,,,,,,,,,,217200,TRUE,"failed_numerical_fit_no_fallback","long_span_event_excluded__fixed_49_species__checklist_reporting__active_minus_pre14","long_span_event_excluded"
"post_stage4a_staged_refit_v1_s1_anchor","s1_anchor","atx_v2_000011","Glaucous Gull","core_species","conditional_positive_numeric_count","active_minus_pre14",TRUE,,,,,,,,,,185,TRUE,"failed_insufficient_support","long_span_event_excluded__fixed_49_species__conditional_positive_numeric_count__active_minus_pre14","long_span_event_excluded"
