"analysis_variant","analysis_taxon_id","species","outcome","real_estimate","variant_estimate","estimate_delta","real_q_value","variant_q_value","changed_direction","changed_bh_significance","real_status","variant_status"
"long_span_event_excluded","atx_ebf17f77fb66","Western Grebe","checklist_reporting",-0.268820973168444,-0.268846592423959,-2.56192555152523e-05,0.0745735458640298,0.0746341062979403,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_ebf17f77fb66","Western Grebe","conditional_positive_numeric_count",0.0826673429796379,0.0826673430016808,2.20429230424202e-11,0.708351904111296,0.708351904019228,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_fadb8da1a816","Bonaparte's Gull","checklist_reporting",0.394194024344814,0.39400094825927,-0.000193076085543753,0.000396400250738774,0.000399684376621784,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_fadb8da1a816","Bonaparte's Gull","conditional_positive_numeric_count",0.212654685451766,0.21265468568397,2.32203506422834e-10,0.30851756575592,0.30851756490039,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_fc0a9b777dcd","Bald Eagle","checklist_reporting",0.0624689092285384,0.0626077305737681,0.000138821345229717,0.030467751749705,0.0299780658297422,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_fc0a9b777dcd","Bald Eagle","conditional_positive_numeric_count",0.0755312455124571,0.0755727969957945,4.15514833373848e-05,1.00896543186771e-18,9.75569008578526e-19,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000002","Black Oystercatcher","checklist_reporting",-0.0468217566878283,-0.0469835465656438,-0.000161789877815538,0.418364716034358,0.415831220622796,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000002","Black Oystercatcher","conditional_positive_numeric_count",-0.00458082177342897,-0.00472115227819292,-0.000140330504763947,0.871330820407924,0.866083647894741,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000003","Dunlin","checklist_reporting",0.00754337751411038,0.00753239730580687,-1.09802083035088e-05,0.913332157946295,0.931741450884289,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000003","Dunlin","conditional_positive_numeric_count",-0.00547820848519507,-0.00547820848555534,-3.60274310384767e-13,0.961692590538087,0.961692590533869,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000006","Black-bellied Plover","checklist_reporting",-0.026697782617565,-0.0266537601908533,4.40224267117054e-05,0.90805059398875,0.925191445621143,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000006","Black-bellied Plover","conditional_positive_numeric_count",-0.0304707343727337,-0.0304707343848654,-1.21316810763883e-11,0.681689064882933,0.681689064720769,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000007","Common Raven","checklist_reporting",-0.0687182107527538,-0.0693995431682674,-0.00068133241551363,0.0185543093992096,0.0169961745224093,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000007","Common Raven","conditional_positive_numeric_count",-8.20330701242327e-05,-4.57985850775302e-05,3.62344850467025e-05,0.992877596717624,0.996024202186917,FALSE,FALSE,"completed","completed"
"long_span_event_excluded","atx_v2_000011","Glaucous Gull","checklist_reporting",,,,,,,,"failed_numerical_fit_no_fallback","failed_numerical_fit_no_fallback"
"long_span_event_excluded","atx_v2_000011","Glaucous Gull","conditional_positive_numeric_count",,,,,,,,"failed_insufficient_support","failed_insufficient_support"
