"amendment_version","stage","analysis_variant","outcome","response_column","comparison","estimate","standard_error","conf_low","conf_high","p_value","q_value_bh_3_outcomes","effect_scale","multiplicative_effect","multiplicative_conf_low","multiplicative_conf_high","additive_observer_effect","n","status"
"post_stage4a_staged_refit_amendment_v1","s1_anchor_amendment","long_span_event_excluded","log_duration_minutes","log_duration","active_minus_pre14",0.0112751829670332,0.00534631674421766,0.000796594698423159,0.0217537712356433,0.0349477953817501,0.10484338614525,"log_ratio",1.01133898741931,1.00079691206425,1.02199210963258,,217200,"completed"
"post_stage4a_staged_refit_amendment_v1","s1_anchor_amendment","long_span_event_excluded","log_effort_distance_plus_one","log_effort_distance","active_minus_pre14",-0.00233108811359479,0.00249223841355883,-0.00721578564505734,0.00255360941786777,0.349613554742659,0.411863466150541,"log_ratio",0.997671626762354,0.992810185630915,1.00255687265548,,217200,"completed"
"post_stage4a_staged_refit_amendment_v1","s1_anchor_amendment","long_span_event_excluded","number_observers","observer_count","active_minus_pre14",-0.004934736749187,0.0060134340948193,-0.016720850998438,0.00685137750006404,0.411863466150541,0.411863466150541,"additive_observers",,,,-0.004934736749187,217200,"completed"
