"stage","analysis_taxon_id","species","outcome","comparison","parent_estimate","s1_estimate","estimate_delta","parent_standard_error","s1_standard_error","parent_ratio","s1_ratio","parent_q_value","s1_q_value","parent_status","s1_status","changed_direction","changed_bh_significance"
"s1_anchor","atx_725074cbfcb6","Glaucous-winged Gull","checklist_reporting","active_minus_pre14",0.128705392760653,0.125309783891051,-0.00339560886960197,0.0284910083749518,0.0281943948539429,1.13735500178618,1.13349953858127,5.00819359055838e-05,7.04795786676474e-05,"completed","completed",FALSE,FALSE
"s1_anchor","atx_725074cbfcb6","Glaucous-winged Gull","conditional_positive_numeric_count","active_minus_pre14",0.156503563187879,0.179188111159659,0.0226845479717801,0.0154322675316707,0.0151569852893739,1.16941492915672,1.19624575017945,1.66599221144593e-22,1.37962914008105e-30,"completed","completed",FALSE,FALSE
"s1_anchor","atx_7571c026ae99","American Herring Gull","checklist_reporting","active_minus_pre14",0.329755159087973,0.355026953077971,0.0252717939899977,0.061193495610846,0.0622698050379417,1.39062760424744,1.4262190947579,8.51492901048739e-07,1.42567577264538e-07,"completed","completed",FALSE,FALSE
"s1_anchor","atx_7571c026ae99","American Herring Gull","conditional_positive_numeric_count","active_minus_pre14",0.0329634765893671,0.0680025081159775,0.0350390315266104,0.0395384670716163,0.040146582683717,1.0335127911399,1.07036799308247,0.563773770022676,0.173061110160588,"completed","completed",FALSE,FALSE
"s1_anchor","atx_7b80ddaff058","Great Blue Heron","checklist_reporting","active_minus_pre14",0.0103859785420594,0.00571400073722803,-0.00467197780483137,0.0285947459190119,0.0284170336484569,1.0104401000231,1.00573035677741,0.838765938037213,0.90805059398875,"completed","completed",FALSE,FALSE
"s1_anchor","atx_7b80ddaff058","Great Blue Heron","conditional_positive_numeric_count","active_minus_pre14",0.00330600519061,0.013190131050937,0.00988412586032698,0.0140527085877955,0.0139184652228518,1.00331147605301,1.01327750456291,0.87080019078716,0.478534903653249,"completed","completed",FALSE,FALSE
"s1_anchor","atx_7d980a7c8c37","Northern Pintail","checklist_reporting","active_minus_pre14",0.186752293661297,0.159721542666788,-0.0270307509945091,0.0462290644421149,0.0463282402933482,1.20532868051395,1.17318414377608,0.000321095707698144,0.00301641261693581,"completed","completed",FALSE,FALSE
"s1_anchor","atx_7d980a7c8c37","Northern Pintail","conditional_positive_numeric_count","active_minus_pre14",0.0791808583167269,0.0787997114752725,-0.000381146841454363,0.0411400259996854,0.0410364816809132,1.08240006542273,1.08198759066832,0.113475742859638,0.114640680463806,"completed","completed",FALSE,FALSE
"s1_anchor","atx_815c98107028","Mallard","checklist_reporting","active_minus_pre14",0.0142015797534366,0.0172900498479785,0.00308847009454191,0.0278505109470014,0.0278322042958775,1.01430290126083,1.01744038796116,0.744798270375646,0.777384522056635,"completed","completed",FALSE,FALSE
"s1_anchor","atx_815c98107028","Mallard","conditional_positive_numeric_count","active_minus_pre14",0.0697046046725203,0.0680899275427716,-0.00161467712974875,0.0151891819703627,0.0150488643275517,1.07219141413686,1.07046156812897,2.0477866820198e-05,2.53054176996357e-05,"completed","completed",FALSE,FALSE
