"model_version_id","analysis_taxon_id","unit_label","analysis_role","region","outcome","term","exposed_model_rows"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",618
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",304
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",626
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",259
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",457
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",387
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",641
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",343
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",626
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_near_baseline",8072
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_reference_baseline",25966
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_near_early_pre",4510
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_reference_early_pre",15456
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_near_immediate_pre",4584
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_reference_immediate_pre",15164
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_near_spawn_start",2990
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_reference_spawn_start",9751
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_near_early_egg",7016
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_reference_early_egg",22910
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_near_late_egg",8706
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","es_reference_late_egg",28634
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_near_baseline",1552
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_reference_baseline",4885
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_near_early_pre",761
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",2718
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",860
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",2668
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",643
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",1729
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",1224
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",3340
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",1318
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",3581
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_near_baseline",8077
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_reference_baseline",25992
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_near_early_pre",4512
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_reference_early_pre",15467
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_near_immediate_pre",4587
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_reference_immediate_pre",15169
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_near_spawn_start",2992
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_reference_spawn_start",9759
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_near_early_egg",7018
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_reference_early_egg",22927
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_near_late_egg",8712
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","detection","es_reference_late_egg",28655
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_near_baseline",1008
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_reference_baseline",2507
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_near_early_pre",538
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",1507
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",581
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",1500
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",418
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",1014
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",900
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",2198
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",916
"SOG_EVENT_STUDY_v1","atx_35707a9578d5","Pelagic Cormorant","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",2543
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_near_baseline",8077
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_reference_baseline",25992
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_near_early_pre",4512
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_reference_early_pre",15467
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_near_immediate_pre",4587
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_reference_immediate_pre",15169
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_near_spawn_start",2992
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_reference_spawn_start",9759
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_near_early_egg",7018
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_reference_early_egg",22927
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_near_late_egg",8712
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","detection","es_reference_late_egg",28655
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_near_baseline",381
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_reference_baseline",721
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_near_early_pre",227
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",490
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",215
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",453
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",206
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",361
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",330
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",461
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",227
"SOG_EVENT_STUDY_v1","atx_40f730f5ad72","Long-tailed Duck","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",341
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_near_baseline",8027
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_reference_baseline",25851
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_near_early_pre",4484
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_reference_early_pre",15376
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_near_immediate_pre",4560
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_reference_immediate_pre",15079
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_near_spawn_start",2971
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_reference_spawn_start",9690
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_near_early_egg",6959
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_reference_early_egg",22770
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_near_late_egg",8646
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","detection","es_reference_late_egg",28507
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_near_baseline",374
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_reference_baseline",982
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_near_early_pre",232
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",639
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",278
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",725
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",272
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",567
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",453
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",876
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",344
"SOG_EVENT_STUDY_v1","atx_4ae57d328ec6","Greater Scaup","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",772
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_near_baseline",8077
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_reference_baseline",25992
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_near_early_pre",4512
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_reference_early_pre",15467
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_near_immediate_pre",4587
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_reference_immediate_pre",15169
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_near_spawn_start",2992
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_reference_spawn_start",9759
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_near_early_egg",7018
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_reference_early_egg",22927
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_near_late_egg",8712
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","detection","es_reference_late_egg",28655
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_near_baseline",345
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_reference_baseline",637
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_near_early_pre",226
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",494
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",302
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",601
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",272
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",499
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",556
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",872
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",573
"SOG_EVENT_STUDY_v1","atx_59441ff7abde","Brant","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",871
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_near_baseline",8058
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_reference_baseline",25936
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_near_early_pre",4499
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_reference_early_pre",15432
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_near_immediate_pre",4580
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_reference_immediate_pre",15146
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_near_spawn_start",2984
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_reference_spawn_start",9743
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_near_early_egg",7000
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_reference_early_egg",22895
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_near_late_egg",8703
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","detection","es_reference_late_egg",28621
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_near_baseline",65
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_reference_baseline",135
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_near_early_pre",30
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",75
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",42
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",82
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",39
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",75
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",58
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",106
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",44
"SOG_EVENT_STUDY_v1","atx_5a9a3495d0ea","Western Gull","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",86
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_near_baseline",8071
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_reference_baseline",25981
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_near_early_pre",4507
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_reference_early_pre",15455
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_near_immediate_pre",4585
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_reference_immediate_pre",15167
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_near_spawn_start",2992
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_reference_spawn_start",9757
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_near_early_egg",7014
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_reference_early_egg",22913
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_near_late_egg",8704
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","detection","es_reference_late_egg",28640
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_near_baseline",1108
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_reference_baseline",2426
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_near_early_pre",609
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",1409
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",606
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",1321
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",423
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",910
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",845
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",1675
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",805
"SOG_EVENT_STUDY_v1","atx_6b4cfd1ab927","Horned Grebe","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",1702
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_near_baseline",8077
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_reference_baseline",25992
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_near_early_pre",4512
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_reference_early_pre",15467
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_near_immediate_pre",4587
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_reference_immediate_pre",15169
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_near_spawn_start",2992
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_reference_spawn_start",9759
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_near_early_egg",7018
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_reference_early_egg",22927
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_near_late_egg",8712
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","detection","es_reference_late_egg",28655
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_near_baseline",46
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_reference_baseline",123
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_near_early_pre",28
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_pre",101
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_near_immediate_pre",22
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_reference_immediate_pre",90
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_near_spawn_start",
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_reference_spawn_start",80
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_near_early_egg",44
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_reference_early_egg",195
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_near_late_egg",40
"SOG_EVENT_STUDY_v1","atx_6cbe5bbd310c","Rhinoceros Auklet","core_species","SoG","positive_numeric_count_given_detection","es_reference_late_egg",203
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","es_near_baseline",8072
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","es_reference_baseline",25967
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","es_near_early_pre",4508
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","es_reference_early_pre",15450
