"model_version_id","analysis_taxon_id","unit_label","analysis_role","region","outcome","contrast","contrast_type","ecological_period","primary_estimand","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","q_value","n","status","multiplicity_family"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,-0.0026929239652459,0.0563000942589538,-0.113039081039006,0.107653233108514,0.99731069870191,0.893115755542288,1.1136614974857,0.961850446880039,0.9953634914218,217200,"completed","core_species__detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","detection","did_early_egg","difference_in_differences","early_egg",FALSE,-0.0390753364548772,0.0405181671308016,-0.118489484750823,0.0403388118410686,0.961678256986643,0.888261155895085,1.04116347295288,0.334850170976533,0.487054794147684,217200,"completed","core_species__detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","detection","did_late_egg","difference_in_differences","late_egg",FALSE,-0.0414088509073227,0.0377373997517313,-0.115372795290907,0.0325550934762614,0.959436783148283,0.89103390873761,1.03309080814005,0.272514877916551,0.426588609918836,217200,"completed","core_species__detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,-0.0498123005155781,0.0388697781739964,-0.125995665823672,0.0263710647925159,0.951407986530736,0.881618667865896,1.02672185813125,0.200011961086422,0.685755295153446,217200,"completed","core_species__detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,-0.072923593590463,0.0478987371124497,-0.166803393235816,0.0209562060548905,0.929671860201063,0.846365996260291,1.02117732927435,0.127895521581007,0.45061600553029,217200,"completed","core_species__detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,-0.0293733597909755,0.0369417261401285,-0.101777812552369,0.0430310929704182,0.971053844316585,0.903230215791796,1.04397035448533,0.42653969462467,0.581023095017145,217200,"completed","core_species__detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","positive_numeric_count_given_detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,-0.015702169098952,0.0291917085889916,-0.0729168665805641,0.0415125283826601,0.98442046723374,0.929678114133905,1.04238622118313,0.590647293483153,0.714994092111185,20340,"completed","core_species__positive_numeric_count_given_detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","positive_numeric_count_given_detection","did_early_egg","difference_in_differences","early_egg",FALSE,0.017397439725181,0.0219074183120932,-0.0255403111607749,0.060335190611137,1.01754965662655,0.974783083536123,1.06219252384311,0.427117054250703,0.545760680431454,20340,"completed","core_species__positive_numeric_count_given_detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","positive_numeric_count_given_detection","did_late_egg","difference_in_differences","late_egg",FALSE,0.008674180380665,0.0200192293295415,-0.0305627881034843,0.0479111488648143,1.00871191009585,0.969899532003146,1.04907743946197,0.664802342093582,0.799883475421052,20340,"completed","core_species__positive_numeric_count_given_detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","positive_numeric_count_given_detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,-0.0104874809679298,0.0199822682313394,-0.0496520070307738,0.0286770450949142,0.98956732091538,0.95156050325576,1.02909219043158,0.599694863785958,0.803851741176769,20340,"completed","core_species__positive_numeric_count_given_detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","positive_numeric_count_given_detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,0.0152742496150644,0.0249871101462983,-0.0336995863494155,0.0642480855795444,1.0153914971612,0.966861919531881,1.06635691372192,0.541010813923631,0.777703045015219,20340,"completed","core_species__positive_numeric_count_given_detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_04afbeb21fb0","Hooded Merganser","core_species","SoG","positive_numeric_count_given_detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,0.00857087737207889,0.0196523865182074,-0.0299470924138682,0.047088847158026,1.0086077125028,0.970496878837426,1.04821513587839,0.662746766758252,0.730728846657232,20340,"completed","core_species__positive_numeric_count_given_detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,0.0205771948541568,0.0523371500652361,-0.0820017343271742,0.123156124035488,1.02079036496515,0.921270360910741,1.13106099297017,0.694196782348599,0.853591460353591,217183,"completed","core_species__detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","detection","did_early_egg","difference_in_differences","early_egg",FALSE,-0.0196741490658854,0.0418101970777347,-0.101620629524767,0.0622723313929964,0.980518124003898,0.903372199410151,1.06425213453311,0.63795595625626,0.712136881402337,217183,"completed","core_species__detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","detection","did_late_egg","difference_in_differences","late_egg",FALSE,0.0286519068921003,0.0399313074243245,-0.0496120175151726,0.106915831299373,1.02906632122853,0.95159855646021,1.11284058419135,0.473047196023301,0.648750440260527,217183,"completed","core_species__detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,-0.0123276898786013,0.0384075142261181,-0.0876050344975025,0.0629496547403,0.987747984806394,0.91612264211589,1.06497322152821,0.748232532883615,0.908495510604517,217183,"completed","core_species__detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,-0.0111937642935256,0.0467690861802274,-0.102859488796621,0.0804719602095702,0.988868652774935,0.902253741334104,1.08379845673459,0.810841102092672,0.949277387815811,217183,"completed","core_species__detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,-0.00894045735387415,0.0377126034676618,-0.0828558019137317,0.0649748872059834,0.991099389696269,0.92048386966318,1.06713222537593,0.81260391623831,0.866877030252743,217183,"completed","core_species__detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","positive_numeric_count_given_detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,0.0474301497648476,0.0467662417678371,-0.0442299997924058,0.139090299322101,1.04857295549569,0.956733883570932,1.14922786981595,0.310489089720246,0.528981412115974,16632,"completed","core_species__positive_numeric_count_given_detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","positive_numeric_count_given_detection","did_early_egg","difference_in_differences","early_egg",FALSE,0.284324554396913,0.0415786722084938,0.202831854343268,0.365817254450557,1.32886414947466,1.22486649495002,1.44169175582768,8.01771875588405e-12,5.26878661100952e-11,16632,"completed","core_species__positive_numeric_count_given_detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","positive_numeric_count_given_detection","did_late_egg","difference_in_differences","late_egg",FALSE,0.125842380149168,0.040189134823795,0.0470731233247056,0.204611636973631,1.13410339698618,1.04819865404789,1.22704843217327,0.00174061677412415,0.00800683716097108,16632,"completed","core_species__positive_numeric_count_given_detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","positive_numeric_count_given_detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,-0.0441565323736759,0.0353577767438946,-0.113456501365117,0.0251434366177655,0.9568041749218,0.892743028669652,1.02546219880541,0.211720222743589,0.525478968970339,16632,"completed","core_species__positive_numeric_count_given_detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","positive_numeric_count_given_detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,-0.0265911883151772,0.0430764338447064,-0.111019447233224,0.0578370706028695,0.97375924432198,0.894921345015689,1.05954235104973,0.537035248608291,0.777703045015219,16632,"completed","core_species__positive_numeric_count_given_detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_1930f23cc4f8","Surf Scoter","core_species","SoG","positive_numeric_count_given_detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,0.221152713161695,0.0362461411120929,0.150111582003437,0.292193844319954,1.24751392781415,1.16196388975375,1.33936262031354,1.05134196823054e-09,5.37352561540053e-09,16632,"completed","core_species__positive_numeric_count_given_detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,-0.0978870309388856,0.0692048321660718,-0.233526009540525,0.0377519476627541,0.906751332814887,0.791737002756783,1.03847360512232,0.157228732442599,0.328129528575858,217199,"completed","core_species__detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","detection","did_early_egg","difference_in_differences","early_egg",FALSE,-0.0909839366533487,0.0589757481660501,-0.206574279020111,0.0246064057134137,0.913032377137049,0.81336584319526,1.02491164175972,0.122895144546855,0.243781699173865,217199,"completed","core_species__detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","detection","did_late_egg","difference_in_differences","late_egg",FALSE,-0.079767347056181,0.057164566194691,-0.191807837989631,0.0322731438772691,0.923331137106988,0.825465476357418,1.03279956966019,0.162895718518744,0.355408840404533,217199,"completed","core_species__detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,-0.171372017477047,0.0547811463696274,-0.278741091393334,-0.0640029435607601,0.842508087431015,0.756735803266287,0.938002238460084,0.00175818905275312,0.0708059812459365,217199,"completed","core_species__detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,-0.177969561678356,0.0659271753958677,-0.307184451056712,-0.0487546723000005,0.836967898999165,0.735514921889999,0.952414754761215,0.00694464412264456,0.0911809199147181,217199,"completed","core_species__detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,-0.0928247617961585,0.0532288458516466,-0.19715138260402,0.011501859011703,0.911353190199962,0.821066328745202,1.01156825972508,0.0811798788519963,0.177119735677083,217199,"completed","core_species__detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,0.102243367112954,0.0666824095379255,-0.0284517539837298,0.232938488209639,1.10765300524285,0.971949185691189,1.26230383037054,0.125204803773876,0.287971048679915,4706,"completed","core_species__positive_numeric_count_given_detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","did_early_egg","difference_in_differences","early_egg",FALSE,0.32830037193444,0.0619317224013287,0.206916426527304,0.449684317341577,1.38860600792615,1.22987978216118,1.56781717466749,1.15166915763242e-07,5.29767812510914e-07,4706,"completed","core_species__positive_numeric_count_given_detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","did_late_egg","difference_in_differences","late_egg",FALSE,0.0264730953549108,0.0602583859296283,-0.0916311708336758,0.144577361543497,1.02682662048425,0.912441622573716,1.15555108672162,0.660425100668686,0.799883475421052,4706,"completed","core_species__positive_numeric_count_given_detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,0.109797762744893,0.0531644002521408,0.00559745299102506,0.213998072498761,1.11605234027226,1.00561314800138,1.23862026734905,0.0388993782733253,0.280455580148318,4706,"completed","core_species__positive_numeric_count_given_detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,0.106800773492494,0.0649813524118586,-0.0205603369014533,0.234161883886442,1.1127125505601,0.979649585670745,1.26384907244793,0.100267052370711,0.329448886360908,4706,"completed","core_species__positive_numeric_count_given_detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_3083477933a8","White-winged Scoter","core_species","SoG","positive_numeric_count_given_detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,0.268018503982044,0.054782388902801,0.160646994745487,0.375390013218601,1.30737133136676,1.17427037202921,1.45555899117684,9.96031555285644e-07,3.52441934947228e-06,4706,"completed","core_species__positive_numeric_count_given_detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,0.223579564607706,0.0428109371143759,0.13967166971912,0.307487459496292,1.25054513545139,1.14989619113118,1.36000375326291,1.765359080944e-07,2.29782428932982e-06,217093,"completed","core_species__detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","did_early_egg","difference_in_differences","early_egg",FALSE,0.153008455659564,0.0325731828439184,0.0891661904236455,0.216850720895482,1.1653348325757,1.09326233095956,1.24215865996436,2.63526323940458e-06,2.52985270982839e-05,217093,"completed","core_species__detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","did_late_egg","difference_in_differences","late_egg",FALSE,0.107589416932022,0.03184594573489,0.0451725102380212,0.170006323626024,1.11359043013467,1.04620832598948,1.18531234676867,0.000729000032964969,0.00499885736890264,217093,"completed","core_species__detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,0.0205506460649426,0.0312159651033706,-0.0406315212803229,0.081732813410208,1.02076326457666,0.960182871725867,1.08516582933453,0.510321170479526,0.908495510604517,217093,"completed","core_species__detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,0.100713819393362,0.0377288353453486,0.0267666609378372,0.174660977848887,1.10596009214032,1.02712810569033,1.19084242620831,0.00759840999289318,0.0911809199147181,217093,"completed","core_species__detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,0.171827418045735,0.0296816585282987,0.113652436328853,0.230002399762616,1.18747287913861,1.12036265984705,1.25860303027435,7.08024829367226e-09,1.13283972698756e-07,217093,"completed","core_species__detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,0.125085511530178,0.0278663165223771,0.0704685347645258,0.179702488295831,1.133245354468,1.07301080636185,1.19686122992337,7.16352762182627e-06,6.59044541208016e-05,27776,"completed","core_species__positive_numeric_count_given_detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","did_early_egg","difference_in_differences","early_egg",FALSE,0.0957036206185835,0.0217048279941753,0.0531629394593631,0.138244301777804,1.10043287004447,1.0546014673136,1.14825603700229,1.03693754677506e-05,3.66916362705023e-05,27776,"completed","core_species__positive_numeric_count_given_detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","did_late_egg","difference_in_differences","late_egg",FALSE,0.0238737197397162,0.0217903309436195,-0.0188345441209867,0.0665819836004191,1.02416097840936,0.981341717567607,1.06884858853883,0.273249177106457,0.437080572009232,27776,"completed","core_species__positive_numeric_count_given_detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,-0.00164868799788036,0.0210997028238588,-0.0430033456171416,0.0397059696213809,0.998352670341582,0.957908185267625,1.04050478919303,0.937718301873002,0.980341861049048,27776,"completed","core_species__positive_numeric_count_given_detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,0.00592844080079254,0.0259011696769188,-0.0448369189234292,0.0566938005250143,1.00594604878472,0.956153399644913,1.05833170016589,0.818956751569451,0.941800264304869,27776,"completed","core_species__positive_numeric_count_given_detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_35518e24dfdd","Common Merganser","core_species","SoG","positive_numeric_count_given_detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,0.103538791528342,0.0196113074646141,0.0651013352079569,0.141976247848727,1.10908881578084,1.06726717064527,1.15254927268721,1.29504665971662e-07,4.9643455289137e-07,27776,"completed","core_species__positive_numeric_count_given_detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,0.158014809505677,0.042738617774562,0.0742486579185118,0.241780961092841,1.17118353922851,1.07707459532777,1.2735152128831,0.00021795862755557,0.00130983522938667,217037,"completed","core_species__detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","did_early_egg","difference_in_differences","early_egg",FALSE,0.0930095606644873,0.0309339178527104,0.0323801957724543,0.15363892555652,1.09747222778168,1.03291013872968,1.166069772762,0.00264084817921811,0.0140845236224966,217037,"completed","core_species__detection__did_early_egg"
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","did_late_egg","difference_in_differences","late_egg",FALSE,0.0110710550873774,0.0291503178694282,-0.0460625180745962,0.068204628249351,1.01113256600509,0.954982256672436,1.0705843578691,0.704099883326269,0.794916786072253,217037,"completed","core_species__detection__did_late_egg"
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","did_pre_14_day","duration_weighted_difference_in_differences","pre_14_day",FALSE,-0.0183610990718486,0.0296105860521121,-0.0763967812951123,0.039674583151415,0.981806438946639,0.926448536171802,1.04047213193321,0.535201408719722,0.908495510604517,217037,"completed","core_species__detection__did_pre_14_day"
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","did_pre_7_day","difference_in_differences","pre_7_day",FALSE,-0.00962363319406257,0.0361787654075198,-0.080532710397925,0.0612854440097999,0.990422525772869,0.922624723668314,1.06320235562098,0.790237472066737,0.949277387815811,217037,"completed","core_species__detection__did_pre_7_day"
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","detection","did_active_0_14_day","duration_weighted_difference_in_differences","active_0_14_day",TRUE,0.110344293688804,0.0283309579597156,0.0548166364402435,0.165871950937365,1.11666246412184,1.05634690138788,1.18042194012249,9.82672139322491e-05,0.000589603283593495,217037,"completed","core_species__detection__did_active_0_14_day"
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","positive_numeric_count_given_detection","did_spawn_start","difference_in_differences","spawn_start",FALSE,0.238306511876278,0.0219746589442583,0.195236971772981,0.281376051979576,1.26909812686346,1.21559901501489,1.32495176099548,2.11546036354092e-27,4.86555883614412e-26,85053,"completed","core_species__positive_numeric_count_given_detection__did_spawn_start"
"SOG_EVENT_STUDY_v1","atx_725074cbfcb6","Glaucous-winged Gull","core_species","SoG","positive_numeric_count_given_detection","did_early_egg","difference_in_differences","early_egg",FALSE,0.178272185313423,0.0166232649112795,0.145691184781847,0.210853185845,1.19515057940259,1.15683888343093,1.23473106575573,7.83128928984598e-27,3.60239307332915e-25,85053,"completed","core_species__positive_numeric_count_given_detection__did_early_egg"
