"relationship","expected_cardinality","ebd_rows","ebd_unique_keys","sed_unique_keys","ebd_keys_unmatched_to_sed","sed_keys_without_ebd","sed_only_1988_2025","sed_only_2026_plus","sed_only_complete","sed_only_standardized_row_candidate","sed_only_broad_row_candidate","sed_only_complete_area_candidate","wholly_sed_only_analysis_groups","sed_only_keys_with_ebd_group_sibling","primary_zero_fill_eligible","scientific_treatment","status","support_label"
"global_EBD_SED_key_membership","EBD_many_to_one_SED_and_bidirectional_membership_audit",37407250,2944079,2961400,0,17321,15564,1176,6679,4084,5353,45,16007,177,FALSE,"structurally_unknown_excluded_from_primary_zero_fill","PASS_SED_ONLY_NOT_ZERO_FILLED","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
