"dimension","candidate_id","analysis_taxon_id","common_name","eligible_checklists","detections","positive_numeric_reports","X_reports","lower_bound_reports","ambiguity_affected_reports","years","locations","observers","positive_count_q50","positive_count_q90","positive_count_q99","represented_events","represented_event_complexes","positive_numeric_events","regions","maximum_event_share","maximum_observer_share","maximum_location_share","support_label"
"region_period","SoG__period_2015_2025","atx_8f0345249398","Northern Shoveler",166971,8608,8036,560,0,12,5,615,1362,6,45,200,254,189,254,1,0.20609,0.02718,0.16508,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_04afbeb21fb0","Hooded Merganser",166971,16079,15870,200,0,9,8,1688,1938,2,7,18,308,221,308,1,0.10411,0.0209,0.05504,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_3c2dd2107fbb","Clark's Grebe",166971,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000001","Eared Grebe",166971,363,363,0,0,0,5,73,183,1,2,3,161,127,161,1,0.34711,0.04959,0.29201,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000002","Black Oystercatcher",166971,11025,10941,80,0,4,7,1423,1514,2,8,23,279,201,279,1,0.122,0.03383,0.0781,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000003","Dunlin",166971,4839,4701,135,0,3,5,544,934,15,210,2000,238,178,238,1,0.11283,0.02459,0.14404,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000004","Sanderling",166971,280,274,5,0,1,5,67,172,4,18,60,135,104,135,1,0.26786,0.03571,0.27857,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000005","Rock Sandpiper",166971,128,128,0,0,0,5,25,78,1,6,11,93,77,93,1,0.38281,0.14062,0.29688,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000006","Black-bellied Plover",166971,2871,2823,48,0,0,5,380,582,4,21,70,212,161,212,1,0.11912,0.0519,0.14002,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000007","Common Raven",166971,48555,48109,431,0,15,7,6765,2661,2,4,18,281,202,281,1,0.08267,0.02758,0.01664,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000008","Osprey",166971,2856,2842,13,0,1,6,534,755,1,2,4,256,188,256,1,0.25945,0.02941,0.17682,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000009","Caspian Tern",166971,2033,2008,24,0,1,6,325,595,2,14,60,259,187,259,1,0.30743,0.02459,0.17019,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000010","Common Tern",166971,132,131,1,0,0,4,30,80,7,60,130,55,43,55,1,0.43939,0.05303,0.31818,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","SoG__period_2015_2025","atx_v2_000011","Glaucous Gull",166971,83,82,0,0,1,4,29,62,1,1,5,108,84,108,1,0.37349,0.04819,0.3494,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_1930f23cc4f8","Surf Scoter",10265,2255,2219,32,0,4,27,358,295,15,314,4803,439,247,435,1,0.12106,0.36408,0.17871,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_3083477933a8","White-winged Scoter",10265,835,826,8,0,1,22,155,144,6,43,160,338,195,330,1,0.14132,0.4024,0.3509,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_87b306550dba","Harlequin Duck",10265,482,475,4,0,3,19,109,99,5,20,70,304,178,300,1,0.18465,0.23237,0.22822,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_725074cbfcb6","Glaucous-winged Gull",10265,5014,4802,205,0,7,27,686,491,6,79,1000,450,258,446,1,0.11288,0.38213,0.10191,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_e0e678a61ad7","Short-billed Gull",10265,1814,1733,79,0,2,24,346,251,5,50,400,411,232,404,1,0.08269,0.3258,0.11301,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_4ae57d328ec6","Greater Scaup",10265,524,518,4,0,2,18,83,75,12,140,450,234,127,234,1,0.11832,0.40267,0.25382,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_59441ff7abde","Brant",10265,272,268,2,0,2,18,41,63,10,103,650,268,155,267,1,0.13971,0.375,0.48897,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_40f730f5ad72","Long-tailed Duck",10265,155,155,0,0,0,18,47,29,4,36,165,208,121,208,1,0.16774,0.33548,0.19355,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_1328b44be502","Black Scoter",10265,99,99,0,0,0,13,50,37,2,13,30,182,108,182,1,0.17172,0.15152,0.11111,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_d7dd9536145c","Barrow's Goldeneye",10265,93,91,2,0,0,12,61,33,4,50,350,232,117,232,1,0.11828,0.34409,0.1828,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_82312e6f2848","Common Goldeneye",10265,628,623,5,0,0,24,138,116,3,25,294,383,217,383,1,0.09873,0.25637,0.19427,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_99238953638b","Bufflehead",10265,1846,1779,67,0,0,29,306,258,9,73,310,512,269,508,1,0.07909,0.22481,0.11376,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_d002764a39e8","Lesser Scaup",10265,27,27,0,0,0,8,10,12,1,10,50,89,49,89,1,0.44444,0.44444,0.40741,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_35518e24dfdd","Common Merganser",10265,1631,1606,22,0,3,27,324,293,3,15,150,417,240,417,1,0.08093,0.26487,0.1122,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_c2d1fbbaf6d3","Red-breasted Merganser",10265,1185,1175,10,0,0,25,208,176,4,22,80,358,209,358,1,0.10211,0.3384,0.17215,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_9ae1aa9b7fdf","Common Loon",10265,1872,1847,22,0,3,25,352,316,2,6,18,480,257,480,1,0.08761,0.31731,0.11432,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_c34f23342a55","Pacific Loon",10265,1540,1521,16,0,3,22,255,263,7,250,1569,371,211,363,1,0.12143,0.40325,0.27727,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_04cf65098f13","Red-throated Loon",10265,646,644,0,0,2,20,123,110,2,11,56,290,170,290,1,0.14396,0.44118,0.3808,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_ebf17f77fb66","Western Grebe",10265,196,192,3,0,1,19,82,68,3,105,604,273,159,273,1,0.08163,0.17857,0.17857,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_6b4cfd1ab927","Horned Grebe",10265,952,947,5,0,0,22,215,156,3,17,70,403,221,403,1,0.09034,0.27101,0.16492,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_86eda7ed9025","Red-necked Grebe",10265,1228,1218,9,0,1,24,254,197,3,19,52,397,220,397,1,0.06922,0.27443,0.10586,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_35707a9578d5","Pelagic Cormorant",10265,2152,2122,26,0,4,26,396,341,4,31,122,440,249,436,1,0.10316,0.36059,0.21236,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_98ca0000b734","Brandt's Cormorant",10265,1286,1271,12,0,3,22,264,234,8,150,900,396,222,396,1,0.12675,0.32271,0.30949,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_a444854c6b66","Double-crested Cormorant",10265,933,913,20,0,0,28,205,199,3,21,71,401,229,401,1,0.05466,0.21758,0.08467,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_fc0a9b777dcd","Bald Eagle",10265,5119,5059,58,0,2,27,756,628,2,6,29,481,270,478,1,0.10998,0.32975,0.07052,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_7b80ddaff058","Great Blue Heron",10265,897,887,10,0,0,27,191,199,1,3,12,387,210,384,1,0.08807,0.2631,0.07915,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_c9db024faf12","American Crow",10265,6123,5995,121,0,7,29,719,645,4,18,70,439,247,435,1,0.11661,0.39882,0.07774,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_c12b832d2b03","California Gull",10265,1103,1091,11,0,1,19,185,169,5,134,2000,317,181,317,1,0.15775,0.49773,0.26201,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_7571c026ae99","American Herring Gull",10265,577,564,11,0,2,15,110,114,2,20,250,311,175,308,1,0.15425,0.45927,0.23744,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_5a9a3495d0ea","Western Gull",10265,314,307,7,0,0,20,73,100,1,5,19,258,155,258,1,0.13376,0.3949,0.10191,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_aa5353f6d6d2","Iceland Gull",10265,120,119,1,0,0,6,47,46,18,520,2000,180,102,180,1,0.375,0.28333,0.275,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_fadb8da1a816","Bonaparte's Gull",10265,84,84,0,0,0,14,33,35,3,39,280,195,112,195,1,0.28571,0.36905,0.36905,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_08bb40b40c0a","Ring-billed Gull",10265,46,43,3,0,0,14,26,25,1,4,7,183,110,174,1,0.1087,0.23913,0.15217,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_1812dd827ede","Surfbird",10265,159,158,1,0,0,16,71,55,7,70,686,237,140,237,1,0.13836,0.14465,0.13836,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_15dd5efcd8d6","Black Turnstone",10265,472,466,5,0,1,19,132,138,9,52,370,310,182,302,1,0.11229,0.21822,0.15254,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_b3d3ea90f9cb","Canada Goose",10265,321,297,24,0,0,21,112,113,23,150,400,275,164,275,1,0.11215,0.21495,0.17134,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_815c98107028","Mallard",10265,1391,1365,25,0,1,29,193,185,10,70,250,428,242,428,1,0.08555,0.27031,0.11862,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_a113baee5693","American Wigeon",10265,601,588,11,0,2,27,102,109,14,96,450,382,217,381,1,0.09484,0.29451,0.17637,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_7d980a7c8c37","Northern Pintail",10265,324,323,1,0,0,19,79,67,7,96,400,184,107,184,1,0.14506,0.3179,0.18827,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_8608f2ed61cf","Pigeon Guillemot",10265,753,746,5,0,2,22,190,158,3,15,120,342,197,341,1,0.11819,0.35724,0.33732,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_6cbe5bbd310c","Rhinoceros Auklet",10265,489,484,4,0,1,17,71,102,7,83,321,314,186,314,1,0.17996,0.52965,0.64826,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_136b0e66254b","Common Murre",10265,534,528,4,0,2,22,124,107,5,39,162,330,198,329,1,0.17041,0.49813,0.57303,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_acf526bb8010","Marbled Murrelet",10265,1036,1022,12,0,2,21,276,182,4,32,214,357,208,356,1,0.12741,0.42568,0.33494,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_eeefc021901e","Gadwall",10265,73,72,1,0,0,14,27,24,4,25,225,153,91,153,1,0.21918,0.28767,0.24658,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_8f0345249398","Northern Shoveler",10265,234,232,1,0,1,18,54,42,7,57,190,205,119,205,1,0.16239,0.42308,0.39316,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_04afbeb21fb0","Hooded Merganser",10265,522,521,1,0,0,26,118,125,2,6,17,367,205,367,1,0.11877,0.20115,0.16667,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_3c2dd2107fbb","Clark's Grebe",10265,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000001","Eared Grebe",10265,4,4,0,0,0,3,3,4,1,2,2,26,16,26,1,0.5,0.25,0.5,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000002","Black Oystercatcher",10265,2436,2407,24,0,5,24,321,460,2,8,25,376,222,370,1,0.12685,0.32882,0.17898,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000003","Dunlin",10265,1161,1112,45,0,4,19,121,192,9,140,1000,255,151,255,1,0.205,0.26184,0.12317,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000004","Sanderling",10265,603,597,4,0,2,19,63,135,15,129,350,226,132,226,1,0.17081,0.40962,0.22388,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000005","Rock Sandpiper",10265,10,10,0,0,0,5,9,10,1,2,3,67,37,67,1,0.2,0.1,0.2,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000006","Black-bellied Plover",10265,664,653,10,0,1,17,79,147,5,26,80,238,144,237,1,0.2259,0.23645,0.1506,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000007","Common Raven",10265,2312,2281,28,0,3,24,389,410,1,4,24,355,211,355,1,0.12673,0.31747,0.06618,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000008","Osprey",10265,415,413,2,0,0,16,108,140,1,2,4,223,142,223,1,0.10361,0.24819,0.14458,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000009","Caspian Tern",10265,113,112,1,0,0,14,38,47,2,4,10,179,100,174,1,0.20354,0.32743,0.26549,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000010","Common Tern",10265,0,0,0,0,0,0,0,0,,,,0,0,0,0,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_1988_2025","atx_v2_000011","Glaucous Gull",10265,15,15,0,0,0,4,6,6,1,1,1,48,35,48,1,0.46667,0.26667,0.66667,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_1930f23cc4f8","Surf Scoter",7952,1696,1678,15,0,3,8,297,225,16,400,5670,249,126,249,1,0.16097,0.40566,0.20814,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_3083477933a8","White-winged Scoter",7952,661,659,1,0,1,7,128,103,7,48,158,206,101,206,1,0.17852,0.44327,0.4115,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_87b306550dba","Harlequin Duck",7952,398,393,2,0,3,6,84,71,5,23,70,202,103,201,1,0.22362,0.26131,0.26382,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_725074cbfcb6","Glaucous-winged Gull",7952,3818,3672,139,0,7,8,548,369,6,77,1200,256,133,256,1,0.14825,0.40309,0.10843,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_e0e678a61ad7","Short-billed Gull",7952,1372,1318,52,0,2,8,284,195,5,50,400,248,129,248,1,0.10933,0.35569,0.13338,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_4ae57d328ec6","Greater Scaup",7952,416,412,2,0,2,8,66,63,10,176,450,191,98,191,1,0.14904,0.32933,0.29567,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_59441ff7abde","Brant",7952,182,180,0,0,2,7,25,42,8,50,400,172,88,172,1,0.20879,0.47253,0.63187,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_40f730f5ad72","Long-tailed Duck",7952,111,111,0,0,0,7,40,24,3,16,130,180,99,180,1,0.23423,0.2973,0.27027,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_1328b44be502","Black Scoter",7952,85,85,0,0,0,7,46,30,3,13,30,162,91,162,1,0.2,0.17647,0.12941,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_d7dd9536145c","Barrow's Goldeneye",7952,76,75,1,0,0,6,51,24,4,80,350,191,91,191,1,0.14474,0.42105,0.22368,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_82312e6f2848","Common Goldeneye",7952,491,488,3,0,0,8,123,96,3,32,350,201,108,201,1,0.12627,0.3055,0.21181,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_99238953638b","Bufflehead",7952,1376,1321,55,0,0,8,253,200,8,62,232,237,117,233,1,0.1061,0.26817,0.13081,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_d002764a39e8","Lesser Scaup",7952,25,25,0,0,0,6,10,12,1,8,50,79,44,79,1,0.48,0.44,0.44,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_35518e24dfdd","Common Merganser",7952,1206,1193,11,0,2,8,272,225,3,14,91,246,129,246,1,0.10945,0.29602,0.12935,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_c2d1fbbaf6d3","Red-breasted Merganser",7952,909,906,3,0,0,8,176,133,4,25,91,192,106,192,1,0.13311,0.36964,0.18482,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_9ae1aa9b7fdf","Common Loon",7952,1288,1276,9,0,3,7,270,230,1,5,20,226,116,226,1,0.12733,0.34627,0.14363,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_c34f23342a55","Pacific Loon",7952,1104,1096,6,0,2,6,197,186,8,320,1990,228,114,228,1,0.16938,0.44475,0.32518,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_04cf65098f13","Red-throated Loon",7952,520,519,0,0,1,8,102,84,2,13,112,179,100,179,1,0.17885,0.50577,0.45,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_ebf17f77fb66","Western Grebe",7952,115,112,2,0,1,8,59,38,3,142,604,193,105,193,1,0.13043,0.24348,0.13913,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_6b4cfd1ab927","Horned Grebe",7952,716,713,3,0,0,8,188,124,3,15,58,225,122,225,1,0.12011,0.23603,0.18296,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_86eda7ed9025","Red-necked Grebe",7952,831,826,5,0,0,7,210,140,3,20,58,236,124,236,1,0.10229,0.32852,0.12154,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_35707a9578d5","Pelagic Cormorant",7952,1615,1598,14,0,3,7,316,251,5,35,130,244,130,244,1,0.13746,0.40805,0.23591,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_98ca0000b734","Brandt's Cormorant",7952,1051,1043,6,0,2,6,223,173,9,193,990,249,128,249,1,0.15509,0.35966,0.32826,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_a444854c6b66","Double-crested Cormorant",7952,518,507,11,0,0,8,141,144,2,10,51,203,113,203,1,0.09846,0.24517,0.11004,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_fc0a9b777dcd","Bald Eagle",7952,3938,3901,37,0,0,8,599,477,2,6,34,265,140,265,1,0.14297,0.3352,0.07313,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_7b80ddaff058","Great Blue Heron",7952,668,665,3,0,0,8,159,159,1,3,12,207,103,204,1,0.11826,0.30838,0.08383,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_c9db024faf12","American Crow",7952,4762,4694,62,0,6,8,572,492,4,16,69,229,116,229,1,0.14994,0.41831,0.08232,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_c12b832d2b03","California Gull",7952,957,948,8,0,1,7,163,140,5,158,2250,218,112,218,1,0.18182,0.49634,0.27691,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_7571c026ae99","American Herring Gull",7952,466,457,8,0,1,6,88,95,2,25,270,223,111,223,1,0.19099,0.45708,0.26824,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_5a9a3495d0ea","Western Gull",7952,156,153,3,0,0,6,54,67,1,3,5,165,89,165,1,0.12179,0.14744,0.14744,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_aa5353f6d6d2","Iceland Gull",7952,117,116,1,0,0,5,46,43,20,520,2000,171,93,171,1,0.38462,0.2906,0.28205,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_fadb8da1a816","Bonaparte's Gull",7952,65,65,0,0,0,6,24,25,3,41,280,140,78,140,1,0.36923,0.44615,0.41538,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_08bb40b40c0a","Ring-billed Gull",7952,32,31,1,0,0,7,18,20,1,5,7,141,78,138,1,0.15625,0.15625,0.21875,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_1812dd827ede","Surfbird",7952,119,118,1,0,0,6,59,43,7,70,686,174,95,174,1,0.18487,0.15966,0.18487,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_15dd5efcd8d6","Black Turnstone",7952,381,378,2,0,1,6,108,100,10,65,405,182,96,182,1,0.13911,0.23885,0.14173,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_b3d3ea90f9cb","Canada Goose",7952,240,223,17,0,0,8,82,81,24,154,400,179,95,179,1,0.15,0.24167,0.2,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_815c98107028","Mallard",7952,1054,1037,16,0,1,8,166,152,10,65,228,216,112,216,1,0.1129,0.31594,0.13757,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_a113baee5693","American Wigeon",7952,408,400,7,0,1,8,85,85,12,100,450,206,105,206,1,0.13971,0.35049,0.21569,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_7d980a7c8c37","Northern Pintail",7952,267,266,1,0,0,8,69,62,7,90,500,162,89,162,1,0.17603,0.37079,0.22846,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_8608f2ed61cf","Pigeon Guillemot",7952,563,562,1,0,0,6,139,107,3,14,80,213,108,213,1,0.15808,0.42451,0.41208,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_6cbe5bbd310c","Rhinoceros Auklet",7952,407,405,1,0,1,6,54,77,8,96,321,212,108,212,1,0.21622,0.58231,0.70516,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"region_period","WCVI__period_2005_2025","atx_136b0e66254b","Common Murre",7952,442,440,0,0,2,6,93,77,5,42,162,205,111,205,1,0.20588,0.5543,0.6267,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
