"dimension","candidate_id","analysis_taxon_id","common_name","eligible_checklists","detections","positive_numeric_reports","X_reports","lower_bound_reports","ambiguity_affected_reports","years","locations","observers","positive_count_q50","positive_count_q90","positive_count_q99","represented_events","represented_event_complexes","positive_numeric_events","regions","maximum_event_share","maximum_observer_share","maximum_location_share","support_label"
"cooccurrence_eligibility","detection_community","atx_1930f23cc4f8","Surf Scoter",262339,23066,22351,692,0,23,37,3158,2064,12,200,4000,2709,1573,2663,8,0.05202,0.04084,0.0261,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_3083477933a8","White-winged Scoter",262339,7320,7014,295,0,11,33,1307,995,6,76,600,2035,1212,1965,8,0.03238,0.05096,0.04016,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_87b306550dba","Harlequin Duck",262339,14480,14248,223,0,9,36,2037,1733,5,20,105,2187,1267,2173,7,0.07113,0.023,0.07521,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_725074cbfcb6","Glaucous-winged Gull",262339,107489,101896,5538,0,55,38,10388,4281,5,38,300,3117,1789,3073,8,0.06437,0.02084,0.03061,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_e0e678a61ad7","Short-billed Gull",262339,29650,28108,1524,0,18,38,3639,1950,7,80,800,2717,1590,2636,8,0.05926,0.02438,0.07052,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_4ae57d328ec6","Greater Scaup",262339,6373,6078,287,0,8,34,987,1054,6,150,2000,1694,1063,1657,6,0.08426,0.03311,0.06826,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_59441ff7abde","Brant",262339,4601,4431,158,0,12,33,700,910,25,250,1077,1363,868,1340,6,0.07303,0.04216,0.07781,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_40f730f5ad72","Long-tailed Duck",262339,3965,3816,135,0,14,30,840,660,4,47,1000,1462,903,1428,6,0.04691,0.04691,0.06532,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_1328b44be502","Black Scoter",262339,2261,2138,118,0,5,31,586,569,5,45,240,1414,884,1357,8,0.04865,0.03627,0.08934,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_d7dd9536145c","Barrow's Goldeneye",262339,13021,12663,346,0,12,31,1883,1717,6,50,210,1766,1075,1750,7,0.10806,0.03218,0.10452,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_82312e6f2848","Common Goldeneye",262339,25692,25005,673,0,14,38,3018,2247,4,20,100,2149,1316,2133,6,0.07481,0.02121,0.10069,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_99238953638b","Bufflehead",262339,60643,58956,1646,0,41,38,5445,3523,6,27,113,2581,1504,2549,7,0.06302,0.0128,0.04884,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_d002764a39e8","Lesser Scaup",262339,11569,11022,540,0,7,30,918,1683,5,40,400,1211,765,1126,5,0.1077,0.01772,0.11565,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_35518e24dfdd","Common Merganser",262339,33244,32680,540,0,24,36,4072,2834,3,12,60,2528,1506,2510,8,0.03745,0.02292,0.02948,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_c2d1fbbaf6d3","Red-breasted Merganser",262339,17592,17239,336,0,17,36,2580,1768,3,18,80,2126,1281,2093,7,0.06986,0.02683,0.03621,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_9ae1aa9b7fdf","Common Loon",262339,20865,20533,308,0,24,37,3068,1887,2,6,21,2690,1539,2669,8,0.03585,0.03192,0.08598,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_c34f23342a55","Pacific Loon",262339,9164,8977,174,0,13,35,1675,1059,4,63,927,2280,1353,2230,8,0.03306,0.07464,0.0467,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_04cf65098f13","Red-throated Loon",262339,2845,2831,9,0,5,28,692,619,1,6,30,1700,1029,1687,7,0.05097,0.11634,0.08682,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_ebf17f77fb66","Western Grebe",262339,2039,2005,32,0,2,33,691,643,3,76,550,1634,1026,1607,6,0.0461,0.04365,0.04218,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_6b4cfd1ab927","Horned Grebe",262339,16696,16401,279,0,16,37,2320,1523,3,11,47,2192,1305,2153,8,0.0442,0.02605,0.04486,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_86eda7ed9025","Red-necked Grebe",262339,11458,11289,158,0,11,35,1926,1138,2,12,58,2285,1345,2250,8,0.05856,0.03447,0.02714,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_35707a9578d5","Pelagic Cormorant",262339,24918,24531,368,0,19,37,3150,2527,2,12,52,2504,1471,2462,8,0.06806,0.03455,0.07159,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_98ca0000b734","Brandt's Cormorant",262339,4674,4608,58,0,8,33,1056,761,3,35,474,1711,1030,1674,7,0.0751,0.09371,0.08515,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_a444854c6b66","Double-crested Cormorant",262339,35338,34659,661,0,18,36,3594,2881,2,11,55,2172,1306,2136,7,0.07966,0.01774,0.05586,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_fc0a9b777dcd","Bald Eagle",262339,105279,103960,1245,0,74,38,12266,5075,2,5,25,3325,1897,3303,8,0.04788,0.01842,0.02875,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_7b80ddaff058","Great Blue Heron",262339,58327,57241,1064,0,22,38,5429,4400,2,8,31,2464,1451,2434,7,0.06926,0.01156,0.05205,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_c9db024faf12","American Crow",262339,138838,133656,5134,0,48,38,14112,5478,4,20,102,3131,1789,3108,8,0.07517,0.01932,0.03052,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_c12b832d2b03","California Gull",262339,9499,9018,468,0,13,34,1567,1153,4,70,1000,1845,1131,1778,7,0.04221,0.06359,0.03306,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_7571c026ae99","American Herring Gull",262339,3040,2903,127,0,10,29,809,728,2,10,60,1665,1051,1645,7,0.03783,0.08849,0.04507,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_5a9a3495d0ea","Western Gull",262339,1170,1146,24,0,0,26,312,371,1,3,12,1017,679,1004,5,0.13761,0.10598,0.16496,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_aa5353f6d6d2","Iceland Gull",262339,2238,2142,94,0,2,13,548,383,3,100,648,771,495,771,6,0.05719,0.09562,0.05585,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_fadb8da1a816","Bonaparte's Gull",262339,5141,5005,133,0,3,34,966,993,8,120,800,1689,1063,1635,5,0.07275,0.02723,0.06011,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_08bb40b40c0a","Ring-billed Gull",262339,5994,5699,294,0,1,28,800,1039,2,20,85,1138,736,1087,5,0.17684,0.02202,0.07758,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_1812dd827ede","Surfbird",262339,1473,1452,18,0,3,25,360,420,7,70,300,1067,719,1060,5,0.11134,0.04481,0.17719,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_15dd5efcd8d6","Black Turnstone",262339,5859,5759,93,0,7,29,988,952,8,40,154,1753,1102,1704,6,0.08329,0.02304,0.11777,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_b3d3ea90f9cb","Canada Goose",262339,81438,77922,3462,0,54,38,7521,4698,7,50,210,2404,1436,2381,8,0.06921,0.01351,0.03282,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_815c98107028","Mallard",262339,99307,93790,5455,0,62,38,7975,4730,10,71,350,2441,1481,2403,7,0.06888,0.01325,0.03916,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_a113baee5693","American Wigeon",262339,43079,40463,2579,0,37,37,3684,3172,12,80,350,1987,1194,1942,6,0.08744,0.01339,0.05678,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_7d980a7c8c37","Northern Pintail",262339,18912,17487,1411,0,14,32,1554,2233,8,60,493,1430,909,1375,6,0.09555,0.01454,0.13309,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_8608f2ed61cf","Pigeon Guillemot",262339,9026,8936,81,0,9,35,1770,1355,2,10,66,2346,1387,2326,8,0.08221,0.03479,0.03745,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_6cbe5bbd310c","Rhinoceros Auklet",262339,3044,3020,22,0,2,27,628,583,3,37,232,1724,1060,1712,7,0.18101,0.09855,0.10414,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_136b0e66254b","Common Murre",262339,3322,3268,48,0,6,30,852,534,4,51,500,1794,1101,1793,8,0.05388,0.0873,0.09241,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_acf526bb8010","Marbled Murrelet",262339,5279,5235,36,0,8,33,1309,751,2,12,89,2233,1327,2205,8,0.0322,0.09093,0.06573,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_eeefc021901e","Gadwall",262339,17150,16389,747,0,14,32,1135,2032,4,19,50,1089,722,1053,6,0.0923,0.01376,0.13032,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_8f0345249398","Northern Shoveler",262339,13853,12865,973,0,15,33,1008,1898,6,50,225,1147,752,1104,6,0.12806,0.01689,0.16783,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_04afbeb21fb0","Hooded Merganser",262339,24754,24297,440,0,17,36,2582,2596,2,7,18,1909,1187,1882,7,0.06763,0.01369,0.08075,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_3c2dd2107fbb","Clark's Grebe",262339,4,4,0,0,0,3,3,4,1,1,1,5,5,5,2,0.5,0.25,0.5,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000001","Eared Grebe",262339,437,435,2,0,0,16,99,231,1,2,3,327,248,327,3,0.28833,0.04348,0.24256,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000002","Black Oystercatcher",262339,18476,18281,179,0,16,35,2413,2154,2,8,23,2189,1302,2154,7,0.0728,0.04509,0.04666,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000003","Dunlin",262339,8961,8614,336,0,11,34,987,1352,20,300,3000,1602,1015,1572,7,0.06093,0.03538,0.07778,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000004","Sanderling",262339,1186,1166,17,0,3,23,196,397,7,80,300,709,477,709,5,0.08685,0.21079,0.11383,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000005","Rock Sandpiper",262339,201,201,0,0,0,13,52,96,1,6,16,304,212,304,6,0.24378,0.11443,0.25373,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000006","Black-bellied Plover",262339,5626,5475,145,0,6,31,697,924,5,30,162,1394,898,1371,6,0.06079,0.03537,0.07768,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000007","Common Raven",262339,73888,72924,941,0,23,38,10030,3488,2,4,21,2788,1622,2759,8,0.05433,0.02232,0.01528,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000008","Osprey",262339,5362,5320,40,0,2,28,880,1112,1,2,4,1005,662,1000,6,0.13819,0.06024,0.24972,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000009","Caspian Tern",262339,3516,3465,46,0,5,22,551,824,2,17,75,906,594,891,5,0.17776,0.02503,0.20392,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000010","Common Tern",262339,232,228,4,0,0,12,63,132,8,100,300,82,62,82,2,0.25,0.0431,0.36207,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","detection_community","atx_v2_000011","Glaucous Gull",262339,231,227,1,0,3,22,83,119,1,1,3,538,370,520,4,0.1342,0.08658,0.12554,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_1930f23cc4f8","Surf Scoter",262339,23066,22351,692,0,23,37,3158,2064,12,200,4000,2709,1573,2663,8,0.05202,0.04084,0.0261,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_3083477933a8","White-winged Scoter",262339,7320,7014,295,0,11,33,1307,995,6,76,600,2035,1212,1965,8,0.03238,0.05096,0.04016,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_87b306550dba","Harlequin Duck",262339,14480,14248,223,0,9,36,2037,1733,5,20,105,2187,1267,2173,7,0.07113,0.023,0.07521,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_725074cbfcb6","Glaucous-winged Gull",262339,107489,101896,5538,0,55,38,10388,4281,5,38,300,3117,1789,3073,8,0.06437,0.02084,0.03061,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_e0e678a61ad7","Short-billed Gull",262339,29650,28108,1524,0,18,38,3639,1950,7,80,800,2717,1590,2636,8,0.05926,0.02438,0.07052,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_4ae57d328ec6","Greater Scaup",262339,6373,6078,287,0,8,34,987,1054,6,150,2000,1694,1063,1657,6,0.08426,0.03311,0.06826,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_59441ff7abde","Brant",262339,4601,4431,158,0,12,33,700,910,25,250,1077,1363,868,1340,6,0.07303,0.04216,0.07781,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_40f730f5ad72","Long-tailed Duck",262339,3965,3816,135,0,14,30,840,660,4,47,1000,1462,903,1428,6,0.04691,0.04691,0.06532,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_1328b44be502","Black Scoter",262339,2261,2138,118,0,5,31,586,569,5,45,240,1414,884,1357,8,0.04865,0.03627,0.08934,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_d7dd9536145c","Barrow's Goldeneye",262339,13021,12663,346,0,12,31,1883,1717,6,50,210,1766,1075,1750,7,0.10806,0.03218,0.10452,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_82312e6f2848","Common Goldeneye",262339,25692,25005,673,0,14,38,3018,2247,4,20,100,2149,1316,2133,6,0.07481,0.02121,0.10069,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_99238953638b","Bufflehead",262339,60643,58956,1646,0,41,38,5445,3523,6,27,113,2581,1504,2549,7,0.06302,0.0128,0.04884,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_d002764a39e8","Lesser Scaup",262339,11569,11022,540,0,7,30,918,1683,5,40,400,1211,765,1126,5,0.1077,0.01772,0.11565,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_35518e24dfdd","Common Merganser",262339,33244,32680,540,0,24,36,4072,2834,3,12,60,2528,1506,2510,8,0.03745,0.02292,0.02948,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_c2d1fbbaf6d3","Red-breasted Merganser",262339,17592,17239,336,0,17,36,2580,1768,3,18,80,2126,1281,2093,7,0.06986,0.02683,0.03621,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_9ae1aa9b7fdf","Common Loon",262339,20865,20533,308,0,24,37,3068,1887,2,6,21,2690,1539,2669,8,0.03585,0.03192,0.08598,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_c34f23342a55","Pacific Loon",262339,9164,8977,174,0,13,35,1675,1059,4,63,927,2280,1353,2230,8,0.03306,0.07464,0.0467,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_04cf65098f13","Red-throated Loon",262339,2845,2831,9,0,5,28,692,619,1,6,30,1700,1029,1687,7,0.05097,0.11634,0.08682,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_ebf17f77fb66","Western Grebe",262339,2039,2005,32,0,2,33,691,643,3,76,550,1634,1026,1607,6,0.0461,0.04365,0.04218,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_6b4cfd1ab927","Horned Grebe",262339,16696,16401,279,0,16,37,2320,1523,3,11,47,2192,1305,2153,8,0.0442,0.02605,0.04486,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_86eda7ed9025","Red-necked Grebe",262339,11458,11289,158,0,11,35,1926,1138,2,12,58,2285,1345,2250,8,0.05856,0.03447,0.02714,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_35707a9578d5","Pelagic Cormorant",262339,24918,24531,368,0,19,37,3150,2527,2,12,52,2504,1471,2462,8,0.06806,0.03455,0.07159,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_98ca0000b734","Brandt's Cormorant",262339,4674,4608,58,0,8,33,1056,761,3,35,474,1711,1030,1674,7,0.0751,0.09371,0.08515,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_a444854c6b66","Double-crested Cormorant",262339,35338,34659,661,0,18,36,3594,2881,2,11,55,2172,1306,2136,7,0.07966,0.01774,0.05586,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_fc0a9b777dcd","Bald Eagle",262339,105279,103960,1245,0,74,38,12266,5075,2,5,25,3325,1897,3303,8,0.04788,0.01842,0.02875,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_7b80ddaff058","Great Blue Heron",262339,58327,57241,1064,0,22,38,5429,4400,2,8,31,2464,1451,2434,7,0.06926,0.01156,0.05205,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_c9db024faf12","American Crow",262339,138838,133656,5134,0,48,38,14112,5478,4,20,102,3131,1789,3108,8,0.07517,0.01932,0.03052,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_c12b832d2b03","California Gull",262339,9499,9018,468,0,13,34,1567,1153,4,70,1000,1845,1131,1778,7,0.04221,0.06359,0.03306,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_7571c026ae99","American Herring Gull",262339,3040,2903,127,0,10,29,809,728,2,10,60,1665,1051,1645,7,0.03783,0.08849,0.04507,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_5a9a3495d0ea","Western Gull",262339,1170,1146,24,0,0,26,312,371,1,3,12,1017,679,1004,5,0.13761,0.10598,0.16496,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_aa5353f6d6d2","Iceland Gull",262339,2238,2142,94,0,2,13,548,383,3,100,648,771,495,771,6,0.05719,0.09562,0.05585,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_fadb8da1a816","Bonaparte's Gull",262339,5141,5005,133,0,3,34,966,993,8,120,800,1689,1063,1635,5,0.07275,0.02723,0.06011,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_08bb40b40c0a","Ring-billed Gull",262339,5994,5699,294,0,1,28,800,1039,2,20,85,1138,736,1087,5,0.17684,0.02202,0.07758,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_1812dd827ede","Surfbird",262339,1473,1452,18,0,3,25,360,420,7,70,300,1067,719,1060,5,0.11134,0.04481,0.17719,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_15dd5efcd8d6","Black Turnstone",262339,5859,5759,93,0,7,29,988,952,8,40,154,1753,1102,1704,6,0.08329,0.02304,0.11777,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_b3d3ea90f9cb","Canada Goose",262339,81438,77922,3462,0,54,38,7521,4698,7,50,210,2404,1436,2381,8,0.06921,0.01351,0.03282,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_815c98107028","Mallard",262339,99307,93790,5455,0,62,38,7975,4730,10,71,350,2441,1481,2403,7,0.06888,0.01325,0.03916,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_a113baee5693","American Wigeon",262339,43079,40463,2579,0,37,37,3684,3172,12,80,350,1987,1194,1942,6,0.08744,0.01339,0.05678,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_7d980a7c8c37","Northern Pintail",262339,18912,17487,1411,0,14,32,1554,2233,8,60,493,1430,909,1375,6,0.09555,0.01454,0.13309,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_8608f2ed61cf","Pigeon Guillemot",262339,9026,8936,81,0,9,35,1770,1355,2,10,66,2346,1387,2326,8,0.08221,0.03479,0.03745,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_6cbe5bbd310c","Rhinoceros Auklet",262339,3044,3020,22,0,2,27,628,583,3,37,232,1724,1060,1712,7,0.18101,0.09855,0.10414,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_136b0e66254b","Common Murre",262339,3322,3268,48,0,6,30,852,534,4,51,500,1794,1101,1793,8,0.05388,0.0873,0.09241,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_acf526bb8010","Marbled Murrelet",262339,5279,5235,36,0,8,33,1309,751,2,12,89,2233,1327,2205,8,0.0322,0.09093,0.06573,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_eeefc021901e","Gadwall",262339,17150,16389,747,0,14,32,1135,2032,4,19,50,1089,722,1053,6,0.0923,0.01376,0.13032,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_8f0345249398","Northern Shoveler",262339,13853,12865,973,0,15,33,1008,1898,6,50,225,1147,752,1104,6,0.12806,0.01689,0.16783,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_04afbeb21fb0","Hooded Merganser",262339,24754,24297,440,0,17,36,2582,2596,2,7,18,1909,1187,1882,7,0.06763,0.01369,0.08075,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_3c2dd2107fbb","Clark's Grebe",262339,4,4,0,0,0,3,3,4,1,1,1,5,5,5,2,0.5,0.25,0.5,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_v2_000001","Eared Grebe",262339,437,435,2,0,0,16,99,231,1,2,3,327,248,327,3,0.28833,0.04348,0.24256,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_v2_000002","Black Oystercatcher",262339,18476,18281,179,0,16,35,2413,2154,2,8,23,2189,1302,2154,7,0.0728,0.04509,0.04666,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"cooccurrence_eligibility","null_permutation","atx_v2_000003","Dunlin",262339,8961,8614,336,0,11,34,987,1352,20,300,3000,1602,1015,1572,7,0.06093,0.03538,0.07778,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
