"region","year","month","protocol","complete_checklists","unique_observers","unique_localities","source_events","event_complexes","duration_q50","duration_q90","travel_distance_q50","travel_distance_q90","maximum_observer_checklist_share","maximum_locality_checklist_share","repeat_localities","shoreline_link_support","support_label"
"SoG",2015,2,"Traveling",250,53,116,46,27,65,124,1.996,8.047,1.644,0.692,101,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,2,"Stationary",151,48,89,46,27,30,100,,,0.72848,0.29801,82,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,2,"Stationary",61,31,28,2,2,20,90,,,0.11475,0.11475,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,2,"Traveling",20,6,15,11,9,45,100,1,2.5,1.3,0.7,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,3,"Traveling",177,73,61,1,1,70,180,2,5,0.05085,0.19774,29,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,3,"Traveling",343,48,143,46,27,62,130,1.996,8.047,1.43149,0.68222,137,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,3,"Stationary",144,36,76,46,27,30,90,,,0.75,0.4375,74,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,4,"Traveling",387,60,167,46,27,63,150,1.996,8.047,1.07494,0.34884,157,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,4,"Stationary",116,36,70,46,27,30,90,,,0.7069,0.42241,61,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,4,"Traveling",153,79,50,2,2,90,180,2.5,5,0.07843,0.23529,20,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,3,"Traveling",22,6,18,11,9,46,142,1.609,5.5,0.68182,0.31818,14,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,3,"Stationary",14,5,12,11,9,20,60,,,1.28571,0.57143,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,5,"Traveling",255,50,135,46,27,60,140,1.609,5.005,1.68627,0.63529,126,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,5,"Stationary",93,28,57,43,27,25,90,,,0.48387,0.43011,49,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,5,"Stationary",44,11,16,11,9,15,45,,,0.95455,0.40909,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,5,"Traveling",173,81,40,2,2,90,180,2.414,5,0.06936,0.2659,18,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2015,5,"Traveling",16,4,6,14,12,20,210,1,2.993,6.125,5.25,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,5,"Stationary",46,28,23,2,2,45,150,,,0.26087,0.26087,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2015,5,"Traveling",25,6,15,22,14,60,245,0.5,8.047,4,1.32,15,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2015,5,"Stationary",10,2,8,31,21,65,125,,,8.1,2.6,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,6,"Traveling",80,28,36,28,20,65,180,1.5,4,0.4375,0.775,35,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2015,6,"Traveling",28,3,18,18,10,120,300,1,3,6.21429,2.85714,18,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,6,"Stationary",34,16,26,21,14,15,150,,,0.82353,0.41176,24,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,7,"Traveling",5,3,5,3,2,30,60,1,2.5,1,0.6,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,4,"Stationary",27,17,17,1,1,60,142,,,0.22222,0.22222,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2015,7,"Traveling",6,2,3,11,4,60,150,0.3,2,7.33333,7.33333,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2015,12,"Stationary",2,1,2,1,1,1,15,,,1,0.5,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,12,"Stationary",112,23,45,3,3,27,120,,,0.33036,0.33036,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,12,"Traveling",50,25,43,4,4,50,120,1.2,4,0.12,0.06,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,6,"Traveling",33,24,17,2,2,90,180,3,5,0.12121,0.33333,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2015,5,"Stationary",1,1,1,1,1,45,45,,,1,1,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,2,"Stationary",3,2,3,7,6,20,50,,,4.66667,2.33333,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,1,"Stationary",5,2,5,10,9,17,150,,,2.8,1.4,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,4,"Stationary",31,3,8,10,9,35,120,,,1.35484,1.12903,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2015,2,"Traveling",2,1,2,14,12,20,68,0.998,2.993,14,7,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2015,3,"Traveling",4,2,4,14,12,30,180,1,2,10.5,3.5,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,3,"Stationary",38,17,20,1,1,45,120,,,0.36842,0.36842,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,4,"Traveling",6,3,5,10,9,30,120,0.7,2.6,3.5,2.33333,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2015,4,"Traveling",4,2,4,14,12,22,98,1,5.005,9.5,3.5,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2015,4,"Stationary",3,3,3,14,12,40,60,,,4.66667,4.66667,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2015,4,"Traveling",1,1,1,11,8,270,270,3,3,11,11,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2015,4,"Traveling",3,1,1,8,3,154,180,3,3,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2015,5,"Stationary",5,3,3,14,12,55,95,,,7.2,7.2,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2015,6,"Stationary",9,5,9,1,1,60,240,,,0.44444,0.11111,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2015,6,"Traveling",8,5,7,14,12,120,360,2,10,4.25,3.5,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2015,6,"Stationary",1,1,1,14,12,45,45,,,14,14,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,7,"Stationary",3,2,3,3,2,20,60,,,2,1,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,11,"Traveling",8,4,6,1,1,60,87,0.966,2.897,0.375,0.25,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2015,11,"Stationary",8,4,6,1,1,30,180,,,0.375,0.375,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,12,"Traveling",5,4,5,3,3,110,140,0.8,3.5,1,0.6,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2015,12,"Stationary",2,1,1,3,3,3,5,,,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,4,"Stationary",380,57,144,54,34,31,120,,,0.61316,0.37105,109,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,4,"Traveling",576,92,237,54,34,60,150,1.1,4,0.77778,0.31597,195,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,3,"Stationary",427,67,175,54,34,30,120,,,1.28806,0.56206,141,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,1,"Traveling",271,45,139,53,33,60,120,2,3,1.2583,0.90406,95,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,1,"Stationary",232,48,99,46,28,30,90,,,0.58621,0.52586,71,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,2,"Traveling",376,57,179,54,34,60,120,1.5,3,1.43883,0.62234,159,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,2,"Stationary",343,60,129,54,34,30,145,,,1.90379,0.78717,108,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,3,"Traveling",507,89,230,54,34,60,140,1.3,4,0.84813,0.48718,187,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,5,"Traveling",370,68,179,53,33,62,187,1.207,3,1.11892,0.5973,146,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,5,"Stationary",240,42,97,53,33,20,70,,,0.53333,0.3375,75,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,5,"Traveling",29,5,19,16,13,30,75,0.5,2,9.17241,1.10345,18,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,5,"Stationary",2,2,2,19,8,38,38,,,6,6,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,5,"Traveling",32,5,11,37,21,150,360,1,6.437,1.625,1.3125,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,5,"Traveling",24,7,16,15,12,30,240,1,5,3.125,1.625,16,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,5,"Stationary",22,4,12,13,11,30,60,,,7.04545,4.72727,12,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,6,"Traveling",202,46,101,47,31,62,180,1.5,3,0.69802,0.35644,77,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,6,"Stationary",116,28,56,40,27,35,90,,,0.43966,0.36207,43,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,3,"Traveling",4,3,3,7,2,60,90,2,6,1.25,1.25,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,6,"Stationary",49,4,40,13,10,11,25,,,8.40816,1.32653,39,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,6,"Traveling",15,2,10,13,10,15,50,0.5,3,10.6,3.46667,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2016,6,"Stationary",17,3,13,17,5,10,30,,,1.82353,0.58824,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2016,6,"Traveling",8,3,8,16,5,5,30,0.3,0.5,6.25,1.75,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,6,"Traveling",15,2,10,21,12,60,275,1,2.485,3.46667,2.2,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,11,"Stationary",5,4,4,1,1,20,26,,,0.4,0.4,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,11,"Traveling",7,5,4,1,1,41,120,1,4.023,0.28571,0.57143,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,12,"Stationary",8,4,7,2,2,40,82,,,0.75,0.5,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,12,"Stationary",82,33,39,3,2,33,270,,,0.13415,0.13415,20,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2016,12,"Traveling",144,57,79,3,2,60,135,1.609,4.45,0.125,0.125,26,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,3,"Stationary",2,1,2,16,13,14,30,,,16,8,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,2,"Stationary",3,2,3,16,13,32,90,,,10.66667,5.33333,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,1,"Traveling",1,1,1,3,3,165,165,8.047,8.047,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,1,"Traveling",2,1,1,12,10,40,45,2,2,12,12,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2016,1,"Traveling",1,1,1,3,1,12,12,10,10,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,2,"Traveling",7,2,6,15,12,30,60,0.5,3,7.85714,3.71429,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,2,"Stationary",13,2,5,15,12,30,300,,,7.15385,6,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,2,"Traveling",4,3,3,16,13,45,105,1.609,2.6,8,8,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,2,"Traveling",1,1,1,5,1,30,30,1,1,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,2,"Traveling",4,1,3,24,17,240,240,6,10,21,9.5,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,3,"Stationary",4,2,2,7,2,25,45,,,1.5,1.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,3,"Stationary",5,2,2,13,11,30,40,,,9,7.8,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,3,"Stationary",1,1,1,11,8,17,17,,,11,11,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,3,"Traveling",6,3,5,15,12,30,45,1,2,5.5,4.33333,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,3,"Traveling",5,1,5,9,6,64,275,3,6,6.2,1.4,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,3,"Traveling",3,2,3,16,13,90,94,0.5,5,7.33333,5.33333,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,4,"Stationary",28,3,11,2,1,9,30,,,1.64286,0.92857,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,4,"Traveling",8,3,7,15,12,45,120,1,5.4,5.125,3.25,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,4,"Traveling",3,3,3,16,13,60,145,2,4,5.33333,5.33333,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,4,"Traveling",16,4,11,6,2,60,180,4,6,1.375,0.5,11,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,4,"Stationary",12,2,3,13,11,40,60,,,11.91667,10.83333,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,4,"Stationary",3,2,2,16,13,30,120,,,10.66667,10.66667,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,4,"Stationary",3,1,1,11,8,30,249,,,11,11,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,4,"Traveling",2,1,2,11,8,40,270,6.437,6.437,7.5,5.5,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,5,"Traveling",19,4,13,12,2,60,180,1,6,0.73684,0.31579,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,5,"Stationary",13,4,10,8,2,10,30,,,1.07692,0.46154,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2016,5,"Stationary",4,2,4,7,1,10,54,,,4,1.75,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2016,5,"Traveling",4,1,4,8,2,60,80,0.5,0.5,3.25,1.5,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,5,"Stationary",41,2,27,16,13,10,40,,,11.14634,2.36585,26,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"A27",2016,5,"Stationary",1,1,1,10,5,10,10,,,10,10,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2016,3,"Stationary",4,1,1,5,1,10,10,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2016,2,"Stationary",8,1,1,5,1,10,10,,,4.5,4.5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2016,4,"Stationary",3,1,1,5,1,10,10,,,5,5,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,6,"Stationary",14,3,5,28,20,35,45,,,6.71429,6.64286,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,6,"Traveling",14,3,10,18,2,77,240,0.2,4,1.28571,1.14286,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,6,"Stationary",10,4,7,7,2,5,10,,,1.4,0.8,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2016,6,"Traveling",11,6,10,19,15,45,270,1.609,5,2.45455,1.36364,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2016,6,"Stationary",4,2,2,5,3,60,320,,,1,1,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,7,"Stationary",5,3,5,2,1,10,45,,,0.8,0.4,5,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,7,"Traveling",8,5,7,5,2,21,90,0.5,10,0.75,0.5,7,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,8,"Traveling",2,1,2,2,1,25,300,3,10,2,1,2,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2016,8,"Stationary",1,1,1,2,1,35,35,,,2,2,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2016,12,"Traveling",3,2,3,2,2,185,204,5,8.047,1.33333,0.66667,3,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,12,"Traveling",586,165,202,3,3,60,140,1.5,4.48,0.06826,0.14846,183,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,3,"Traveling",1229,218,369,55,41,60,120,1.2,3,0.37022,0.30919,266,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,3,"Traveling",275,106,77,2,2,66,180,2,5,0.11636,0.14909,30,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,1,"Stationary",548,122,236,52,39,22,61,,,0.26825,0.09307,151,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,1,"Traveling",1053,203,312,53,40,60,135,1,3,0.23172,0.13105,193,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,2,"Stationary",517,133,218,55,41,30,120,,,0.46809,0.24758,147,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,2,"Traveling",819,200,279,55,41,60,135,1,3,0.43468,0.18803,179,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,2,"Traveling",263,96,58,1,1,65,150,2,5,0.05323,0.1673,18,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,2,"Stationary",104,50,44,1,1,25,180,,,0.125,0.125,18,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,2,"Traveling",18,9,13,16,13,60,105,2,4,1,1.33333,12,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,3,"Stationary",588,136,229,55,41,30,100,,,0.60374,0.60714,169,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,3,"Stationary",87,35,43,2,2,20,90,,,0.24138,0.17241,13,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2017,3,"Traveling",1,1,1,3,3,200,200,1.5,1.5,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,4,"Traveling",1808,252,420,55,41,60,150,1.5,3.5,0.26217,0.19912,289,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,4,"Traveling",223,100,69,2,2,75,180,2,5,0.05381,0.1435,34,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,4,"Stationary",665,166,291,55,41,20,81,,,0.42256,0.22857,187,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,4,"Stationary",92,46,35,2,2,20,105,,,0.16304,0.17391,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2017,4,"Traveling",1,1,1,3,3,90,90,1.8,1.8,3,3,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2017,3,"Stationary",1,1,1,12,11,10,10,,,12,12,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,5,"Stationary",424,130,215,54,41,27,90,,,1.1934,0.64151,121,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,5,"Traveling",1151,223,358,54,41,65,165,1.1,3,0.47089,0.15812,261,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,5,"Traveling",191,100,57,2,2,75,180,2,5,0.0733,0.20419,24,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"CC",2017,5,"Traveling",24,3,9,8,5,80,300,1,4,3.125,2.5,8,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,5,"Stationary",66,43,41,2,2,25,120,,,0.07576,0.12121,9,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,5,"Traveling",78,23,35,16,13,42,150,1,3,2.26923,0.92308,32,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,5,"Stationary",73,16,27,16,13,18,60,,,1.75342,0.76712,25,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,6,"Traveling",138,66,48,2,2,66,150,2.414,5,0.08696,0.15217,20,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,6,"Traveling",210,61,103,52,40,64,165,1.5,4,1.27619,0.57619,93,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,6,"Stationary",158,34,85,41,30,19,62,,,1.60759,0.70886,72,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,6,"Stationary",41,21,23,2,2,16,120,,,0.21951,0.21951,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"HG",2017,7,"Stationary",6,2,6,3,3,30,60,,,1.5,0.33333,4,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,11,"Traveling",220,73,80,1,1,55,120,1.5,4.1,0.05909,0.09091,40,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,11,"Stationary",88,40,47,1,1,28,270,,,0.17045,0.17045,17,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"SoG",2017,12,"Stationary",269,104,136,3,3,30,255,,,0.20818,0.20818,120,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"NA",2017,7,"Traveling",9,7,9,2,2,40,223,2,6,0.33333,0.11111,0,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,6,"Traveling",47,10,25,21,15,30,240,1.609,8,2.6383,0.59574,20,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,6,"Stationary",9,5,8,21,15,10,180,,,2,0.88889,6,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,2,"Stationary",18,10,13,16,13,25,45,,,1.33333,1.33333,12,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,4,"Stationary",43,8,24,16,13,15,45,,,2.04651,0.55814,22,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,1,"Stationary",16,7,10,16,13,29,60,,,1.625,1.125,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"WCVI",2017,1,"Traveling",18,6,11,16,13,60,120,1,2,2.05556,1.77778,10,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2017,1,"Stationary",8,1,1,8,6,30,40,,,6.875,6.875,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"PRD",2017,1,"Traveling",1,1,1,8,6,60,60,4,4,8,8,1,TRUE,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
