"definition","complex_id","source_records","region","regions","statistical_areas","sections","location_codes","methods","temporal_span_days","spatial_bbox_diameter_km","any_reversed_date","any_uncertain_date","generalized_easting_10km","generalized_northing_10km","crosses_region","crosses_statistical_area","crosses_section","crosses_location_code","mixed_method","temporal_review","spatial_review","review_required","review_reason","support_label"
"complex_2km_7d","hsr_a8ca8e6497d5ab7c",1,"HG",1,1,1,1,1,,0,FALSE,TRUE,640,830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_e909ef4dd201cbc1",1,"HG",1,1,1,1,1,,0,FALSE,TRUE,640,830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_04dd4e18fc9d8690",1,"HG",1,1,1,1,1,,0,FALSE,TRUE,640,830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_d986535695b5f6b8",1,"HG",1,1,1,1,1,,0,FALSE,TRUE,640,830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_8f298aca06cacb14",1,"HG",1,1,1,1,1,,0,FALSE,TRUE,640,830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_32c0f2cf40fbb8b9",1,"HG",1,1,1,1,1,,0,FALSE,TRUE,640,830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_c45a1b460f6bd70f",1,"HG",1,1,1,1,1,,0,FALSE,TRUE,640,830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_8980d2db6bbbbfaf",1,"HG",1,1,1,1,1,,0,FALSE,TRUE,640,830,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_cd681dfc1f08855b",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,720,1030,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_b45c50f6cb2750f8",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_c2ab2767d2da94d4",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,750,1110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_b43ba8501c8b002e",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,710,1020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_003e82d0cae91d9b",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,710,1020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_80b95907b92e014a",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,710,1020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_e3b570cf7058c296",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,710,1020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_1f2c8d55935ed597",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,710,1020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_e262b27bec3f6ee3",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,690,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_34a15b6179883247",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,690,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_9dc603476dd746cb",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_6d2a7b40400ab3c6",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_a7125f09577a6a90",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_eaab2e266f3177f7",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_466f5d97b56d9a34",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,690,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_ab56714d5d7d05b7",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_0a1ec80f1661a5df",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_c95d626e98677dcd",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_f9f295ecf452f418",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_6776b9afbe969afa",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_c504411d4c453415",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_e8cb9b8cd8731c8f",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,690,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_1d463abc3092f046",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,690,1000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_c16e39754e3d890f",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_0a88e4489bea9fce",1,"PRD",1,1,1,1,1,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_0c31e4be11cfbe12",1,"PRD",1,1,1,1,0,,0,FALSE,TRUE,720,1060,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_ad3216e9506a1470",1,"PRD",1,1,1,1,0,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_f7904aa9b9c39439",1,"PRD",1,1,1,1,0,,0,FALSE,TRUE,690,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_ba59162088972aee",1,"PRD",1,1,1,1,0,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_8cb146bcef152902",1,"PRD",1,1,1,1,0,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_ac46b163c1b54ccd",1,"PRD",1,1,1,1,0,,0,FALSE,TRUE,700,990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_4c25bbf54396a840",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1190,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_61b3e99299f926ff",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1190,410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_515403f31ae9c4a8",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_bd43130fbb5d069b",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1190,430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_27730c3c528de191",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_bda5ada2d90e55b8",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1080,510,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_a59682c545be3611",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_8dda3e79ff0c79b1",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1210,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_cfc6442b0fa7e2e9",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1140,510,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_a3e5274937136c54",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1170,460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_9c45916ab7369991",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1210,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_beb68997bc7b4568",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1160,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_8c8494a2b1fd10cd",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1190,430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_16c3fa20babda337",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1210,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_f0007f389f88b6c8",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1160,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_0ecbaae03e62bf4e",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_68d160c61b81a613",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_edd7071512f6ccfd",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_0b522eec572d3508",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_6ec68b08da389913",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_f7ad545c17b9699b",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_41cd899c8a5f47cf",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,540,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_fa18c16a125d89b2",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,550,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_7350b0d8b7da9e1f",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1100,550,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_a372f07e989b86e4",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1140,470,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_3507157188b65bfd",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1140,470,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_292d0f7862887bc9",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1140,470,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_c860f6d741fc20ba",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1140,470,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_b3e291023d4de6a8",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1110,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_42e21ea4db2b878c",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1110,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_cdd5800158732251",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1140,510,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_6baa890f49cb41d3",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1210,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_1bf77c2c9d48a156",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1200,510,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_0d567036619effdf",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1130,530,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_96e658678055fcc7",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1180,440,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_0ff468a930ef0ed6",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1160,450,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_dfe87d89ee9d2a97",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1170,450,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_a5be0abf59287ea7",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1160,450,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_cb14bd1684ac21a0",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1160,440,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_9df72ae5cba73f2d",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1150,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_71b222f5d6c07a00",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1170,450,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_d1970e437902aeb1",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1170,460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_db0e16b08fa833ca",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1180,430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_6a448b17158c3edf",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1160,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_cb5fa54155a05aa8",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1180,420,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_c71a52dc77ba44a6",1,"SoG",1,1,1,1,1,,0,FALSE,TRUE,1180,490,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_1f7ea05776c89526",1,"SoG",1,1,1,1,0,,0,FALSE,TRUE,1100,490,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_015b24df87fadb49",1,"SoG",1,1,1,1,0,,0,FALSE,TRUE,1090,500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_580f34f8f87eeac5",1,"SoG",1,1,1,1,0,,0,FALSE,TRUE,1120,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_35a068bf1d506feb",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,1040,430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_bf771c5aff790327",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,1040,430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_feeaeb94d1918cb8",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,1040,430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_72f69780a68a7448",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,1040,430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_81a605bd4e5a4c03",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,980,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_7ab4ed2836c6c51f",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,980,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_7a05d1a8ea3a1181",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,980,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_741730a6ba71aab1",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,980,480,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"complex_2km_7d","hsr_5ea6f7fe0db18c44",1,"WCVI",1,1,1,1,1,,0,FALSE,TRUE,1010,460,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"uncertain_date","SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
