"analysis_taxon_id_1","common_name_1","analysis_taxon_id_2","common_name_2","species_1_detections","species_2_detections","n11","shared_events","n10","n01","n00","suppressed_below_20","record_type","exposure_specific_association_computed","eligible_checklists","richness_q0","richness_q25","richness_q50","richness_q75","richness_q100","support_label"
"atx_59441ff7abde","Brant","atx_7b80ddaff058","Great Blue Heron",4601,58327,1814,1291,2787,56513,201225,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_c9db024faf12","American Crow",4601,138838,3017,1339,1584,135821,121917,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_c12b832d2b03","California Gull",4601,9499,1584,1238,3017,7915,249823,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_7571c026ae99","American Herring Gull",4601,3040,522,1056,4079,2518,255220,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_5a9a3495d0ea","Western Gull",4601,1170,196,860,4405,974,256764,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_aa5353f6d6d2","Iceland Gull",4601,2238,381,601,4220,1857,255881,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_fadb8da1a816","Bonaparte's Gull",4601,5141,670,1137,3931,4471,253267,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_08bb40b40c0a","Ring-billed Gull",4601,5994,226,927,4375,5768,251970,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_1812dd827ede","Surfbird",4601,1473,102,779,4499,1371,256367,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_15dd5efcd8d6","Black Turnstone",4601,5859,735,1102,3866,5124,252614,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_b3d3ea90f9cb","Canada Goose",4601,81438,1888,1231,2713,79550,178188,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_815c98107028","Mallard",4601,99307,2805,1229,1796,96502,161236,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_a113baee5693","American Wigeon",4601,43079,2096,1234,2505,40983,216755,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_7d980a7c8c37","Northern Pintail",4601,18912,1446,1072,3155,17466,240272,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_8608f2ed61cf","Pigeon Guillemot",4601,9026,789,1214,3812,8237,249501,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_6cbe5bbd310c","Rhinoceros Auklet",4601,3044,463,966,4138,2581,255157,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_136b0e66254b","Common Murre",4601,3322,600,1071,4001,2722,255016,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_acf526bb8010","Marbled Murrelet",4601,5279,460,1125,4141,4819,252919,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_eeefc021901e","Gadwall",4601,17150,344,782,4257,16806,240932,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_8f0345249398","Northern Shoveler",4601,13853,225,847,4376,13628,244110,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_04afbeb21fb0","Hooded Merganser",4601,24754,283,1064,4318,24471,233267,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_3c2dd2107fbb","Clark's Grebe",4601,4,,,4601,4,257734,TRUE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000001","Eared Grebe",4601,437,44,278,4557,393,257345,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000002","Black Oystercatcher",4601,18476,1884,1161,2717,16592,241146,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000003","Dunlin",4601,8961,1265,1087,3336,7696,250042,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000004","Sanderling",4601,1186,126,579,4475,1060,256678,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000005","Rock Sandpiper",4601,201,,,4585,185,257553,TRUE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000006","Black-bellied Plover",4601,5626,916,1084,3685,4710,253028,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000007","Common Raven",4601,73888,1237,1302,3364,72651,185087,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000008","Osprey",4601,5362,47,700,4554,5315,252423,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000009","Caspian Tern",4601,3516,137,769,4464,3379,254359,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000010","Common Tern",4601,232,,,4592,223,257515,TRUE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_59441ff7abde","Brant","atx_v2_000011","Glaucous Gull",4601,231,57,493,4544,174,257564,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_1328b44be502","Black Scoter",3965,2261,1040,1212,2925,1221,257153,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_d7dd9536145c","Barrow's Goldeneye",3965,13021,691,1196,3274,12330,246044,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_82312e6f2848","Common Goldeneye",3965,25692,2574,1322,1391,23118,235256,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_99238953638b","Bufflehead",3965,60643,3107,1436,858,57536,200838,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_d002764a39e8","Lesser Scaup",3965,11569,256,979,3709,11313,247061,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_35518e24dfdd","Common Merganser",3965,33244,1351,1376,2614,31893,226481,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_c2d1fbbaf6d3","Red-breasted Merganser",3965,17592,2399,1362,1566,15193,243181,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_9ae1aa9b7fdf","Common Loon",3965,20865,2601,1413,1364,18264,240110,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_c34f23342a55","Pacific Loon",3965,9164,1541,1397,2424,7623,250751,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_04cf65098f13","Red-throated Loon",3965,2845,366,1069,3599,2479,255895,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_ebf17f77fb66","Western Grebe",3965,2039,285,1155,3680,1754,256620,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_6b4cfd1ab927","Horned Grebe",3965,16696,2628,1384,1337,14068,244306,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_86eda7ed9025","Red-necked Grebe",3965,11458,2169,1374,1796,9289,249085,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_35707a9578d5","Pelagic Cormorant",3965,24918,2040,1401,1925,22878,235496,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_98ca0000b734","Brandt's Cormorant",3965,4674,726,1185,3239,3948,254426,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_a444854c6b66","Double-crested Cormorant",3965,35338,1638,1377,2327,33700,224674,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_fc0a9b777dcd","Bald Eagle",3965,105279,2775,1436,1190,102504,155870,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_7b80ddaff058","Great Blue Heron",3965,58327,1184,1365,2781,57143,201231,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_c9db024faf12","American Crow",3965,138838,2496,1428,1469,136342,122032,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_c12b832d2b03","California Gull",3965,9499,1064,1291,2901,8435,249939,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_7571c026ae99","American Herring Gull",3965,3040,525,1243,3440,2515,255859,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_5a9a3495d0ea","Western Gull",3965,1170,150,837,3815,1020,257354,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_aa5353f6d6d2","Iceland Gull",3965,2238,385,655,3580,1853,256521,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_fadb8da1a816","Bonaparte's Gull",3965,5141,395,1239,3570,4746,253628,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_08bb40b40c0a","Ring-billed Gull",3965,5994,193,955,3772,5801,252573,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_1812dd827ede","Surfbird",3965,1473,201,879,3764,1272,257102,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_15dd5efcd8d6","Black Turnstone",3965,5859,918,1267,3047,4941,253433,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_b3d3ea90f9cb","Canada Goose",3965,81438,1303,1357,2662,80135,178239,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_815c98107028","Mallard",3965,99307,2104,1408,1861,97203,161171,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_a113baee5693","American Wigeon",3965,43079,1700,1323,2265,41379,216995,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_7d980a7c8c37","Northern Pintail",3965,18912,823,1140,3142,18089,240285,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_8608f2ed61cf","Pigeon Guillemot",3965,9026,1166,1345,2799,7860,250514,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_6cbe5bbd310c","Rhinoceros Auklet",3965,3044,335,1013,3630,2709,255665,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_136b0e66254b","Common Murre",3965,3322,732,1156,3233,2590,255784,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_acf526bb8010","Marbled Murrelet",3965,5279,611,1184,3354,4668,253706,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_eeefc021901e","Gadwall",3965,17150,135,787,3830,17015,241359,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_8f0345249398","Northern Shoveler",3965,13853,96,884,3869,13757,244617,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_04afbeb21fb0","Hooded Merganser",3965,24754,436,1151,3529,24318,234056,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_3c2dd2107fbb","Clark's Grebe",3965,4,,,3963,2,258372,TRUE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000001","Eared Grebe",3965,437,93,303,3872,344,258030,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000002","Black Oystercatcher",3965,18476,1318,1300,2647,17158,241216,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000003","Dunlin",3965,8961,958,1281,3007,8003,250371,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000004","Sanderling",3965,1186,95,563,3870,1091,257283,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000005","Rock Sandpiper",3965,201,23,288,3942,178,258196,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000006","Black-bellied Plover",3965,5626,738,1193,3227,4888,253486,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000007","Common Raven",3965,73888,1145,1365,2820,72743,185631,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000008","Osprey",3965,5362,,,3961,5358,253016,TRUE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000009","Caspian Tern",3965,3516,23,770,3942,3493,254881,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000010","Common Tern",3965,232,,,3965,232,258142,TRUE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_40f730f5ad72","Long-tailed Duck","atx_v2_000011","Glaucous Gull",3965,231,59,522,3906,172,258202,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_d7dd9536145c","Barrow's Goldeneye",2261,13021,477,1142,1784,12544,247534,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_82312e6f2848","Common Goldeneye",2261,25692,1517,1295,744,24175,235903,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_99238953638b","Bufflehead",2261,60643,1728,1366,533,58915,201163,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_d002764a39e8","Lesser Scaup",2261,11569,135,962,2126,11434,248644,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_35518e24dfdd","Common Merganser",2261,33244,776,1269,1485,32468,227610,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_c2d1fbbaf6d3","Red-breasted Merganser",2261,17592,1227,1302,1034,16365,243713,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_9ae1aa9b7fdf","Common Loon",2261,20865,1508,1329,753,19357,240721,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_c34f23342a55","Pacific Loon",2261,9164,839,1297,1422,8325,251753,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_04cf65098f13","Red-throated Loon",2261,2845,145,1031,2116,2700,257378,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_ebf17f77fb66","Western Grebe",2261,2039,184,1114,2077,1855,258223,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_6b4cfd1ab927","Horned Grebe",2261,16696,1422,1339,839,15274,244804,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_86eda7ed9025","Red-necked Grebe",2261,11458,1079,1316,1182,10379,249699,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_35707a9578d5","Pelagic Cormorant",2261,24918,978,1315,1283,23940,236138,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_98ca0000b734","Brandt's Cormorant",2261,4674,313,1145,1948,4361,255717,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_a444854c6b66","Double-crested Cormorant",2261,35338,821,1328,1440,34517,225561,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_fc0a9b777dcd","Bald Eagle",2261,105279,1623,1388,638,103656,156422,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_7b80ddaff058","Great Blue Heron",2261,58327,744,1314,1517,57583,202495,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_c9db024faf12","American Crow",2261,138838,1402,1384,859,137436,122642,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_c12b832d2b03","California Gull",2261,9499,614,1214,1647,8885,251193,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_7571c026ae99","American Herring Gull",2261,3040,332,1118,1929,2708,257370,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_5a9a3495d0ea","Western Gull",2261,1170,74,837,2187,1096,258982,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_aa5353f6d6d2","Iceland Gull",2261,2238,218,645,2043,2020,258058,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_fadb8da1a816","Bonaparte's Gull",2261,5141,271,1193,1990,4870,255208,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_08bb40b40c0a","Ring-billed Gull",2261,5994,106,918,2155,5888,254190,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_1812dd827ede","Surfbird",2261,1473,139,863,2122,1334,258744,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_15dd5efcd8d6","Black Turnstone",2261,5859,616,1200,1645,5243,254835,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_b3d3ea90f9cb","Canada Goose",2261,81438,737,1320,1524,80701,179377,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_815c98107028","Mallard",2261,99307,1251,1333,1010,98056,162022,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_a113baee5693","American Wigeon",2261,43079,1050,1315,1211,42029,218049,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_7d980a7c8c37","Northern Pintail",2261,18912,484,1143,1777,18428,241650,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_8608f2ed61cf","Pigeon Guillemot",2261,9026,415,1253,1846,8611,251467,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
"atx_1328b44be502","Black Scoter","atx_6cbe5bbd310c","Rhinoceros Auklet",2261,3044,85,945,2176,2959,257119,FALSE,"pairwise_pooled",FALSE,,,,,,,"SUPPORT_ONLY_NOT_AN_EFFECT_ESTIMATE"
