"contrast","PC1","PC2","PC3","PC4","PC5"
"did_early_pre",0.39513079610044,0.725722175864513,-0.408292950138396,0.0153615511437204,-0.387633676355981
"did_immediate_pre",0.457877353755343,0.186727965360321,0.490365995845621,-0.663478792781403,0.273528933603125
"did_spawn_start",0.453030371041788,-0.068555083996188,0.583889694313814,0.618925389087047,-0.257036711365485
"did_early_egg",0.496991616934355,-0.132823005015675,-0.405343891541762,0.293159711372921,0.696499171035478
"did_late_egg",0.426594419210744,-0.645072275181435,-0.29598515410324,-0.30091304499304,-0.47301489320527
