"model_id","region","unit_class","outcome","fold","validation_view","prediction_support_rule","n_validation","n_validation_supported","n_validation_unsupported_factor_levels","privacy_suppressed","metric_1_name","metric_1","metric_2_name","metric_2","conditional_observer_or_location_BLUP_used"
"M02","CC","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,220,0,FALSE,"log_loss",0.471028169973166,"brier",0.140345077004548,FALSE
"M02","CC","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","CC","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","CC","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",28,22,6,FALSE,"rmse_log",1.45656407478154,"mae_log",1.23988337458237,FALSE
"M02","CC","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",32,32,0,FALSE,"rmse_log",1.93761310392493,"mae_log",1.34626062952161,FALSE
"M02","NA","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2097,2042,55,FALSE,"log_loss",0.655793756313474,"brier",0.207040742405179,FALSE
"M02","NA","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2077,2039,38,FALSE,"log_loss",0.632606038728191,"brier",0.198645734133974,FALSE
"M02","NA","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2646,2640,6,FALSE,"log_loss",0.766798953826785,"brier",0.263952406284644,FALSE
"M02","NA","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2168,2046,122,FALSE,"log_loss",1.1625753398407,"brier",0.253245451583148,FALSE
"M02","NA","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",555,518,37,FALSE,"rmse_log",1.49516936145857,"mae_log",1.21635350517653,FALSE
"M02","NA","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",442,435,7,FALSE,"rmse_log",1.49086731471298,"mae_log",1.21085801762279,FALSE
"M02","NA","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",999,999,0,FALSE,"rmse_log",1.2323535523866,"mae_log",0.934043117494661,FALSE
"M02","NA","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",594,508,86,FALSE,"rmse_log",1.39631065879963,"mae_log",1.14620150736182,FALSE
"M02","SoG","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",46083,46083,0,FALSE,"log_loss",0.150462825634357,"brier",0.036700868932463,FALSE
"M02","SoG","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",55725,55476,249,FALSE,"log_loss",0.120350594590032,"brier",0.0279173469734659,FALSE
"M02","SoG","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",57050,57050,0,FALSE,"log_loss",0.118340246341236,"brier",0.0270504292730944,FALSE
"M02","SoG","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",58342,57214,1128,FALSE,"log_loss",0.122486162435602,"brier",0.0273153558958211,FALSE
"M02","SoG","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1813,1813,0,FALSE,"rmse_log",1.52551496174257,"mae_log",1.22385179672869,FALSE
"M02","SoG","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1539,1508,31,FALSE,"rmse_log",1.41931176073257,"mae_log",1.11357497063861,FALSE
"M02","SoG","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1630,1630,0,FALSE,"rmse_log",1.55464994127861,"mae_log",1.21525276132143,FALSE
"M02","SoG","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1662,1599,63,FALSE,"rmse_log",1.48379052158649,"mae_log",1.15860617781458,FALSE
"M02","WCVI","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2164,1943,221,FALSE,"log_loss",1.09350084839805,"brier",0.104997871399552,FALSE
"M02","WCVI","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1795,1795,0,FALSE,"log_loss",0.371796461110071,"brier",0.101813834836907,FALSE
"M02","WCVI","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2462,2313,149,FALSE,"log_loss",0.459852883019094,"brier",0.0982858522167199,FALSE
"M02","WCVI","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2163,2163,0,FALSE,"log_loss",1.14080554751344,"brier",0.102673755558646,FALSE
"M02","WCVI","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",242,113,129,FALSE,"rmse_log",2.08407713373122,"mae_log",1.75650853345621,FALSE
"M02","WCVI","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",238,236,2,FALSE,"rmse_log",2.69331449170503,"mae_log",2.2333971447776,FALSE
"M02","WCVI","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",286,235,51,FALSE,"rmse_log",1.67885842249636,"mae_log",1.32741586499269,FALSE
"M02","WCVI","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",214,31,183,FALSE,"rmse_log",1.42384349403977,"mae_log",1.1647313146892,FALSE
"M02","CC","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",211,147,64,FALSE,"log_loss",0.04517363247031,"brier",0.0128635275090575,FALSE
"M02","CC","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",210,151,59,FALSE,"log_loss",0.492832480868766,"brier",0.151712219855702,FALSE
"M02","CC","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,139,81,FALSE,"log_loss",0.675806596004072,"brier",0.19719775898972,FALSE
"M02","CC","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,220,0,FALSE,"log_loss",0.636065553352163,"brier",0.19671522297192,FALSE
"M02","CC","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","CC","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",39,34,5,FALSE,"rmse_log",1.45734937934546,"mae_log",1.15599874471092,FALSE
"M02","CC","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",52,39,13,FALSE,"rmse_log",2.16682823522025,"mae_log",1.77834426832377,FALSE
"M02","CC","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",45,45,0,FALSE,"rmse_log",2.14767255880926,"mae_log",1.84936180512073,FALSE
"M02","NA","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2107,2052,55,FALSE,"log_loss",0.207394525336544,"brier",0.0473190531060987,FALSE
"M02","NA","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2079,2041,38,FALSE,"log_loss",0.451963117139736,"brier",0.0296290830218639,FALSE
"M02","NA","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2646,2640,6,FALSE,"log_loss",0.294375412196531,"brier",0.0757305412412537,FALSE
"M02","NA","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2175,2053,122,FALSE,"log_loss",1.29688827043198,"brier",0.0809607057536641,FALSE
"M02","NA","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",77,69,8,FALSE,"rmse_log",1.55404358739122,"mae_log",1.25209538340601,FALSE
"M02","NA","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","NA","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",174,174,0,FALSE,"rmse_log",1.48014272724881,"mae_log",1.2070739332527,FALSE
"M02","NA","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","SoG","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",46069,46069,0,FALSE,"log_loss",0.238469732293122,"brier",0.0606414683173321,FALSE
"M02","SoG","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",55706,55457,249,FALSE,"log_loss",0.213912968906415,"brier",0.0532520261219015,FALSE
"M02","SoG","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",57016,57016,0,FALSE,"log_loss",0.246477246287906,"brier",0.0640578095453958,FALSE
"M02","SoG","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",58301,57173,1128,FALSE,"log_loss",0.215894597176972,"brier",0.0535668967279517,FALSE
"M02","SoG","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2895,2895,0,FALSE,"rmse_log",1.0781703080104,"mae_log",0.861180200657509,FALSE
"M02","SoG","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",3173,3125,48,FALSE,"rmse_log",1.06295144103899,"mae_log",0.85110172662615,FALSE
"M02","SoG","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",3940,3940,0,FALSE,"rmse_log",1.10602756655517,"mae_log",0.88816271436662,FALSE
"M02","SoG","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",3356,3239,117,FALSE,"rmse_log",1.12153669113385,"mae_log",0.899568011770698,FALSE
"M02","WCVI","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2155,1935,220,FALSE,"log_loss",0.335464677690423,"brier",0.0970865818652536,FALSE
"M02","WCVI","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1794,1794,0,FALSE,"log_loss",0.448112612530443,"brier",0.136085229571233,FALSE
"M02","WCVI","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2460,2312,148,FALSE,"log_loss",0.631501823263553,"brier",0.114531702739543,FALSE
"M02","WCVI","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2162,2162,0,FALSE,"log_loss",1.1113240478378,"brier",0.118626966150213,FALSE
"M02","WCVI","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",234,209,25,FALSE,"rmse_log",1.75376594399166,"mae_log",1.39420951002457,FALSE
"M02","WCVI","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",200,200,0,FALSE,"rmse_log",1.50456192876865,"mae_log",1.18450765352669,FALSE
"M02","WCVI","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",298,224,74,FALSE,"rmse_log",1.37107631743513,"mae_log",1.11277881927771,FALSE
"M02","WCVI","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",274,118,156,FALSE,"rmse_log",1.41716491290858,"mae_log",1.22255139166842,FALSE
"M02","CC","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",210,147,63,FALSE,"log_loss",0.129322777640179,"brier",0.00726199226449535,FALSE
"M02","CC","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",210,151,59,FALSE,"log_loss",0.759242944128234,"brier",0.251969547577583,FALSE
"M02","CC","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,139,81,FALSE,"log_loss",3.14854082458238,"brier",0.214095767859985,FALSE
"M02","CC","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,220,0,FALSE,"log_loss",4.43558641823424,"brier",0.245454535575409,FALSE
"M02","CC","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","CC","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",27,24,3,FALSE,"rmse_log",1.87021228566862,"mae_log",1.47139702317297,FALSE
"M02","CC","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","CC","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","NA","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2107,2052,55,FALSE,"log_loss",0.65868475722121,"brier",0.189636123922437,FALSE
"M02","NA","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2079,2041,38,FALSE,"log_loss",0.480902074534433,"brier",0.147079101698927,FALSE
"M02","NA","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2642,2636,6,FALSE,"log_loss",0.530439740320083,"brier",0.17295746107667,FALSE
"M02","NA","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2174,2052,122,FALSE,"log_loss",1.5251730204677,"brier",0.164045313371059,FALSE
"M02","NA","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",246,228,18,FALSE,"rmse_log",0.987291358513428,"mae_log",0.807669407342929,FALSE
"M02","NA","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",171,169,2,FALSE,"rmse_log",1.05801906185432,"mae_log",0.874779466002658,FALSE
"M02","NA","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",492,491,1,FALSE,"rmse_log",1.33942546132681,"mae_log",1.11634867160928,FALSE
"M02","NA","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",362,171,191,FALSE,"rmse_log",1.33014885629908,"mae_log",1.14290998383164,FALSE
"M02","SoG","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",46083,46083,0,FALSE,"log_loss",0.163665963239585,"brier",0.0364365656401361,FALSE
"M02","SoG","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",55725,55476,249,FALSE,"log_loss",0.126066378025991,"brier",0.0238814678589199,FALSE
"M02","SoG","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",57050,57050,0,FALSE,"log_loss",0.134390320595788,"brier",0.0280621411269072,FALSE
"M02","SoG","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",58342,57214,1128,FALSE,"log_loss",0.108000649917364,"brier",0.0226509560468835,FALSE
"M02","SoG","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1696,1696,0,FALSE,"rmse_log",1.82608758446818,"mae_log",1.371574851348,FALSE
"M02","SoG","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1322,1256,66,FALSE,"rmse_log",1.80772562209124,"mae_log",1.40846607307447,FALSE
"M02","SoG","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1626,1626,0,FALSE,"rmse_log",1.62497694273796,"mae_log",1.27282264378311,FALSE
"M02","SoG","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1405,1332,73,FALSE,"rmse_log",1.67769943896987,"mae_log",1.28151627305594,FALSE
"M02","WCVI","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2164,1943,221,FALSE,"log_loss",1.22362555853707,"brier",0.128399399043677,FALSE
"M02","WCVI","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1795,1795,0,FALSE,"log_loss",0.355992771839572,"brier",0.10277047283485,FALSE
"M02","WCVI","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2462,2313,149,FALSE,"log_loss",1.59232468026811,"brier",0.236050923004807,FALSE
"M02","WCVI","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2163,2163,0,FALSE,"log_loss",0.353938329676177,"brier",0.102436192743363,FALSE
"M02","WCVI","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",333,146,187,FALSE,"rmse_log",1.78026706119262,"mae_log",1.4820583297745,FALSE
"M02","WCVI","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",221,221,0,FALSE,"rmse_log",1.82420220025568,"mae_log",1.47062385376338,FALSE
"M02","WCVI","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",406,380,26,FALSE,"rmse_log",2.49031619689866,"mae_log",1.95011531892968,FALSE
"M02","WCVI","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",291,291,0,FALSE,"rmse_log",5.25680987385127,"mae_log",4.73695547780661,FALSE
"M02","CC","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",211,147,64,FALSE,"log_loss",2.82911019135795,"brier",0.165737947892259,FALSE
"M02","CC","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",210,151,59,FALSE,"log_loss",0.488016459381505,"brier",0.125123640778899,FALSE
"M02","CC","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,139,81,FALSE,"log_loss",0.428646791372068,"brier",0.113659798567891,FALSE
"M02","CC","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,220,0,FALSE,"log_loss",0.279882018339246,"brier",0.0764988009629473,FALSE
"M02","CC","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","CC","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","CC","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","CC","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",,,,TRUE,"rmse_log",,"mae_log",,FALSE
"M02","NA","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2107,2052,55,FALSE,"log_loss",0.339750101308126,"brier",0.0703109937668806,FALSE
"M02","NA","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2079,2041,38,FALSE,"log_loss",0.197222702826548,"brier",0.0425378344445288,FALSE
"M02","NA","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2646,2640,6,FALSE,"log_loss",0.343703278421327,"brier",0.0918339099069675,FALSE
"M02","NA","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2175,2053,122,FALSE,"log_loss",1.00922771265577,"brier",0.0813036712435297,FALSE
"M02","NA","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",81,66,15,FALSE,"rmse_log",0.979330668026563,"mae_log",0.741467607065979,FALSE
"M02","NA","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",54,53,1,FALSE,"rmse_log",1.18835072021755,"mae_log",0.944072211910681,FALSE
"M02","NA","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",128,128,0,FALSE,"rmse_log",1.11965656229656,"mae_log",0.915844188737106,FALSE
"M02","NA","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",154,41,113,FALSE,"rmse_log",1.08967124936491,"mae_log",0.872961416243013,FALSE
"M02","SoG","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",46083,46083,0,FALSE,"log_loss",0.740587141447896,"brier",0.26998316801626,FALSE
"M02","SoG","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",55725,55476,249,FALSE,"log_loss",0.762548736574743,"brier",0.273452920068224,FALSE
"M02","SoG","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",57050,57050,0,FALSE,"log_loss",0.741803291092189,"brier",0.271522697530053,FALSE
"M02","SoG","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",58342,57214,1128,FALSE,"log_loss",0.692316422506202,"brier",0.24912933086715,FALSE
"M02","SoG","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",23603,23603,0,FALSE,"rmse_log",1.11311077171867,"mae_log",0.867622320308372,FALSE
"M02","SoG","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",31044,30923,121,FALSE,"rmse_log",1.13237276571852,"mae_log",0.87967535548497,FALSE
"M02","SoG","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",27389,27389,0,FALSE,"rmse_log",1.13499378510471,"mae_log",0.885221631775694,FALSE
"M02","SoG","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",30144,29665,479,FALSE,"rmse_log",1.08448342148237,"mae_log",0.845959248586779,FALSE
"M02","WCVI","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2164,1943,221,FALSE,"log_loss",0.74957156379973,"brier",0.273117369477345,FALSE
"M02","WCVI","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1795,1795,0,FALSE,"log_loss",0.627600799825712,"brier",0.218950077854475,FALSE
"M02","WCVI","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2462,2313,149,FALSE,"log_loss",1.93249865947612,"brier",0.292894423094771,FALSE
"M02","WCVI","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2163,2163,0,FALSE,"log_loss",0.872591710300243,"brier",0.319861449464148,FALSE
"M02","WCVI","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1299,1138,161,FALSE,"rmse_log",1.03380448396285,"mae_log",0.829185862456331,FALSE
"M02","WCVI","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1047,1047,0,FALSE,"rmse_log",1.23116767070933,"mae_log",1.02023298245191,FALSE
"M02","WCVI","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1639,1319,320,FALSE,"rmse_log",1.01826183562695,"mae_log",0.804435207298841,FALSE
"M02","WCVI","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1229,1229,0,FALSE,"rmse_log",0.940077098516132,"mae_log",0.75660715754025,FALSE
"M02","CC","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",211,147,64,FALSE,"log_loss",3.81342070346581,"brier",0.391150629261253,FALSE
"M02","CC","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",210,151,59,FALSE,"log_loss",0.617543299541899,"brier",0.212461168347013,FALSE
"M02","CC","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,139,81,FALSE,"log_loss",0.768923589208409,"brier",0.265213942747768,FALSE
"M02","CC","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",220,220,0,FALSE,"log_loss",0.714840079787623,"brier",0.253943060188696,FALSE
"M02","CC","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",86,60,26,FALSE,"rmse_log",1.43115945580498,"mae_log",1.20593558990981,FALSE
"M02","CC","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",70,58,12,FALSE,"rmse_log",0.902345725704989,"mae_log",0.719503537526185,FALSE
"M02","CC","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",68,49,19,FALSE,"rmse_log",0.87117553798956,"mae_log",0.691357250433824,FALSE
"M02","CC","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",133,133,0,FALSE,"rmse_log",1.00532188941945,"mae_log",0.840392771015384,FALSE
"M02","NA","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2107,2052,55,FALSE,"log_loss",0.870537855365638,"brier",0.284114356556945,FALSE
"M02","NA","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2079,2041,38,FALSE,"log_loss",0.664012079032062,"brier",0.233321373218632,FALSE
"M02","NA","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2646,2640,6,FALSE,"log_loss",1.05989727749998,"brier",0.398947327082924,FALSE
"M02","NA","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2175,2053,122,FALSE,"log_loss",0.667323261584288,"brier",0.234686045881898,FALSE
"M02","NA","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1059,1004,55,FALSE,"rmse_log",1.248246844137,"mae_log",1.03774246410736,FALSE
"M02","NA","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1129,1127,2,FALSE,"rmse_log",1.04267359878866,"mae_log",0.846937271639898,FALSE
"M02","NA","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",708,707,1,FALSE,"rmse_log",1.47332754905402,"mae_log",1.30999388859648,FALSE
"M02","NA","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1417,1342,75,FALSE,"rmse_log",1.12159980974265,"mae_log",0.911597739063007,FALSE
"M02","SoG","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",45891,45891,0,FALSE,"log_loss",0.158023975687259,"brier",0.0366454391177997,FALSE
"M02","SoG","species","detection",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",55424,55175,249,FALSE,"log_loss",0.205488822144633,"brier",0.0477712901715413,FALSE
"M02","SoG","species","detection",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",56897,56897,0,FALSE,"log_loss",0.182585862069699,"brier",0.0412582133074535,FALSE
"M02","SoG","species","detection",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",58078,56957,1121,FALSE,"log_loss",0.190830380682909,"brier",0.0467158181292429,FALSE
"M02","SoG","species","positive_count",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",1677,1671,6,FALSE,"rmse_log",1.47330826177354,"mae_log",1.17322415450364,FALSE
"M02","SoG","species","positive_count",2,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2670,2626,44,FALSE,"rmse_log",1.50775444659515,"mae_log",1.17869826560604,FALSE
"M02","SoG","species","positive_count",3,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2308,2308,0,FALSE,"rmse_log",1.35252394170534,"mae_log",1.05812847692239,FALSE
"M02","SoG","species","positive_count",4,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2723,2711,12,FALSE,"rmse_log",1.75084943227652,"mae_log",1.31323269521521,FALSE
"M02","WCVI","species","detection",1,"event_blocked_new_event_generalization","training_overlap_for_fixed_factor_levels",2148,1928,220,FALSE,"log_loss",0.0124930691885306,"brier",0.0010830476168668,FALSE
