"model_id","region","unit_label","outcome","converged","rank_deficient","status"
"M12","NA","American Herring Gull","positive_count",TRUE,TRUE,"completed"
"M11","SoG","Great Blue Heron","detection",TRUE,FALSE,"completed"
"M12","SoG","Great Blue Heron","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Great Blue Heron","detection",TRUE,FALSE,"completed"
"M12","WCVI","Great Blue Heron","positive_count",TRUE,FALSE,"completed"
"M11","CC","Great Blue Heron","detection",TRUE,FALSE,"completed"
"M12","CC","Great Blue Heron","positive_count",TRUE,FALSE,"completed"
"M11","NA","Great Blue Heron","detection",TRUE,FALSE,"completed"
"M12","NA","Great Blue Heron","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Northern Pintail","detection",TRUE,FALSE,"completed"
"M12","SoG","Northern Pintail","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Northern Pintail","detection",TRUE,FALSE,"completed"
"M12","WCVI","Northern Pintail","positive_count",TRUE,FALSE,"completed"
"M11","CC","Northern Pintail","detection",TRUE,FALSE,"completed"
"M12","CC","Northern Pintail","positive_count",FALSE,,"failed_numerical_fit"
"M11","NA","Northern Pintail","detection",TRUE,FALSE,"completed"
"M12","NA","Northern Pintail","positive_count",TRUE,TRUE,"completed"
"M11","SoG","Mallard","detection",TRUE,FALSE,"completed"
"M12","SoG","Mallard","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Mallard","detection",TRUE,FALSE,"completed"
"M12","WCVI","Mallard","positive_count",TRUE,FALSE,"completed"
"M11","CC","Mallard","detection",TRUE,FALSE,"completed"
"M12","CC","Mallard","positive_count",TRUE,FALSE,"completed"
"M11","NA","Mallard","detection",TRUE,FALSE,"completed"
"M12","NA","Mallard","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Common Goldeneye","detection",TRUE,FALSE,"completed"
"M12","SoG","Common Goldeneye","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Common Goldeneye","detection",TRUE,FALSE,"completed"
"M12","WCVI","Common Goldeneye","positive_count",TRUE,FALSE,"completed"
"M11","CC","Common Goldeneye","detection",TRUE,FALSE,"completed"
"M12","CC","Common Goldeneye","positive_count",TRUE,FALSE,"completed"
"M11","NA","Common Goldeneye","detection",TRUE,FALSE,"completed"
"M12","NA","Common Goldeneye","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Pigeon Guillemot","detection",TRUE,FALSE,"completed"
"M12","SoG","Pigeon Guillemot","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Pigeon Guillemot","detection",TRUE,FALSE,"completed"
"M12","WCVI","Pigeon Guillemot","positive_count",TRUE,FALSE,"completed"
"M11","CC","Pigeon Guillemot","detection",TRUE,FALSE,"completed"
"M12","CC","Pigeon Guillemot","positive_count",TRUE,FALSE,"completed"
"M11","NA","Pigeon Guillemot","detection",TRUE,FALSE,"completed"
"M12","NA","Pigeon Guillemot","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Red-necked Grebe","detection",TRUE,FALSE,"completed"
"M12","SoG","Red-necked Grebe","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Red-necked Grebe","detection",TRUE,FALSE,"completed"
"M12","WCVI","Red-necked Grebe","positive_count",TRUE,FALSE,"completed"
"M11","CC","Red-necked Grebe","detection",TRUE,FALSE,"completed"
"M12","CC","Red-necked Grebe","positive_count",TRUE,FALSE,"completed"
"M11","NA","Red-necked Grebe","detection",TRUE,FALSE,"completed"
"M12","NA","Red-necked Grebe","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Harlequin Duck","detection",TRUE,FALSE,"completed"
"M12","SoG","Harlequin Duck","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Harlequin Duck","detection",TRUE,FALSE,"completed"
"M12","WCVI","Harlequin Duck","positive_count",TRUE,FALSE,"completed"
"M11","CC","Harlequin Duck","detection",TRUE,FALSE,"completed"
"M12","CC","Harlequin Duck","positive_count",TRUE,FALSE,"completed"
"M11","NA","Harlequin Duck","detection",TRUE,FALSE,"completed"
"M12","NA","Harlequin Duck","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Brandt's Cormorant","detection",TRUE,FALSE,"completed"
"M12","SoG","Brandt's Cormorant","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Brandt's Cormorant","detection",TRUE,FALSE,"completed"
"M12","WCVI","Brandt's Cormorant","positive_count",TRUE,FALSE,"completed"
"M11","CC","Brandt's Cormorant","detection",TRUE,FALSE,"completed"
"M12","CC","Brandt's Cormorant","positive_count",TRUE,FALSE,"completed"
"M11","NA","Brandt's Cormorant","detection",TRUE,FALSE,"completed"
"M12","NA","Brandt's Cormorant","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Bufflehead","detection",TRUE,FALSE,"completed"
"M12","SoG","Bufflehead","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Bufflehead","detection",TRUE,FALSE,"completed"
"M12","WCVI","Bufflehead","positive_count",TRUE,FALSE,"completed"
"M11","CC","Bufflehead","detection",TRUE,FALSE,"completed"
"M12","CC","Bufflehead","positive_count",TRUE,FALSE,"completed"
"M11","NA","Bufflehead","detection",TRUE,FALSE,"completed"
"M12","NA","Bufflehead","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Common Loon","detection",TRUE,FALSE,"completed"
"M12","SoG","Common Loon","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Common Loon","detection",TRUE,FALSE,"completed"
"M12","WCVI","Common Loon","positive_count",TRUE,FALSE,"completed"
"M11","CC","Common Loon","detection",TRUE,FALSE,"completed"
"M12","CC","Common Loon","positive_count",TRUE,FALSE,"completed"
"M11","NA","Common Loon","detection",TRUE,FALSE,"completed"
"M12","NA","Common Loon","positive_count",TRUE,FALSE,"completed"
"M11","SoG","American Wigeon","detection",TRUE,FALSE,"completed"
"M12","SoG","American Wigeon","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","American Wigeon","detection",TRUE,FALSE,"completed"
"M12","WCVI","American Wigeon","positive_count",TRUE,FALSE,"completed"
"M11","CC","American Wigeon","detection",TRUE,FALSE,"completed"
"M12","CC","American Wigeon","positive_count",TRUE,TRUE,"completed"
"M11","NA","American Wigeon","detection",TRUE,FALSE,"completed"
"M12","NA","American Wigeon","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Double-crested Cormorant","detection",TRUE,FALSE,"completed"
"M12","SoG","Double-crested Cormorant","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Double-crested Cormorant","detection",TRUE,FALSE,"completed"
"M12","WCVI","Double-crested Cormorant","positive_count",TRUE,FALSE,"completed"
"M11","CC","Double-crested Cormorant","detection",TRUE,FALSE,"completed"
"M12","CC","Double-crested Cormorant","positive_count",TRUE,TRUE,"completed"
"M11","NA","Double-crested Cormorant","detection",TRUE,FALSE,"completed"
"M12","NA","Double-crested Cormorant","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Iceland Gull","detection",TRUE,FALSE,"completed"
"M12","SoG","Iceland Gull","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Iceland Gull","detection",TRUE,FALSE,"completed"
"M12","WCVI","Iceland Gull","positive_count",TRUE,FALSE,"completed"
"M11","CC","Iceland Gull","detection",TRUE,FALSE,"completed"
"M12","CC","Iceland Gull","positive_count",TRUE,TRUE,"completed"
"M11","NA","Iceland Gull","detection",TRUE,FALSE,"completed"
"M12","NA","Iceland Gull","positive_count",TRUE,TRUE,"completed"
"M11","SoG","Marbled Murrelet","detection",TRUE,FALSE,"completed"
"M12","SoG","Marbled Murrelet","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Marbled Murrelet","detection",TRUE,FALSE,"completed"
"M12","WCVI","Marbled Murrelet","positive_count",TRUE,FALSE,"completed"
"M11","CC","Marbled Murrelet","detection",TRUE,FALSE,"completed"
"M12","CC","Marbled Murrelet","positive_count",TRUE,FALSE,"completed"
"M11","NA","Marbled Murrelet","detection",TRUE,FALSE,"completed"
"M12","NA","Marbled Murrelet","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Canada Goose","detection",TRUE,FALSE,"completed"
"M12","SoG","Canada Goose","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Canada Goose","detection",TRUE,FALSE,"completed"
"M12","WCVI","Canada Goose","positive_count",TRUE,FALSE,"completed"
"M11","CC","Canada Goose","detection",TRUE,FALSE,"completed"
"M12","CC","Canada Goose","positive_count",TRUE,FALSE,"completed"
"M11","NA","Canada Goose","detection",TRUE,FALSE,"completed"
"M12","NA","Canada Goose","positive_count",TRUE,FALSE,"completed"
"M11","SoG","California Gull","detection",TRUE,FALSE,"completed"
"M12","SoG","California Gull","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","California Gull","detection",TRUE,FALSE,"completed"
"M12","WCVI","California Gull","positive_count",TRUE,FALSE,"completed"
"M11","CC","California Gull","detection",TRUE,FALSE,"completed"
"M12","CC","California Gull","positive_count",TRUE,FALSE,"completed"
"M11","NA","California Gull","detection",TRUE,FALSE,"completed"
"M12","NA","California Gull","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Red-breasted Merganser","detection",TRUE,FALSE,"completed"
"M12","SoG","Red-breasted Merganser","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Red-breasted Merganser","detection",TRUE,FALSE,"completed"
"M12","WCVI","Red-breasted Merganser","positive_count",TRUE,FALSE,"completed"
"M11","CC","Red-breasted Merganser","detection",TRUE,FALSE,"completed"
"M12","CC","Red-breasted Merganser","positive_count",TRUE,FALSE,"completed"
"M11","NA","Red-breasted Merganser","detection",TRUE,FALSE,"completed"
"M12","NA","Red-breasted Merganser","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Pacific Loon","detection",TRUE,FALSE,"completed"
"M12","SoG","Pacific Loon","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Pacific Loon","detection",TRUE,FALSE,"completed"
"M12","WCVI","Pacific Loon","positive_count",TRUE,FALSE,"completed"
"M11","CC","Pacific Loon","detection",TRUE,FALSE,"completed"
"M12","CC","Pacific Loon","positive_count",TRUE,TRUE,"completed"
"M11","NA","Pacific Loon","detection",TRUE,FALSE,"completed"
"M12","NA","Pacific Loon","positive_count",TRUE,FALSE,"completed"
"M11","SoG","American Crow","detection",TRUE,FALSE,"completed"
"M12","SoG","American Crow","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","American Crow","detection",TRUE,FALSE,"completed"
"M12","WCVI","American Crow","positive_count",TRUE,FALSE,"completed"
"M11","CC","American Crow","detection",TRUE,FALSE,"completed"
"M12","CC","American Crow","positive_count",TRUE,FALSE,"completed"
"M11","NA","American Crow","detection",TRUE,FALSE,"completed"
"M12","NA","American Crow","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Lesser Scaup","detection",TRUE,FALSE,"completed"
"M12","SoG","Lesser Scaup","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Lesser Scaup","detection",TRUE,FALSE,"completed"
"M12","WCVI","Lesser Scaup","positive_count",TRUE,TRUE,"completed"
"M11","CC","Lesser Scaup","detection",FALSE,FALSE,"failed_geometry"
"M12","CC","Lesser Scaup","positive_count",FALSE,,"failed_insufficient_support"
"M11","NA","Lesser Scaup","detection",TRUE,FALSE,"completed"
"M12","NA","Lesser Scaup","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Barrow's Goldeneye","detection",TRUE,FALSE,"completed"
"M12","SoG","Barrow's Goldeneye","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Barrow's Goldeneye","detection",TRUE,FALSE,"completed"
"M12","WCVI","Barrow's Goldeneye","positive_count",TRUE,FALSE,"completed"
"M11","CC","Barrow's Goldeneye","detection",TRUE,FALSE,"completed"
"M12","CC","Barrow's Goldeneye","positive_count",TRUE,TRUE,"completed"
"M11","NA","Barrow's Goldeneye","detection",TRUE,FALSE,"completed"
"M12","NA","Barrow's Goldeneye","positive_count",TRUE,TRUE,"completed"
"M11","SoG","Short-billed Gull","detection",TRUE,FALSE,"completed"
"M12","SoG","Short-billed Gull","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Short-billed Gull","detection",TRUE,FALSE,"completed"
"M12","WCVI","Short-billed Gull","positive_count",TRUE,FALSE,"completed"
"M11","CC","Short-billed Gull","detection",TRUE,FALSE,"completed"
"M12","CC","Short-billed Gull","positive_count",TRUE,FALSE,"completed"
"M11","NA","Short-billed Gull","detection",TRUE,FALSE,"completed"
"M12","NA","Short-billed Gull","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Western Grebe","detection",TRUE,FALSE,"completed"
"M12","SoG","Western Grebe","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Western Grebe","detection",TRUE,FALSE,"completed"
"M12","WCVI","Western Grebe","positive_count",TRUE,FALSE,"completed"
"M11","CC","Western Grebe","detection",TRUE,FALSE,"completed"
"M12","CC","Western Grebe","positive_count",FALSE,,"failed_insufficient_support"
"M11","NA","Western Grebe","detection",TRUE,FALSE,"completed"
"M12","NA","Western Grebe","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Bonaparte's Gull","detection",TRUE,FALSE,"completed"
"M12","SoG","Bonaparte's Gull","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Bonaparte's Gull","detection",TRUE,FALSE,"completed"
"M12","WCVI","Bonaparte's Gull","positive_count",TRUE,TRUE,"completed"
"M11","CC","Bonaparte's Gull","detection",TRUE,FALSE,"completed"
"M12","CC","Bonaparte's Gull","positive_count",TRUE,FALSE,"completed"
"M11","NA","Bonaparte's Gull","detection",TRUE,FALSE,"completed"
"M12","NA","Bonaparte's Gull","positive_count",TRUE,TRUE,"completed"
"M11","SoG","Bald Eagle","detection",TRUE,FALSE,"completed"
"M12","SoG","Bald Eagle","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Bald Eagle","detection",TRUE,FALSE,"completed"
"M12","WCVI","Bald Eagle","positive_count",TRUE,FALSE,"completed"
"M11","CC","Bald Eagle","detection",TRUE,FALSE,"completed"
"M12","CC","Bald Eagle","positive_count",TRUE,FALSE,"completed"
"M11","NA","Bald Eagle","detection",TRUE,FALSE,"completed"
"M12","NA","Bald Eagle","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Black Oystercatcher","detection",TRUE,FALSE,"completed"
"M12","SoG","Black Oystercatcher","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Black Oystercatcher","detection",TRUE,FALSE,"completed"
"M12","WCVI","Black Oystercatcher","positive_count",TRUE,FALSE,"completed"
"M11","CC","Black Oystercatcher","detection",TRUE,FALSE,"completed"
"M12","CC","Black Oystercatcher","positive_count",TRUE,TRUE,"completed"
"M11","NA","Black Oystercatcher","detection",TRUE,FALSE,"completed"
"M12","NA","Black Oystercatcher","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Dunlin","detection",TRUE,FALSE,"completed"
"M12","SoG","Dunlin","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Dunlin","detection",TRUE,FALSE,"completed"
"M12","WCVI","Dunlin","positive_count",TRUE,FALSE,"completed"
"M11","CC","Dunlin","detection",TRUE,FALSE,"completed"
"M12","CC","Dunlin","positive_count",TRUE,FALSE,"completed"
"M11","NA","Dunlin","detection",TRUE,FALSE,"completed"
"M12","NA","Dunlin","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Black-bellied Plover","detection",TRUE,FALSE,"completed"
"M12","SoG","Black-bellied Plover","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Black-bellied Plover","detection",TRUE,FALSE,"completed"
"M12","WCVI","Black-bellied Plover","positive_count",TRUE,FALSE,"completed"
"M11","CC","Black-bellied Plover","detection",TRUE,FALSE,"completed"
"M12","CC","Black-bellied Plover","positive_count",FALSE,,"failed_insufficient_support"
"M11","NA","Black-bellied Plover","detection",TRUE,FALSE,"completed"
"M12","NA","Black-bellied Plover","positive_count",TRUE,TRUE,"completed"
"M11","SoG","Common Raven","detection",TRUE,FALSE,"completed"
"M12","SoG","Common Raven","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Common Raven","detection",TRUE,FALSE,"completed"
"M12","WCVI","Common Raven","positive_count",TRUE,FALSE,"completed"
"M11","CC","Common Raven","detection",TRUE,FALSE,"completed"
"M12","CC","Common Raven","positive_count",TRUE,FALSE,"completed"
"M11","NA","Common Raven","detection",TRUE,FALSE,"completed"
"M12","NA","Common Raven","positive_count",TRUE,FALSE,"completed"
"M11","SoG","Glaucous Gull","detection",TRUE,FALSE,"completed"
"M12","SoG","Glaucous Gull","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","Glaucous Gull","detection",TRUE,FALSE,"completed"
"M12","WCVI","Glaucous Gull","positive_count",FALSE,,"failed_insufficient_support"
"M11","CC","Glaucous Gull","detection",FALSE,,"failed_insufficient_support"
"M12","CC","Glaucous Gull","positive_count",FALSE,,"failed_insufficient_support"
"M11","NA","Glaucous Gull","detection",TRUE,FALSE,"completed"
"M12","NA","Glaucous Gull","positive_count",FALSE,,"failed_insufficient_support"
"M11","SoG","alcid_piscivore","detection",TRUE,FALSE,"completed"
"M12","SoG","alcid_piscivore","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","alcid_piscivore","detection",TRUE,FALSE,"completed"
"M12","WCVI","alcid_piscivore","positive_count",TRUE,FALSE,"completed"
"M11","CC","alcid_piscivore","detection",TRUE,FALSE,"completed"
"M12","CC","alcid_piscivore","positive_count",TRUE,FALSE,"completed"
"M11","NA","alcid_piscivore","detection",TRUE,FALSE,"completed"
"M12","NA","alcid_piscivore","positive_count",TRUE,FALSE,"completed"
"M11","SoG","falsification","detection",TRUE,FALSE,"completed"
"M12","SoG","falsification","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","falsification","detection",TRUE,FALSE,"completed"
"M12","WCVI","falsification","positive_count",TRUE,FALSE,"completed"
"M11","CC","falsification","detection",TRUE,FALSE,"completed"
"M12","CC","falsification","positive_count",FALSE,,"failed_insufficient_support"
"M11","NA","falsification","detection",TRUE,FALSE,"completed"
"M12","NA","falsification","positive_count",TRUE,TRUE,"completed"
"M11","SoG","gull_roe","detection",TRUE,FALSE,"completed"
"M12","SoG","gull_roe","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","gull_roe","detection",TRUE,FALSE,"completed"
"M12","WCVI","gull_roe","positive_count",TRUE,FALSE,"completed"
"M11","CC","gull_roe","detection",TRUE,FALSE,"completed"
"M12","CC","gull_roe","positive_count",TRUE,FALSE,"completed"
"M11","NA","gull_roe","detection",TRUE,FALSE,"completed"
"M12","NA","gull_roe","positive_count",TRUE,FALSE,"completed"
"M11","SoG","intertidal_roe_shorebird","detection",TRUE,FALSE,"completed"
"M12","SoG","intertidal_roe_shorebird","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","intertidal_roe_shorebird","detection",TRUE,FALSE,"completed"
"M12","WCVI","intertidal_roe_shorebird","positive_count",TRUE,FALSE,"completed"
"M11","CC","intertidal_roe_shorebird","detection",TRUE,FALSE,"completed"
"M12","CC","intertidal_roe_shorebird","positive_count",TRUE,FALSE,"completed"
"M11","NA","intertidal_roe_shorebird","detection",TRUE,FALSE,"completed"
"M12","NA","intertidal_roe_shorebird","positive_count",TRUE,FALSE,"completed"
"M11","SoG","piscivore_active_spawn","detection",TRUE,FALSE,"completed"
"M12","SoG","piscivore_active_spawn","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","piscivore_active_spawn","detection",TRUE,FALSE,"completed"
"M12","WCVI","piscivore_active_spawn","positive_count",TRUE,FALSE,"completed"
"M11","CC","piscivore_active_spawn","detection",TRUE,FALSE,"completed"
"M12","CC","piscivore_active_spawn","positive_count",TRUE,FALSE,"completed"
"M11","NA","piscivore_active_spawn","detection",TRUE,FALSE,"completed"
"M12","NA","piscivore_active_spawn","positive_count",TRUE,FALSE,"completed"
"M11","SoG","roe_diving_seaduck","detection",TRUE,FALSE,"completed"
"M12","SoG","roe_diving_seaduck","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","roe_diving_seaduck","detection",TRUE,FALSE,"completed"
"M12","WCVI","roe_diving_seaduck","positive_count",TRUE,FALSE,"completed"
"M11","CC","roe_diving_seaduck","detection",TRUE,FALSE,"completed"
"M12","CC","roe_diving_seaduck","positive_count",TRUE,FALSE,"completed"
"M11","NA","roe_diving_seaduck","detection",TRUE,FALSE,"completed"
"M12","NA","roe_diving_seaduck","positive_count",TRUE,FALSE,"completed"
"M11","SoG","shoreline_scavenger","detection",TRUE,FALSE,"completed"
"M12","SoG","shoreline_scavenger","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","shoreline_scavenger","detection",TRUE,FALSE,"completed"
"M12","WCVI","shoreline_scavenger","positive_count",TRUE,FALSE,"completed"
"M11","CC","shoreline_scavenger","detection",TRUE,FALSE,"completed"
"M12","CC","shoreline_scavenger","positive_count",TRUE,FALSE,"completed"
"M11","NA","shoreline_scavenger","detection",TRUE,FALSE,"completed"
"M12","NA","shoreline_scavenger","positive_count",TRUE,FALSE,"completed"
"M11","SoG","surface_vegetation_roe","detection",TRUE,FALSE,"completed"
"M12","SoG","surface_vegetation_roe","positive_count",TRUE,FALSE,"completed"
"M11","WCVI","surface_vegetation_roe","detection",TRUE,FALSE,"completed"
"M12","WCVI","surface_vegetation_roe","positive_count",TRUE,FALSE,"completed"
"M11","CC","surface_vegetation_roe","detection",TRUE,FALSE,"completed"
"M12","CC","surface_vegetation_roe","positive_count",TRUE,FALSE,"completed"
"M11","NA","surface_vegetation_roe","detection",TRUE,FALSE,"completed"
"M12","NA","surface_vegetation_roe","positive_count",TRUE,FALSE,"completed"
