"analysis_taxon_id","species","period","zone","checklist_denominator","event_links","source_events","reported_checklists","reporting_proportion","finite_numeric_reports","unquantified_x_reports","lower_bound_reports","other_reported_states","finite_numeric_proportion_among_reports","x_proportion_among_reports","positive_finite_count_q25","positive_finite_count_median","positive_finite_count_q75","observed_unadjusted","suppressed_below_20"
"atx_59441ff7abde","Brant","immediate_pre","near",4587,7367,607,325,0.0708524089819054,302,22,0,,0.929230769230769,0.0676923076923077,13,40,107.5,TRUE,FALSE
"atx_59441ff7abde","Brant","immediate_pre","reference",15169,35880,895,636,0.0419276155316764,601,34,0,,0.944968553459119,0.0534591194968553,12,40,111,TRUE,FALSE
"atx_59441ff7abde","Brant","spawn_start","near",2992,4922,538,281,0.0939171122994652,272,,0,,0.96797153024911,,16,45,136.25,TRUE,FALSE
"atx_59441ff7abde","Brant","spawn_start","reference",9759,21434,854,519,0.0531816784506609,499,,0,,0.961464354527938,,12.5,50,150,TRUE,FALSE
"atx_59441ff7abde","Brant","early_egg","near",7018,12441,656,589,0.0839270447420918,556,30,0,,0.943972835314092,0.0509337860780985,20,75,250,TRUE,FALSE
"atx_59441ff7abde","Brant","early_egg","reference",22927,59303,948,916,0.0399528939678109,872,41,0,,0.951965065502183,0.0447598253275109,14,60,200,TRUE,FALSE
"atx_59441ff7abde","Brant","late_egg","near",8712,15748,680,594,0.0681818181818182,573,21,0,0,0.964646464646465,0.0353535353535354,22,73,250,TRUE,FALSE
"atx_59441ff7abde","Brant","late_egg","reference",28655,76964,993,909,0.0317222125283546,871,35,0,,0.958195819581958,0.0385038503850385,15,62,236,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","baseline","near",8077,14559,654,68,0.00841896743840535,65,,0,0,0.955882352941177,,1,1,1,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","baseline","reference",25992,69546,948,141,0.00542474607571561,135,,0,0,0.957446808510638,,1,1,1,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","early_pre","near",4512,7315,609,35,0.00775709219858156,30,,0,0,0.857142857142857,,1,1,2,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","early_pre","reference",15467,35784,907,82,0.00530160987909743,75,,0,0,0.914634146341463,,1,1,1.5,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","immediate_pre","near",4587,7367,607,44,0.00959232613908873,42,,0,0,0.954545454545455,,1,1,2,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","immediate_pre","reference",15169,35880,895,88,0.00580130529369108,82,,0,0,0.931818181818182,,1,1,2,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","spawn_start","near",2992,4922,538,39,0.0130347593582888,39,0,0,0,1,,1,1,2,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","spawn_start","reference",9759,21434,854,78,0.00799262219489702,75,,0,0,0.961538461538462,,1,1,2,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","early_egg","near",7018,12441,656,64,0.0091194072385295,58,,0,0,0.90625,,1,1,2,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","early_egg","reference",22927,59303,948,112,0.00488507000479784,106,,0,0,0.946428571428571,,1,1,2,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","late_egg","near",8712,15748,680,45,0.00516528925619835,44,,0,0,0.977777777777778,,1,1,1,TRUE,FALSE
"atx_5a9a3495d0ea","Western Gull","late_egg","reference",28655,76964,993,86,0.00300122142732507,86,0,0,0,1,,1,1,1.75,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","baseline","near",8077,14559,654,1137,0.140770087903925,1108,29,0,0,0.974494283201407,0.0255057167985928,1,3,5,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","baseline","reference",25992,69546,948,2470,0.0950292397660819,2426,42,0,,0.982186234817814,0.017004048582996,1,2,5,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","early_pre","near",4512,7315,609,631,0.139849290780142,609,22,0,0,0.96513470681458,0.03486529318542,1,3,6,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","early_pre","reference",15467,35784,907,1440,0.093101441779272,1409,31,0,0,0.978472222222222,0.0215277777777778,1,3,6,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","immediate_pre","near",4587,7367,607,636,0.138652714192283,606,30,0,0,0.952830188679245,0.0471698113207547,1,3,6,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","immediate_pre","reference",15169,35880,895,1354,0.0892609928142923,1321,32,0,,0.97562776957164,0.0236336779911374,1,2,5,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","spawn_start","near",2992,4922,538,431,0.144050802139037,423,,0,,0.981438515081206,,2,3,7,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","spawn_start","reference",9759,21434,854,926,0.0948867711855723,910,,0,,0.982721382289417,,1,3,6,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","early_egg","near",7018,12441,656,867,0.123539469934454,845,20,0,,0.974625144175317,0.0230680507497117,1,3,7,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","early_egg","reference",22927,59303,948,1707,0.0744537008766956,1675,30,0,,0.981253661394259,0.0175746924428823,1,3,6,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","late_egg","near",8712,15748,680,813,0.0933195592286501,805,,0,0,0.990159901599016,,2,3,6,TRUE,FALSE
"atx_6b4cfd1ab927","Horned Grebe","late_egg","reference",28655,76964,993,1725,0.0601989181643692,1702,23,0,0,0.986666666666667,0.0133333333333333,1,3,6,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","baseline","near",8077,14559,654,47,0.00581899220007428,46,,0,0,0.978723404255319,,1,1,2.75,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","baseline","reference",25992,69546,948,124,0.00477069867651585,123,,0,0,0.991935483870968,,1,2,4,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","early_pre","near",4512,7315,609,29,0.00642730496453901,28,,0,0,0.96551724137931,,1,2.5,8,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","early_pre","reference",15467,35784,907,102,0.0065946854593651,101,,0,0,0.990196078431373,,1,2,9,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","immediate_pre","near",4587,7367,607,22,0.00479616306954436,22,0,0,0,1,,1,2,2,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","immediate_pre","reference",15169,35880,895,92,0.00606500098885886,90,,0,0,0.978260869565217,,1,2,7.5,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","spawn_start","near",2992,4922,538,,,,,0,0,,,,,,TRUE,TRUE
"atx_6cbe5bbd310c","Rhinoceros Auklet","spawn_start","reference",9759,21434,854,82,0.00840250025617379,80,,0,0,0.975609756097561,,1,2,7,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","early_egg","near",7018,12441,656,44,0.00626959247648903,44,0,0,0,1,,1,2,2,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","early_egg","reference",22927,59303,948,196,0.00854887250839621,195,,0,0,0.994897959183674,,1,2,4,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","late_egg","near",8712,15748,680,41,0.00470615243342516,40,,0,0,0.975609756097561,,1.75,2,2.25,TRUE,FALSE
"atx_6cbe5bbd310c","Rhinoceros Auklet","late_egg","reference",28655,76964,993,206,0.00718897225615076,203,,0,0,0.985436893203884,,2,3,6,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","baseline","near",8077,14559,654,4513,0.558747059551814,4261,252,0,0,0.944161311766009,0.0558386882339907,3,7,20,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","baseline","reference",25992,69546,948,12051,0.463642659279778,11336,713,0,,0.94066882416397,0.0591652145050203,2,6,17,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","early_pre","near",4512,7315,609,2417,0.535682624113475,2249,168,0,0,0.930492345883326,0.0695076541166736,3,7,20,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","early_pre","reference",15467,35784,907,6905,0.446434344087412,6451,453,0,,0.934250543084721,0.0656046343229544,2,6,16,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","immediate_pre","near",4587,7367,607,2531,0.551776760409854,2344,186,0,,0.926116159620703,0.0734887396286053,3,7,25,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","immediate_pre","reference",15169,35880,895,6692,0.44116289801569,6225,464,0,,0.930215182307233,0.0693365212193664,2,6,20,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","spawn_start","near",2992,4922,538,1689,0.564505347593583,1535,150,0,,0.90882178804026,0.088809946714032,3,10,50,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","spawn_start","reference",9759,21434,854,4271,0.437647299928271,3959,308,0,,0.926949192226645,0.0721142589557481,3,7,22,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","early_egg","near",7018,12441,656,3697,0.52678825876318,3431,263,0,,0.928049770083852,0.0711387611576954,3,7,25,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","early_egg","reference",22927,59303,948,9470,0.413050115584246,8845,620,0,,0.934002111932418,0.0654699049630412,2,5,16,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","late_egg","near",8712,15748,680,4195,0.481519742883379,3979,215,0,,0.948510131108462,0.0512514898688915,2,6,16,TRUE,FALSE
"atx_725074cbfcb6","Glaucous-winged Gull","late_egg","reference",28655,76964,993,11095,0.387192462048508,10518,575,0,,0.94799459215863,0.0518251464623704,2,5,12,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","baseline","near",8077,14559,654,181,0.0224093103875201,171,,0,0,0.94475138121547,,1,2,5,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","baseline","reference",25992,69546,948,399,0.0153508771929825,377,22,0,0,0.944862155388471,0.0551378446115288,1,2,3,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","early_pre","near",4512,7315,609,128,0.0283687943262411,113,,0,0,0.8828125,,1,2,4,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","early_pre","reference",15467,35784,907,303,0.0195900950410552,278,25,0,0,0.917491749174917,0.0825082508250825,1,2,4.75,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","immediate_pre","near",4587,7367,607,204,0.0444735120994114,183,21,0,0,0.897058823529412,0.102941176470588,1,2,6,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","immediate_pre","reference",15169,35880,895,404,0.0266332652119454,377,27,0,0,0.933168316831683,0.0668316831683168,1,2,6,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","spawn_start","near",2992,4922,538,242,0.0808823529411765,221,21,0,0,0.913223140495868,0.0867768595041322,1,3,9,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","spawn_start","reference",9759,21434,854,377,0.0386310072753356,349,28,0,0,0.925729442970822,0.0742705570291777,1,2,6,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","early_egg","near",7018,12441,656,338,0.0481618694784839,311,25,0,,0.920118343195266,0.0739644970414201,1,3,6,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","early_egg","reference",22927,59303,948,495,0.0215902647533476,460,34,0,,0.929292929292929,0.0686868686868687,1,2,5,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","late_egg","near",8712,15748,680,209,0.023989898989899,194,,0,0,0.92822966507177,,1,2,5,TRUE,FALSE
"atx_7571c026ae99","American Herring Gull","late_egg","reference",28655,76964,993,365,0.0127377421043448,343,22,0,0,0.93972602739726,0.0602739726027397,1,2,4,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","baseline","near",8077,14559,654,1796,0.222359787049647,1774,22,0,0,0.987750556792873,0.0122494432071269,1,1,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","baseline","reference",25992,69546,948,6192,0.238227146814404,6059,131,0,,0.978520671834625,0.021156330749354,1,2,4,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","early_pre","near",4512,7315,609,976,0.216312056737589,958,,0,0,0.98155737704918,,1,1,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","early_pre","reference",15467,35784,907,3670,0.237279368979117,3584,84,0,,0.976566757493188,0.0228882833787466,1,1,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","immediate_pre","near",4587,7367,607,1049,0.228689775452365,1031,,0,0,0.982840800762631,,1,1,2,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","immediate_pre","reference",15169,35880,895,3742,0.246687322829455,3658,83,0,,0.977552111170497,0.0221806520577231,1,2,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","spawn_start","near",2992,4922,538,787,0.263034759358289,779,,0,0,0.989834815756036,,1,1,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","spawn_start","reference",9759,21434,854,2477,0.25381698944564,2424,51,0,,0.978603148970529,0.0205894226887364,1,2,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","early_egg","near",7018,12441,656,1578,0.224850384724993,1555,22,0,,0.985424588086185,0.0139416983523447,1,1,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","early_egg","reference",22927,59303,948,5614,0.244864133990492,5502,108,0,,0.980049875311721,0.0192376202351265,1,2,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","late_egg","near",8712,15748,680,2017,0.231519742883379,1989,28,0,0,0.986117997025285,0.0138820029747149,1,1,3,TRUE,FALSE
"atx_7b80ddaff058","Great Blue Heron","late_egg","reference",28655,76964,993,6814,0.237794451230152,6697,112,0,,0.982829468740828,0.0164367478720282,1,1,3,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","baseline","near",8077,14559,654,755,0.0934753002352359,713,42,0,0,0.944370860927152,0.0556291390728477,3,7,22,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","baseline","reference",25992,69546,948,2977,0.114535241612804,2743,233,0,,0.921397379912664,0.0782667114544844,3,10,30,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","early_pre","near",4512,7315,609,465,0.103058510638298,430,35,0,0,0.924731182795699,0.0752688172043011,3,8,23,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","early_pre","reference",15467,35784,907,1796,0.116118187108036,1661,135,0,0,0.924832962138085,0.0751670378619154,4,11,30,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","immediate_pre","near",4587,7367,607,484,0.105515587529976,456,28,0,0,0.942148760330578,0.0578512396694215,3,7,22,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","immediate_pre","reference",15169,35880,895,1830,0.120640780539258,1693,137,0,0,0.925136612021858,0.0748633879781421,4,10,26,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","spawn_start","near",2992,4922,538,366,0.122326203208556,354,,0,0,0.967213114754098,,3,8,21.75,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","spawn_start","reference",9759,21434,854,1218,0.124807869658777,1134,84,0,0,0.931034482758621,0.0689655172413793,3,10,25,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","early_egg","near",7018,12441,656,704,0.100313479623824,675,28,0,,0.958806818181818,0.0397727272727273,3,8,22,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","early_egg","reference",22927,59303,948,2441,0.10646835608671,2262,178,0,,0.926669397787792,0.0729209340434248,4,10,26,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","late_egg","near",8712,15748,680,770,0.0883838383838384,755,,0,0,0.980519480519481,,2,6,16,TRUE,FALSE
"atx_7d980a7c8c37","Northern Pintail","late_egg","reference",28655,76964,993,2621,0.0914674576862677,2441,179,0,,0.931323922167112,0.0682945440671499,3,9,24,TRUE,FALSE
"atx_815c98107028","Mallard","baseline","near",8077,14559,654,3732,0.462052742354835,3535,195,0,,0.947213290460879,0.0522508038585209,6,18,45,TRUE,FALSE
"atx_815c98107028","Mallard","baseline","reference",25992,69546,948,11725,0.451100338565713,11007,716,0,,0.938763326226013,0.0610660980810235,5,14,40,TRUE,FALSE
"atx_815c98107028","Mallard","early_pre","near",4512,7315,609,2105,0.466533687943262,1973,132,0,0,0.93729216152019,0.06270783847981,5,16,40,TRUE,FALSE
"atx_815c98107028","Mallard","early_pre","reference",15467,35784,907,7094,0.458653908320941,6654,438,0,,0.937975754158444,0.0617423174513674,4,12,39,TRUE,FALSE
"atx_815c98107028","Mallard","immediate_pre","near",4587,7367,607,2268,0.494440810987574,2140,127,0,,0.943562610229277,0.0559964726631393,5,16,41,TRUE,FALSE
"atx_815c98107028","Mallard","immediate_pre","reference",15169,35880,895,7191,0.47405893598787,6733,456,0,,0.936309275483243,0.0634125990821861,4,12,36,TRUE,FALSE
"atx_815c98107028","Mallard","spawn_start","near",2992,4922,538,1564,0.522727272727273,1484,80,0,0,0.948849104859335,0.051150895140665,6,20,42,TRUE,FALSE
"atx_815c98107028","Mallard","spawn_start","reference",9759,21434,854,4721,0.483758581821908,4432,289,0,0,0.938784155899174,0.0612158441008261,4,12,36,TRUE,FALSE
"atx_815c98107028","Mallard","early_egg","near",7018,12441,656,3306,0.471074380165289,3118,186,0,,0.94313369630974,0.0562613430127042,5,17,42,TRUE,FALSE
"atx_815c98107028","Mallard","early_egg","reference",22927,59303,948,10629,0.463601866794609,10003,624,0,,0.94110452535516,0.0587073101891053,4,11,32,TRUE,FALSE
"atx_815c98107028","Mallard","late_egg","near",8712,15748,680,4045,0.464302112029385,3833,211,0,,0.947589616810878,0.0521631644004944,5,15,38,TRUE,FALSE
"atx_815c98107028","Mallard","late_egg","reference",28655,76964,993,12378,0.431966497993369,11711,660,0,,0.946114073355954,0.0533204071740184,3,8,26,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","baseline","near",8077,14559,654,2034,0.251826173084066,1966,68,0,0,0.966568338249754,0.0334316617502458,2,4,10,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","baseline","reference",25992,69546,948,4844,0.186365035395506,4698,145,0,,0.969859620148637,0.0299339388934765,2,4,10,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","early_pre","near",4512,7315,609,1116,0.247340425531915,1061,55,0,0,0.950716845878136,0.0492831541218638,2,4,10,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","early_pre","reference",15467,35784,907,2751,0.177862546065818,2664,87,0,0,0.968375136314068,0.0316248636859324,2,5,12,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","immediate_pre","near",4587,7367,607,1155,0.251798561151079,1101,54,0,0,0.953246753246753,0.0467532467532468,2,4,12,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","immediate_pre","reference",15169,35880,895,2727,0.179774540180632,2624,103,0,0,0.962229556288962,0.0377704437110378,2,5,14,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","spawn_start","near",2992,4922,538,721,0.240975935828877,693,28,0,0,0.961165048543689,0.0388349514563107,2,6,23,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","spawn_start","reference",9759,21434,854,1677,0.171841377190286,1618,58,0,,0.964818127608825,0.0345855694692904,2,6,17,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","early_egg","near",7018,12441,656,1321,0.188230265032773,1249,71,0,,0.945495836487509,0.0537471612414837,2,5,20,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","early_egg","reference",22927,59303,948,2931,0.127840537357701,2830,100,0,,0.965540771067895,0.0341180484476288,2,5,15,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","late_egg","near",8712,15748,680,1077,0.12362258953168,1052,25,0,0,0.976787372330548,0.0232126276694522,2,4,12,TRUE,FALSE
"atx_82312e6f2848","Common Goldeneye","late_egg","reference",28655,76964,993,2513,0.0876984819403245,2449,63,0,,0.974532431356944,0.0250696378830084,2,4,12,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","baseline","near",8077,14559,654,170,0.0210474185960134,167,,0,0,0.982352941176471,,1,2,2,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","baseline","reference",25992,69546,948,681,0.0262003693444137,675,,0,0,0.991189427312775,,1,2,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","early_pre","near",4512,7315,609,130,0.0288120567375887,126,,0,0,0.969230769230769,,1,1,2,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","early_pre","reference",15467,35784,907,483,0.0312277752634641,477,,0,0,0.987577639751553,,1,2,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","immediate_pre","near",4587,7367,607,121,0.026378896882494,119,,0,0,0.983471074380165,,1,1,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","immediate_pre","reference",15169,35880,895,472,0.0311160920297976,467,,0,0,0.989406779661017,,1,2,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","spawn_start","near",2992,4922,538,105,0.0350935828877005,103,,0,0,0.980952380952381,,1,1,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","spawn_start","reference",9759,21434,854,352,0.0360692693923558,348,,0,0,0.988636363636364,,1,2,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","early_egg","near",7018,12441,656,272,0.0387574807637504,266,,0,0,0.977941176470588,,1,2,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","early_egg","reference",22927,59303,948,798,0.0348061237841846,788,,0,0,0.987468671679198,,1,2,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","late_egg","near",8712,15748,680,274,0.0314508723599633,270,,0,0,0.985401459854015,,1,1,3,TRUE,FALSE
"atx_8608f2ed61cf","Pigeon Guillemot","late_egg","reference",28655,76964,993,885,0.0308846623625894,870,,0,0,0.983050847457627,,1,2,3,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","baseline","near",8077,14559,654,584,0.0723040732945401,573,,0,0,0.981164383561644,,1,3,6,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","baseline","reference",25992,69546,948,1269,0.0488227146814404,1241,28,0,0,0.977935382190701,0.0220646178092987,1,2,5,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","early_pre","near",4512,7315,609,337,0.0746897163120567,324,,0,0,0.961424332344214,,1,3,6,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","early_pre","reference",15467,35784,907,845,0.0546324432663089,823,22,0,0,0.97396449704142,0.0260355029585799,1,2,5,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","immediate_pre","near",4587,7367,607,319,0.0695443645083933,304,,0,0,0.952978056426332,,1,2,6,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","immediate_pre","reference",15169,35880,895,746,0.0491792471487903,720,24,0,,0.96514745308311,0.032171581769437,1,2,6,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","spawn_start","near",2992,4922,538,220,0.0735294117647059,214,,0,,0.972727272727273,,1,3,7,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","spawn_start","reference",9759,21434,854,556,0.056973050517471,546,,0,,0.982014388489209,,1,2,6,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","early_egg","near",7018,12441,656,553,0.0787973781704189,544,,0,0,0.98372513562387,,1,3,7,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","early_egg","reference",22927,59303,948,1114,0.0485889998691499,1100,,0,0,0.987432675044883,,1,2.5,6,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","late_egg","near",8712,15748,680,649,0.0744949494949495,641,,0,0,0.987673343605547,,1,3,7,TRUE,FALSE
"atx_86eda7ed9025","Red-necked Grebe","late_egg","reference",28655,76964,993,1278,0.0445995463269935,1262,,0,0,0.987480438184664,,1,2,6,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","baseline","near",8077,14559,654,898,0.111179893524824,880,,0,0,0.979955456570156,,3,5,10,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","baseline","reference",25992,69546,948,2334,0.0897968605724838,2283,51,0,0,0.978149100257069,0.0218508997429306,3,5,10,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","early_pre","near",4512,7315,609,445,0.0986258865248227,426,,0,0,0.957303370786517,,3,6,12,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","early_pre","reference",15467,35784,907,1386,0.0896101377125493,1346,40,0,0,0.971139971139971,0.0288600288600289,3,6,10,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","immediate_pre","near",4587,7367,607,482,0.105079572705472,462,20,0,0,0.95850622406639,0.04149377593361,3,7,14,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","immediate_pre","reference",15169,35880,895,1325,0.0873491990243259,1283,42,0,0,0.968301886792453,0.0316981132075472,3,6,12,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","spawn_start","near",2992,4922,538,393,0.131350267379679,381,,0,0,0.969465648854962,,3,9,30,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","spawn_start","reference",9759,21434,854,893,0.0915052771800389,871,22,0,0,0.975363941769317,0.0246360582306831,3,7,16,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","early_egg","near",7018,12441,656,582,0.0829296095753776,553,29,0,0,0.950171821305842,0.0498281786941581,4,10,32,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","early_egg","reference",22927,59303,948,1500,0.0654250447071139,1459,41,0,0,0.972666666666667,0.0273333333333333,3,6,14,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","late_egg","near",8712,15748,680,549,0.0630165289256198,539,,0,0,0.981785063752277,,3,6,18,TRUE,FALSE
"atx_87b306550dba","Harlequin Duck","late_egg","reference",28655,76964,993,1569,0.0547548420868958,1540,29,0,0,0.981516889738687,0.0184831102613129,3,6,12,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","baseline","near",8077,14559,654,144,0.0178284016342702,143,,0,0,0.993055555555556,,1,2,5,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","baseline","reference",25992,69546,948,438,0.0168513388734995,433,,0,0,0.988584474885845,,1,2,5,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","early_pre","near",4512,7315,609,97,0.0214982269503546,94,,0,0,0.969072164948454,,1,2,7,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","early_pre","reference",15467,35784,907,266,0.01719790521756,263,,0,0,0.988721804511278,,1,2,6,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","immediate_pre","near",4587,7367,607,95,0.0207107041639416,90,,0,0,0.947368421052632,,1,2,4,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","immediate_pre","reference",15169,35880,895,270,0.0177994594238249,263,,0,0,0.974074074074074,,1,2,5,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","spawn_start","near",2992,4922,538,93,0.0310828877005348,90,,0,0,0.967741935483871,,1,2,6,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","spawn_start","reference",9759,21434,854,207,0.0212111896710729,205,,0,0,0.990338164251208,,1,2,5,TRUE,FALSE
"atx_98ca0000b734","Brandt's Cormorant","early_egg","near",7018,12441,656,137,0.0195212311199772,135,,0,0,0.985401459854015,,1,2,5,TRUE,FALSE
