"amendment_version","stage","analysis_variant","outcome","response_column","comparison","estimate","standard_error","conf_low","conf_high","p_value","q_value_bh_3_outcomes","effect_scale","multiplicative_effect","multiplicative_conf_low","multiplicative_conf_high","additive_observer_effect","n","status"
"post_stage4a_staged_refit_stage2_v1","s2_detectability","real_start_anchor_s2_detectability","log_duration_minutes","log_duration","active_minus_pre14",0.0106158087212669,0.00529091555049702,0.000245804797049798,0.0209858126454839,0.0448112559204219,0.134433767761266,"log_ratio",1.0106723563411,1.00024583500952,1.02120756330102,,217200,"completed"
"post_stage4a_staged_refit_stage2_v1","s2_detectability","real_start_anchor_s2_detectability","log_effort_distance_plus_one","log_effort_distance","active_minus_pre14",-0.00248271561722594,0.00249114436991491,-0.00736526886254888,0.00239983762809701,0.318950687165564,0.478426030748345,"log_ratio",0.997520363772249,0.992661788261743,1.00240271954333,,217200,"completed"
"post_stage4a_staged_refit_stage2_v1","s2_detectability","real_start_anchor_s2_detectability","number_observers","observer_count","active_minus_pre14",-0.00419969057090578,0.00601388636302996,-0.0159866912495611,0.00758731010774952,0.484969458456807,0.484969458456807,"additive_observers",,,,-0.00419969057090578,217200,"completed"
