"model_version_id","analysis_taxon_id","unit_label","region","outcome","band","band_label","contrast","contrast_type","period","minimum_day","maximum_day","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","n","status"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,0.013458576317093,0.0133598194278047,-0.0127261886013626,0.0396433412355487,1.01354955062541,0.98735444691342,1.04043962609818,0.313746394536311,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,0.0054768496877981,0.0132264528353703,-0.0204465215127454,0.0314002208883416,1.00549187504707,0.979761091214539,1.03189840855222,0.678813299214109,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,-0.0298546532623013,0.015793637229649,-0.0608096134173042,0.00110030689270162,0.970586594892078,0.941002376949668,1.00110091245241,0.058718349769021,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,-0.0229345464655401,0.0116205332136636,-0.0457103730454723,-0.000158719885607891,0.977326451150358,0.955318608145799,0.999841292709727,0.0484246769799381,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,-0.0154452153072878,0.0110951763163676,-0.0371913612894901,0.0063009306749145,0.984673450306476,0.963491742684514,1.00632082329733,0.16390247856636,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,-0.0247799082780097,0.0106941513452463,-0.045740059759913,-0.00381975679610648,0.975524593290263,0.955290248296036,0.996187529195027,0.020495788775393,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–10 km","within_band_8_10_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,-0.0378382444515879,0.0129102952980823,-0.063141958265606,-0.0125345306375699,0.962868677646219,0.938810192362523,0.98754369939155,0.0033802707168815,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–10 km","within_band_8_10_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,-0.0339589685859424,0.0130962944807168,-0.059627234099078,-0.00829070307280679,0.96661116524679,0.942115656728368,0.991743570024487,0.00951369195400103,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–10 km","within_band_8_10_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,-0.0454733047284958,0.0159012235137335,-0.0766391301255349,-0.0143074793314567,0.955545110767645,0.926224039656947,0.985794386259,0.00423993523505709,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–10 km","within_band_8_10_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,-0.0302845373853477,0.0110963972833528,-0.0520330764188672,-0.00853599835182819,0.970169444794419,0.949297466962948,0.991500329842814,0.00634838499592609,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–10 km","within_band_8_10_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,-0.0441971317881951,0.010261981962327,-0.0643102468443557,-0.0240840167320345,0.956765330021034,0.937714031577914,0.976203688868655,1.65572869092883e-05,83359,"completed"
"SOG_BALD_EAGLE_DISTANCE_BAND_v1","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–10 km","within_band_8_10_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,-0.0343348753435205,0.0102210666890724,-0.0543677979376845,-0.0143019527493566,0.966247877863192,0.947083707001167,0.985799834347664,0.000781610522163301,83359,"completed"
