"outcome","row_coefficient","column_coefficient","covariance"
"detection","db_band_4_6_early_pre","db_band_2_4_baseline",1.38275506987597e-05
"detection","db_band_6_8_early_pre","db_band_2_4_baseline",-4.57666091379931e-06
"detection","db_band_8_10_early_pre","db_band_2_4_baseline",4.65187126205298e-06
"detection","db_band_10_20_early_pre","db_band_2_4_baseline",5.89483063985585e-07
"detection","db_band_0_2_immediate_pre","db_band_2_4_baseline",-8.13890157658903e-07
"detection","db_band_2_4_immediate_pre","db_band_2_4_baseline",-1.96450314487514e-05
"detection","db_band_4_6_immediate_pre","db_band_2_4_baseline",1.59968108550052e-05
"detection","db_band_6_8_immediate_pre","db_band_2_4_baseline",6.88173612025978e-07
"detection","db_band_8_10_immediate_pre","db_band_2_4_baseline",3.68849029981221e-06
"detection","db_band_10_20_immediate_pre","db_band_2_4_baseline",3.7420718664307e-07
"detection","db_band_0_2_spawn_start","db_band_2_4_baseline",2.41140636391381e-06
"detection","db_band_2_4_spawn_start","db_band_2_4_baseline",-3.02174564800471e-06
"detection","db_band_4_6_spawn_start","db_band_2_4_baseline",8.06695605108574e-06
"detection","db_band_6_8_spawn_start","db_band_2_4_baseline",2.96339056220028e-06
"detection","db_band_8_10_spawn_start","db_band_2_4_baseline",2.16641690994664e-06
"detection","db_band_10_20_spawn_start","db_band_2_4_baseline",6.52091440657634e-07
"detection","db_band_0_2_early_egg","db_band_2_4_baseline",2.77285250187574e-06
"detection","db_band_2_4_early_egg","db_band_2_4_baseline",1.18271010329169e-05
"detection","db_band_4_6_early_egg","db_band_2_4_baseline",2.61803756670967e-06
"detection","db_band_6_8_early_egg","db_band_2_4_baseline",-8.72703452132216e-07
"detection","db_band_8_10_early_egg","db_band_2_4_baseline",-1.03375041312517e-06
"detection","db_band_10_20_early_egg","db_band_2_4_baseline",-1.81024349535438e-07
"detection","db_band_0_2_late_egg","db_band_2_4_baseline",1.96051713322114e-06
"detection","db_band_2_4_late_egg","db_band_2_4_baseline",1.60245779344627e-05
"detection","db_band_4_6_late_egg","db_band_2_4_baseline",1.08491510777105e-06
"detection","db_band_6_8_late_egg","db_band_2_4_baseline",-5.42285773580583e-07
"detection","db_band_8_10_late_egg","db_band_2_4_baseline",-1.6428493300094e-06
"detection","db_band_10_20_late_egg","db_band_2_4_baseline",1.45403674523371e-07
"detection","db_band_0_2_baseline","db_band_4_6_baseline",-0.000124276414263776
"detection","db_band_2_4_baseline","db_band_4_6_baseline",-0.000144696205987743
"detection","db_band_4_6_baseline","db_band_4_6_baseline",0.000537104345719474
"detection","db_band_6_8_baseline","db_band_4_6_baseline",-0.000112344017279452
"detection","db_band_8_10_baseline","db_band_4_6_baseline",-6.34793431136126e-05
"detection","db_band_10_20_baseline","db_band_4_6_baseline",-1.65541773416937e-05
"detection","db_band_0_2_early_pre","db_band_4_6_baseline",1.16987066107298e-05
"detection","db_band_2_4_early_pre","db_band_4_6_baseline",4.23452963769382e-06
"detection","db_band_4_6_early_pre","db_band_4_6_baseline",-1.19992927309315e-05
"detection","db_band_6_8_early_pre","db_band_4_6_baseline",1.85726547944761e-06
"detection","db_band_8_10_early_pre","db_band_4_6_baseline",1.04240711563667e-06
"detection","db_band_10_20_early_pre","db_band_4_6_baseline",-3.41624974112251e-06
"detection","db_band_0_2_immediate_pre","db_band_4_6_baseline",1.14305430075297e-05
"detection","db_band_2_4_immediate_pre","db_band_4_6_baseline",-2.08325248832016e-07
"detection","db_band_4_6_immediate_pre","db_band_4_6_baseline",-3.97139454697133e-06
"detection","db_band_6_8_immediate_pre","db_band_4_6_baseline",2.07413976044143e-06
"detection","db_band_8_10_immediate_pre","db_band_4_6_baseline",2.65439734453591e-07
"detection","db_band_10_20_immediate_pre","db_band_4_6_baseline",1.3085724439373e-07
"detection","db_band_0_2_spawn_start","db_band_4_6_baseline",-1.5068063215042e-06
"detection","db_band_2_4_spawn_start","db_band_4_6_baseline",5.40563595608633e-07
"detection","db_band_4_6_spawn_start","db_band_4_6_baseline",1.24483979875273e-05
"detection","db_band_6_8_spawn_start","db_band_4_6_baseline",-4.32577915705151e-06
"detection","db_band_8_10_spawn_start","db_band_4_6_baseline",-7.39885340513478e-06
"detection","db_band_10_20_spawn_start","db_band_4_6_baseline",5.79241144067971e-10
"detection","db_band_0_2_early_egg","db_band_4_6_baseline",3.47106111945498e-07
"detection","db_band_2_4_early_egg","db_band_4_6_baseline",1.57035087414003e-06
"detection","db_band_4_6_early_egg","db_band_4_6_baseline",8.70441673225986e-06
"detection","db_band_6_8_early_egg","db_band_4_6_baseline",-1.88551535770962e-06
"detection","db_band_8_10_early_egg","db_band_4_6_baseline",1.4189601969518e-06
"detection","db_band_10_20_early_egg","db_band_4_6_baseline",3.58362016848623e-09
"detection","db_band_0_2_late_egg","db_band_4_6_baseline",1.82899266108941e-06
"detection","db_band_2_4_late_egg","db_band_4_6_baseline",-7.92371530240971e-07
"detection","db_band_4_6_late_egg","db_band_4_6_baseline",1.23922528469547e-05
"detection","db_band_6_8_late_egg","db_band_4_6_baseline",-2.0635291544303e-06
"detection","db_band_8_10_late_egg","db_band_4_6_baseline",-1.28643202188725e-06
"detection","db_band_10_20_late_egg","db_band_4_6_baseline",2.29333178526899e-07
"detection","db_band_0_2_baseline","db_band_6_8_baseline",-1.71982296230842e-05
"detection","db_band_2_4_baseline","db_band_6_8_baseline",-3.70212829628412e-05
"detection","db_band_4_6_baseline","db_band_6_8_baseline",-0.000112344017279452
"detection","db_band_6_8_baseline","db_band_6_8_baseline",0.00045000719162846
"detection","db_band_8_10_baseline","db_band_6_8_baseline",-0.000101388037798102
"detection","db_band_10_20_baseline","db_band_6_8_baseline",-2.53547278851477e-05
"detection","db_band_0_2_early_pre","db_band_6_8_baseline",-4.86327432770966e-07
"detection","db_band_2_4_early_pre","db_band_6_8_baseline",-5.54729380069774e-06
"detection","db_band_4_6_early_pre","db_band_6_8_baseline",4.08479059442865e-06
"detection","db_band_6_8_early_pre","db_band_6_8_baseline",-1.53611298997e-06
"detection","db_band_8_10_early_pre","db_band_6_8_baseline",4.43844149867878e-06
"detection","db_band_10_20_early_pre","db_band_6_8_baseline",-2.39939890888476e-06
"detection","db_band_0_2_immediate_pre","db_band_6_8_baseline",4.02068655569137e-06
"detection","db_band_2_4_immediate_pre","db_band_6_8_baseline",4.05641650155062e-06
"detection","db_band_4_6_immediate_pre","db_band_6_8_baseline",8.22430289446471e-06
"detection","db_band_6_8_immediate_pre","db_band_6_8_baseline",1.95234351831404e-07
"detection","db_band_8_10_immediate_pre","db_band_6_8_baseline",-3.11381782265445e-06
"detection","db_band_10_20_immediate_pre","db_band_6_8_baseline",-9.03381945255661e-07
"detection","db_band_0_2_spawn_start","db_band_6_8_baseline",2.62522462202296e-06
"detection","db_band_2_4_spawn_start","db_band_6_8_baseline",-2.99049827117098e-07
"detection","db_band_4_6_spawn_start","db_band_6_8_baseline",3.39169316072256e-06
"detection","db_band_6_8_spawn_start","db_band_6_8_baseline",1.07443000049967e-05
"detection","db_band_8_10_spawn_start","db_band_6_8_baseline",-6.25044250598941e-07
"detection","db_band_10_20_spawn_start","db_band_6_8_baseline",-9.68112423483911e-07
"detection","db_band_0_2_early_egg","db_band_6_8_baseline",-7.33071220522877e-07
"detection","db_band_2_4_early_egg","db_band_6_8_baseline",-2.0914045845122e-06
"detection","db_band_4_6_early_egg","db_band_6_8_baseline",-1.08362904356728e-06
"detection","db_band_6_8_early_egg","db_band_6_8_baseline",1.29690240570285e-05
"detection","db_band_8_10_early_egg","db_band_6_8_baseline",-1.42296864977382e-06
"detection","db_band_10_20_early_egg","db_band_6_8_baseline",2.59878645043145e-07
"detection","db_band_0_2_late_egg","db_band_6_8_baseline",-1.45161120420845e-06
"detection","db_band_2_4_late_egg","db_band_6_8_baseline",-1.07365829443368e-06
"detection","db_band_4_6_late_egg","db_band_6_8_baseline",-1.11783852315087e-06
"detection","db_band_6_8_late_egg","db_band_6_8_baseline",1.23998578504e-05
"detection","db_band_8_10_late_egg","db_band_6_8_baseline",-1.62512377496793e-06
"detection","db_band_10_20_late_egg","db_band_6_8_baseline",-7.48413253473177e-08
"detection","db_band_0_2_baseline","db_band_8_10_baseline",-2.10159093289917e-05
"detection","db_band_2_4_baseline","db_band_8_10_baseline",-1.8781702103075e-05
"detection","db_band_4_6_baseline","db_band_8_10_baseline",-6.34793431136126e-05
"detection","db_band_6_8_baseline","db_band_8_10_baseline",-0.000101388037798102
"detection","db_band_8_10_baseline","db_band_8_10_baseline",0.000409990308339876
"detection","db_band_10_20_baseline","db_band_8_10_baseline",-4.01793157778233e-05
"detection","db_band_0_2_early_pre","db_band_8_10_baseline",1.37822173662619e-05
"detection","db_band_2_4_early_pre","db_band_8_10_baseline",7.25016238703041e-06
"detection","db_band_4_6_early_pre","db_band_8_10_baseline",9.29206660806717e-07
"detection","db_band_6_8_early_pre","db_band_8_10_baseline",6.75679877598164e-07
"detection","db_band_8_10_early_pre","db_band_8_10_baseline",-1.01025623508145e-05
"detection","db_band_10_20_early_pre","db_band_8_10_baseline",9.5399979011169e-08
"detection","db_band_0_2_immediate_pre","db_band_8_10_baseline",2.68991924658236e-06
"detection","db_band_2_4_immediate_pre","db_band_8_10_baseline",2.49786987262507e-06
"detection","db_band_4_6_immediate_pre","db_band_8_10_baseline",2.85167709317653e-06
"detection","db_band_6_8_immediate_pre","db_band_8_10_baseline",2.95884855695682e-06
"detection","db_band_8_10_immediate_pre","db_band_8_10_baseline",-2.216587585531e-06
"detection","db_band_10_20_immediate_pre","db_band_8_10_baseline",-8.54254445819058e-08
"detection","db_band_0_2_spawn_start","db_band_8_10_baseline",-2.18490397749003e-06
"detection","db_band_2_4_spawn_start","db_band_8_10_baseline",2.97974573224543e-07
"detection","db_band_4_6_spawn_start","db_band_8_10_baseline",4.30550869385629e-06
"detection","db_band_6_8_spawn_start","db_band_8_10_baseline",-1.21076580601925e-07
"detection","db_band_8_10_spawn_start","db_band_8_10_baseline",1.36116177992312e-05
"detection","db_band_10_20_spawn_start","db_band_8_10_baseline",-1.97970917016071e-06
"detection","db_band_0_2_early_egg","db_band_8_10_baseline",-1.96341135801335e-06
"detection","db_band_2_4_early_egg","db_band_8_10_baseline",3.31863932299018e-07
"detection","db_band_4_6_early_egg","db_band_8_10_baseline",1.41881794423839e-06
"detection","db_band_6_8_early_egg","db_band_8_10_baseline",-1.74573565372289e-07
"detection","db_band_8_10_early_egg","db_band_8_10_baseline",1.57065310916417e-05
"detection","db_band_10_20_early_egg","db_band_8_10_baseline",-1.05028441888027e-06
"detection","db_band_0_2_late_egg","db_band_8_10_baseline",-2.82206791766901e-06
"detection","db_band_2_4_late_egg","db_band_8_10_baseline",-1.43645718015232e-06
"detection","db_band_4_6_late_egg","db_band_8_10_baseline",3.17975469811686e-07
"detection","db_band_6_8_late_egg","db_band_8_10_baseline",-1.09658660942238e-06
"detection","db_band_8_10_late_egg","db_band_8_10_baseline",1.63601536255357e-05
"detection","db_band_10_20_late_egg","db_band_8_10_baseline",-3.60788478006987e-07
"detection","db_band_0_2_baseline","db_band_10_20_baseline",-2.4935091892836e-05
"detection","db_band_2_4_baseline","db_band_10_20_baseline",-1.93405750719754e-05
"detection","db_band_4_6_baseline","db_band_10_20_baseline",-1.65541773416937e-05
"detection","db_band_6_8_baseline","db_band_10_20_baseline",-2.53547278851477e-05
"detection","db_band_8_10_baseline","db_band_10_20_baseline",-4.01793157778233e-05
"detection","db_band_10_20_baseline","db_band_10_20_baseline",5.21890275411782e-05
"detection","db_band_0_2_early_pre","db_band_10_20_baseline",-1.62910131691075e-06
"detection","db_band_2_4_early_pre","db_band_10_20_baseline",-2.13933228455857e-06
"detection","db_band_4_6_early_pre","db_band_10_20_baseline",-1.01777128952616e-06
"detection","db_band_6_8_early_pre","db_band_10_20_baseline",2.5044080343279e-06
"detection","db_band_8_10_early_pre","db_band_10_20_baseline",-1.57076047015944e-06
"detection","db_band_10_20_early_pre","db_band_10_20_baseline",-2.02893175531268e-06
"detection","db_band_0_2_immediate_pre","db_band_10_20_baseline",-3.51012403103738e-07
"detection","db_band_2_4_immediate_pre","db_band_10_20_baseline",1.79010033163157e-07
"detection","db_band_4_6_immediate_pre","db_band_10_20_baseline",-4.37363970831189e-06
"detection","db_band_6_8_immediate_pre","db_band_10_20_baseline",3.89078039755439e-08
"detection","db_band_8_10_immediate_pre","db_band_10_20_baseline",1.49335558306531e-06
"detection","db_band_10_20_immediate_pre","db_band_10_20_baseline",1.24647677387935e-06
"detection","db_band_0_2_spawn_start","db_band_10_20_baseline",2.45459396181504e-06
"detection","db_band_2_4_spawn_start","db_band_10_20_baseline",4.10161462931384e-08
"detection","db_band_4_6_spawn_start","db_band_10_20_baseline",-6.88634144836611e-06
"detection","db_band_6_8_spawn_start","db_band_10_20_baseline",-2.14441294959645e-07
"detection","db_band_8_10_spawn_start","db_band_10_20_baseline",4.78201402274617e-08
"detection","db_band_10_20_spawn_start","db_band_10_20_baseline",2.11890870483573e-06
"detection","db_band_0_2_early_egg","db_band_10_20_baseline",5.14230084686203e-08
"detection","db_band_2_4_early_egg","db_band_10_20_baseline",-5.62724295233732e-07
"detection","db_band_4_6_early_egg","db_band_10_20_baseline",-3.38626971026455e-07
"detection","db_band_6_8_early_egg","db_band_10_20_baseline",-1.17186021915486e-06
"detection","db_band_8_10_early_egg","db_band_10_20_baseline",-1.69201360336473e-06
"detection","db_band_10_20_early_egg","db_band_10_20_baseline",2.74749977308113e-06
"detection","db_band_0_2_late_egg","db_band_10_20_baseline",1.82127529347055e-06
"detection","db_band_2_4_late_egg","db_band_10_20_baseline",1.66006765531809e-07
"detection","db_band_4_6_late_egg","db_band_10_20_baseline",-1.22813980664493e-06
"detection","db_band_6_8_late_egg","db_band_10_20_baseline",2.8220436911101e-07
"detection","db_band_8_10_late_egg","db_band_10_20_baseline",-1.70159824034857e-07
"detection","db_band_10_20_late_egg","db_band_10_20_baseline",2.55444767703721e-06
"detection","db_band_0_2_baseline","db_band_0_2_early_pre",-3.7181507743002e-05
"detection","db_band_2_4_baseline","db_band_0_2_early_pre",-7.26394063782504e-06
"detection","db_band_4_6_baseline","db_band_0_2_early_pre",1.16987066107298e-05
"detection","db_band_6_8_baseline","db_band_0_2_early_pre",-4.86327432770966e-07
"detection","db_band_8_10_baseline","db_band_0_2_early_pre",1.37822173662619e-05
"detection","db_band_10_20_baseline","db_band_0_2_early_pre",-1.62910131691075e-06
"detection","db_band_0_2_early_pre","db_band_0_2_early_pre",0.00243113366206018
"detection","db_band_2_4_early_pre","db_band_0_2_early_pre",-0.000319594199101875
"detection","db_band_4_6_early_pre","db_band_0_2_early_pre",-0.000263675698002257
"detection","db_band_6_8_early_pre","db_band_0_2_early_pre",-4.03069285773185e-05
"detection","db_band_8_10_early_pre","db_band_0_2_early_pre",-7.10301050607639e-05
"detection","db_band_10_20_early_pre","db_band_0_2_early_pre",-3.92541230201736e-05
"detection","db_band_0_2_immediate_pre","db_band_0_2_early_pre",-2.75125147241361e-05
"detection","db_band_2_4_immediate_pre","db_band_0_2_early_pre",9.05606503236781e-06
"detection","db_band_4_6_immediate_pre","db_band_0_2_early_pre",1.45227546271537e-05
"detection","db_band_6_8_immediate_pre","db_band_0_2_early_pre",1.904118548143e-05
"detection","db_band_8_10_immediate_pre","db_band_0_2_early_pre",-9.4162039463899e-06
"detection","db_band_10_20_immediate_pre","db_band_0_2_early_pre",-5.77644936964995e-06
"detection","db_band_0_2_spawn_start","db_band_0_2_early_pre",9.10744516287234e-06
"detection","db_band_2_4_spawn_start","db_band_0_2_early_pre",7.7680311443995e-06
"detection","db_band_4_6_spawn_start","db_band_0_2_early_pre",1.06982311804958e-05
"detection","db_band_6_8_spawn_start","db_band_0_2_early_pre",7.04712470535261e-06
"detection","db_band_8_10_spawn_start","db_band_0_2_early_pre",-7.8544711563589e-06
"detection","db_band_10_20_spawn_start","db_band_0_2_early_pre",1.10345412015363e-06
"detection","db_band_0_2_early_egg","db_band_0_2_early_pre",9.47556258349378e-06
"detection","db_band_2_4_early_egg","db_band_0_2_early_pre",8.27314932360239e-06
"detection","db_band_4_6_early_egg","db_band_0_2_early_pre",5.70256434154465e-06
"detection","db_band_6_8_early_egg","db_band_0_2_early_pre",4.4695419999105e-07
"detection","db_band_8_10_early_egg","db_band_0_2_early_pre",-2.66849461001675e-06
"detection","db_band_10_20_early_egg","db_band_0_2_early_pre",-2.01103618717827e-06
"detection","db_band_0_2_late_egg","db_band_0_2_early_pre",1.94981613166781e-05
"detection","db_band_2_4_late_egg","db_band_0_2_early_pre",-1.26190321806508e-06
"detection","db_band_4_6_late_egg","db_band_0_2_early_pre",-1.42699621391584e-06
"detection","db_band_6_8_late_egg","db_band_0_2_early_pre",-1.05057024444134e-06
"detection","db_band_8_10_late_egg","db_band_0_2_early_pre",-6.47155519630867e-07
"detection","db_band_10_20_late_egg","db_band_0_2_early_pre",1.53306127908074e-06
"detection","db_band_0_2_baseline","db_band_2_4_early_pre",1.5831460799752e-05
"detection","db_band_2_4_baseline","db_band_2_4_early_pre",-2.65760827450213e-05
"detection","db_band_4_6_baseline","db_band_2_4_early_pre",4.23452963769382e-06
"detection","db_band_6_8_baseline","db_band_2_4_early_pre",-5.54729380069774e-06
"detection","db_band_8_10_baseline","db_band_2_4_early_pre",7.25016238703041e-06
"detection","db_band_10_20_baseline","db_band_2_4_early_pre",-2.13933228455857e-06
"detection","db_band_0_2_early_pre","db_band_2_4_early_pre",-0.000319594199101875
"detection","db_band_2_4_early_pre","db_band_2_4_early_pre",0.00147627562616099
"detection","db_band_4_6_early_pre","db_band_2_4_early_pre",-0.000287247121764518
"detection","db_band_6_8_early_pre","db_band_2_4_early_pre",-6.45125834616738e-05
"detection","db_band_8_10_early_pre","db_band_2_4_early_pre",-6.61848449960078e-05
"detection","db_band_10_20_early_pre","db_band_2_4_early_pre",-3.19416366540813e-05
"detection","db_band_0_2_immediate_pre","db_band_2_4_early_pre",8.65412791810817e-06
"detection","db_band_2_4_immediate_pre","db_band_2_4_early_pre",-5.77605797657648e-05
"detection","db_band_4_6_immediate_pre","db_band_2_4_early_pre",4.76897820364344e-06
"detection","db_band_6_8_immediate_pre","db_band_2_4_early_pre",3.62349432258475e-06
"detection","db_band_8_10_immediate_pre","db_band_2_4_early_pre",7.02772169008924e-06
"detection","db_band_10_20_immediate_pre","db_band_2_4_early_pre",8.34567691347074e-07
"detection","db_band_0_2_spawn_start","db_band_2_4_early_pre",1.3183023838684e-05
"detection","db_band_2_4_spawn_start","db_band_2_4_early_pre",-2.16089089126323e-05
"detection","db_band_4_6_spawn_start","db_band_2_4_early_pre",1.41692988713123e-05
"detection","db_band_6_8_spawn_start","db_band_2_4_early_pre",-1.14261944110233e-05
"detection","db_band_8_10_spawn_start","db_band_2_4_early_pre",5.6285207240703e-06
"detection","db_band_10_20_spawn_start","db_band_2_4_early_pre",-1.05470404301042e-06
"detection","db_band_0_2_early_egg","db_band_2_4_early_pre",5.17815604692235e-06
"detection","db_band_2_4_early_egg","db_band_2_4_early_pre",-1.24380233192929e-05
"detection","db_band_4_6_early_egg","db_band_2_4_early_pre",8.77270651370031e-06
"detection","db_band_6_8_early_egg","db_band_2_4_early_pre",-4.75054559465121e-06
"detection","db_band_8_10_early_egg","db_band_2_4_early_pre",4.79083262881071e-06
"detection","db_band_10_20_early_egg","db_band_2_4_early_pre",6.6794577977849e-07
"detection","db_band_0_2_late_egg","db_band_2_4_early_pre",-1.52703527017433e-06
"detection","db_band_2_4_late_egg","db_band_2_4_early_pre",2.48615033565425e-05
"detection","db_band_4_6_late_egg","db_band_2_4_early_pre",-1.85558848164596e-06
"detection","db_band_6_8_late_egg","db_band_2_4_early_pre",-2.45758249960914e-06
"detection","db_band_8_10_late_egg","db_band_2_4_early_pre",4.93694849888281e-07
"detection","db_band_10_20_late_egg","db_band_2_4_early_pre",-8.41137645730426e-07
"detection","db_band_0_2_baseline","db_band_4_6_early_pre",1.14535919745366e-05
"detection","db_band_2_4_baseline","db_band_4_6_early_pre",1.38275506987597e-05
"detection","db_band_4_6_baseline","db_band_4_6_early_pre",-1.19992927309315e-05
"detection","db_band_6_8_baseline","db_band_4_6_early_pre",4.08479059442865e-06
"detection","db_band_8_10_baseline","db_band_4_6_early_pre",9.29206660806717e-07
"detection","db_band_10_20_baseline","db_band_4_6_early_pre",-1.01777128952616e-06
"detection","db_band_0_2_early_pre","db_band_4_6_early_pre",-0.000263675698002257
"detection","db_band_2_4_early_pre","db_band_4_6_early_pre",-0.000287247121764518
"detection","db_band_4_6_early_pre","db_band_4_6_early_pre",0.00095717320996908
"detection","db_band_6_8_early_pre","db_band_4_6_early_pre",-0.000180535137743029
"detection","db_band_8_10_early_pre","db_band_4_6_early_pre",-9.72517438498914e-05
"detection","db_band_10_20_early_pre","db_band_4_6_early_pre",-3.65314739483946e-05
"detection","db_band_0_2_immediate_pre","db_band_4_6_early_pre",7.73949221268478e-06
"detection","db_band_2_4_immediate_pre","db_band_4_6_early_pre",-1.27024892901608e-06
"detection","db_band_4_6_immediate_pre","db_band_4_6_early_pre",-1.99312346050454e-05
"detection","db_band_6_8_immediate_pre","db_band_4_6_early_pre",-9.2624269784035e-07
"detection","db_band_8_10_immediate_pre","db_band_4_6_early_pre",-8.24575499063809e-07
"detection","db_band_10_20_immediate_pre","db_band_4_6_early_pre",-1.9561577305329e-06
"detection","db_band_0_2_spawn_start","db_band_4_6_early_pre",1.18783302348423e-05
"detection","db_band_2_4_spawn_start","db_band_4_6_early_pre",1.19664728140512e-05
"detection","db_band_4_6_spawn_start","db_band_4_6_early_pre",7.05478840879022e-07
"detection","db_band_6_8_spawn_start","db_band_4_6_early_pre",1.79904100153422e-06
"detection","db_band_8_10_spawn_start","db_band_4_6_early_pre",7.43908425759199e-06
"detection","db_band_10_20_spawn_start","db_band_4_6_early_pre",-1.73601102239291e-06
"detection","db_band_0_2_early_egg","db_band_4_6_early_pre",3.60183640092658e-06
"detection","db_band_2_4_early_egg","db_band_4_6_early_pre",3.52984973912929e-06
"detection","db_band_4_6_early_egg","db_band_4_6_early_pre",6.41832050081702e-06
"detection","db_band_6_8_early_egg","db_band_4_6_early_pre",3.82851103092049e-06
"detection","db_band_8_10_early_egg","db_band_4_6_early_pre",-3.17538618916159e-06
"detection","db_band_10_20_early_egg","db_band_4_6_early_pre",-9.13634398674989e-07
"detection","db_band_0_2_late_egg","db_band_4_6_early_pre",-1.9460067012219e-06
"detection","db_band_2_4_late_egg","db_band_4_6_early_pre",-4.11174519980339e-06
"detection","db_band_4_6_late_egg","db_band_4_6_early_pre",2.02107555503696e-05
"detection","db_band_6_8_late_egg","db_band_4_6_early_pre",-1.86092973335694e-06
"detection","db_band_8_10_late_egg","db_band_4_6_early_pre",-2.25771499153595e-06
"detection","db_band_10_20_late_egg","db_band_4_6_early_pre",-1.68478952881886e-07
"detection","db_band_0_2_baseline","db_band_6_8_early_pre",7.21950211067057e-06
"detection","db_band_2_4_baseline","db_band_6_8_early_pre",-4.57666091379931e-06
"detection","db_band_4_6_baseline","db_band_6_8_early_pre",1.85726547944761e-06
"detection","db_band_6_8_baseline","db_band_6_8_early_pre",-1.53611298997e-06
"detection","db_band_8_10_baseline","db_band_6_8_early_pre",6.75679877598164e-07
"detection","db_band_10_20_baseline","db_band_6_8_early_pre",2.5044080343279e-06
"detection","db_band_0_2_early_pre","db_band_6_8_early_pre",-4.03069285773185e-05
"detection","db_band_2_4_early_pre","db_band_6_8_early_pre",-6.45125834616738e-05
"detection","db_band_4_6_early_pre","db_band_6_8_early_pre",-0.000180535137743029
"detection","db_band_6_8_early_pre","db_band_6_8_early_pre",0.000839421548159928
"detection","db_band_8_10_early_pre","db_band_6_8_early_pre",-0.000208195795521796
"detection","db_band_10_20_early_pre","db_band_6_8_early_pre",-4.26996075106873e-05
"detection","db_band_0_2_immediate_pre","db_band_6_8_early_pre",1.0633387153424e-05
"detection","db_band_2_4_immediate_pre","db_band_6_8_early_pre",-6.40126221083881e-06
"detection","db_band_4_6_immediate_pre","db_band_6_8_early_pre",-6.53371908783987e-06
"detection","db_band_6_8_immediate_pre","db_band_6_8_early_pre",-1.06668157934154e-05
