"model_version_id","analysis_taxon_id","unit_label","region","outcome","band","band_label","contrast","contrast_type","period","minimum_day","maximum_day","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","n","status","bh_family_id","bh_family_size","p_value_bh_13","significant_nominal_0_05","significant_bh_0_05","timing_group","species"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_4_6","4–<6 km","within_band_4_6_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,-0.00667116539932366,0.0145249842555878,-0.0351396114162871,0.0217972806176397,0.99335103742423,0.965470616127866,1.02203657684504,0.646026650585375,83359,"completed","bald_eagle__positive_numeric_count_given_detection__early_pre__13_bands",13,0.839834645760988,FALSE,FALSE,"pre_spawn","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_4_6","4–<6 km","within_band_4_6_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,-0.00688996322163227,0.0120442341904634,-0.0304962284563064,0.0167163020130419,0.993133718155812,0.96996409032226,1.01685680117322,0.567284779848728,83359,"completed","bald_eagle__positive_numeric_count_given_detection__late_egg__13_bands",13,0.819411348670385,FALSE,FALSE,"post_onset_period","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,-0.0311147006852939,0.0158931353239492,-0.0622646735216557,3.52721510679423e-05,0.969364379940505,0.939634157594966,1.00003527277314,0.0502599828959451,83359,"completed","bald_eagle__positive_numeric_count_given_detection__spawn_start__13_bands",13,0.130675955529457,FALSE,FALSE,"post_onset_period","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,-0.0247577796390838,0.0117168927641235,-0.0477224674674838,-0.00179309181068383,0.975546180560599,0.95339834942189,0.998208514818016,0.0346008757858827,83359,"completed","bald_eagle__positive_numeric_count_given_detection__early_egg__13_bands",13,0.149937128405492,TRUE,FALSE,"post_onset_period","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,-0.0198638485773806,0.0111764742836144,-0.0417693356474029,0.00204163849264161,0.980332137836062,0.95909098316044,1.00204372405559,0.0755203527538302,83359,"completed","bald_eagle__positive_numeric_count_given_detection__late_egg__13_bands",13,0.196352917159959,FALSE,FALSE,"post_onset_period","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_6_8","6–<8 km","within_band_6_8_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,-0.0264529585847398,0.0107841639788452,-0.0475895315866505,-0.00531638558282916,0.973893856103294,0.953525098695832,0.994697721384573,0.0141692093588971,83359,"completed","bald_eagle__positive_numeric_count_given_detection__active_0_14__13_bands",13,0.0368399443331325,TRUE,TRUE,"post_onset_composite","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–<10 km","within_band_8_10_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,-0.0385158643938852,0.0130462109184629,-0.0640859679287858,-0.0129457608589846,0.962216439638131,0.937924364649786,0.987137675067851,0.00315452666802331,83359,"completed","bald_eagle__positive_numeric_count_given_detection__early_pre__13_bands",13,0.041008846684303,TRUE,TRUE,"pre_spawn","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–<10 km","within_band_8_10_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,-0.0342604691195455,0.013334103292522,-0.0603948313390255,-0.00812610690006549,0.966319775393986,0.941392768829424,0.9919068206553,0.0101878668069938,83359,"completed","bald_eagle__positive_numeric_count_given_detection__immediate_pre__13_bands",13,0.0433832589573685,TRUE,TRUE,"pre_spawn","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–<10 km","within_band_8_10_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,-0.0502646905026081,0.016196453922292,-0.0820091568675629,-0.0185202241376533,0.950977676425379,0.921263522769657,0.981650221361831,0.00191286312556451,83359,"completed","bald_eagle__positive_numeric_count_given_detection__spawn_start__13_bands",13,0.00621680515808466,TRUE,TRUE,"post_onset_period","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–<10 km","within_band_8_10_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,-0.0343170448097082,0.0112899798194279,-0.0564449986419708,-0.0121890909774456,0.966265106732249,0.945118465864732,0.987884895079294,0.00236891000999384,83359,"completed","bald_eagle__positive_numeric_count_given_detection__early_egg__13_bands",13,0.0307958301299199,TRUE,TRUE,"post_onset_period","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–<10 km","within_band_8_10_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,-0.0462291430726075,0.0104283200307161,-0.0666682747520686,-0.0257900113931463,0.954823146012092,0.935505480657701,0.974539710360086,9.29143125293825e-06,83359,"completed","bald_eagle__positive_numeric_count_given_detection__late_egg__13_bands",13,0.000120788606288197,TRUE,TRUE,"post_onset_period","Bald Eagle"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","positive_numeric_count_given_detection","band_8_10","8–<10 km","within_band_8_10_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,-0.0385697503278148,0.0104204062568495,-0.0589933712955156,-0.018146129360114,0.962164591103604,0.942713018102399,0.982017520281033,0.000214440848761919,83359,"completed","bald_eagle__positive_numeric_count_given_detection__active_0_14__13_bands",13,0.00139386551695247,TRUE,TRUE,"post_onset_composite","Bald Eagle"
