"linked_source_events","source_events_with_both_date_endpoints","source_events_start_only","source_events_end_only","source_events_same_day_endpoints","source_events_endpoints_within_1_day","source_events_endpoints_within_2_days","interval_days_min","interval_days_q25","interval_days_median","interval_days_q75","interval_days_q90","interval_days_q95","interval_days_max","midpoint_offset_from_start_median_days","midpoint_offset_from_start_q95_days","represented_years","represented_source_location_codes","survey_visit_history_available","biological_onset_observed","model_anchor","symmetric_window_precision_gate","symmetric_window_refit_run"
1144,1143,1,0,466,744,904,0,0,1,2,3,4,72,0,2,21,176,FALSE,FALSE,"midpoint_of_StartDate_and_EndDate_else_available_endpoint","FAIL_NO_SURVEY_CADENCE_AND_ANCHOR_IS_NOT_OBSERVED_ONSET",FALSE
