"model_version_id","analysis_taxon_id","unit_label","region","outcome","band","band_label","contrast","contrast_type","period","minimum_day","maximum_day","estimate","standard_error","conf_low","conf_high","ratio","ratio_conf_low","ratio_conf_high","p_value","n","status","bh_family_id","bh_family_size","p_value_bh_13","significant_nominal_0_05","significant_bh_0_05"
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_6_8","6–<8 km","within_band_6_8_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,-0.000314749031570804,0.029341432488344,-0.0578228999635385,0.0571934019003969,0.999685300496709,0.943817082676288,1.05886057624151,0.991441161687117,217199,"completed","bald_eagle__detection__active_0_14__13_bands",13,0.991441161687117,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_8_10","8–<10 km","within_band_8_10_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,-0.0868743449354914,0.0350114851330609,-0.15549559484155,-0.0182530950294324,0.916792287989838,0.855990847695939,0.981912483737446,0.0130900509332007,217199,"completed","bald_eagle__detection__early_pre__13_bands",13,0.170170662131609,TRUE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_8_10","8–<10 km","within_band_8_10_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,-0.119016434987384,0.0358190304750124,-0.189220444679551,-0.0488124252952176,0.887793209771846,0.827604045675548,0.952359751544754,0.000891458974812269,217199,"completed","bald_eagle__detection__immediate_pre__13_bands",13,0.0115889666725595,TRUE,TRUE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_8_10","8–<10 km","within_band_8_10_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,-0.130605764715552,0.0439417282689043,-0.21672996954105,-0.0444815598900545,0.877563672768046,0.805147354262994,0.956493237771467,0.0029562667139371,217199,"completed","bald_eagle__detection__spawn_start__13_bands",13,0.0128104890937274,TRUE,TRUE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_8_10","8–<10 km","within_band_8_10_early_egg_minus_baseline","within_band_period_minus_baseline","early_egg",4,14,-0.0900833332132066,0.0302026678959657,-0.149279474526324,-0.0308871919000896,0.913855027622185,0.861328361922406,0.969584943942178,0.0028578480114197,217199,"completed","bald_eagle__detection__early_egg__13_bands",13,0.0371520241484561,TRUE,TRUE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_8_10","8–<10 km","within_band_8_10_late_egg_minus_baseline","within_band_period_minus_baseline","late_egg",15,28,-0.0430734456852272,0.0277905747202692,-0.0975419712466241,0.0113950798761697,0.957841038192153,0.907064270138669,1.01146025110741,0.121158316370094,217199,"completed","bald_eagle__detection__late_egg__13_bands",13,0.392841343709204,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_8_10","8–<10 km","within_band_8_10_active_0_14_minus_baseline","within_band_duration_weighted_active_minus_baseline","active_0_14",0,14,-0.100889314947165,0.0278230191275838,-0.155421430378399,-0.0463571995159321,0.904033090298696,0.856054334151812,0.954700882584487,0.000287723347056659,217199,"completed","bald_eagle__detection__active_0_14__13_bands",13,0.00374040351173657,TRUE,TRUE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_10_12","10–<12 km","within_band_10_12_early_pre_minus_baseline","within_band_period_minus_baseline","early_pre",-14,-8,0.0113684300571643,0.0341859797689157,-0.0556348590661254,0.0783717191804541,1.01143329623396,0.945884453974537,1.08152460740013,0.739476586425011,217199,"completed","bald_eagle__detection__early_pre__13_bands",13,0.739476586425011,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_10_12","10–<12 km","within_band_10_12_immediate_pre_minus_baseline","within_band_period_minus_baseline","immediate_pre",-7,-1,0.0137273851864119,0.0345785500595642,-0.0540453275679494,0.0815000979407731,1.01382203835603,0.94738916268189,1.08491332384124,0.691373841077595,217199,"completed","bald_eagle__detection__immediate_pre__13_bands",13,0.971334956134119,FALSE,FALSE
"SOG_BALD_EAGLE_DISTANCE_BAND_v2","atx_fc0a9b777dcd","Bald Eagle","SoG","detection","band_10_12","10–<12 km","within_band_10_12_spawn_start_minus_baseline","within_band_period_minus_baseline","spawn_start",0,3,0.0585384258408805,0.0426724382285688,-0.0250980162196245,0.142174867901386,1.06028572728247,0.975214320522629,1.15277821481994,0.170122970264276,217199,"completed","bald_eagle__detection__spawn_start__13_bands",13,0.442319722687118,FALSE,FALSE
