"model_id","region","unit_label","unit_class","outcome","contrast","estimate","standard_error","conf_low","conf_high","p_value","n","status","multiplicity_family","q_value","pooling_family_id_v2","component_evidence_id","partial_pool_estimate_v2","partial_pool_standard_error_v2","partial_pool_conf_low_v2","partial_pool_conf_high_v2","pooling_reason_code_v2"
"M02","SoG","Glaucous-winged Gull","species","detection","active_near",0.576154733578653,0.0244435793932527,0.528245317967878,0.624064149189429,7.68335445157702e-123,217037,"completed","M02_SoG_detection",1.25494789375758e-121,"pf2_9998fb16c88151e769fb6161","ce2_19f7a9532100aa05459309e6",0.575164586104203,0.0244095396995327,0.527322767413918,0.623006404794487,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","Harlequin Duck","species","detection","active_near",-0.0467128288988454,0.0486534956916646,-0.142073680454508,0.0486480226568173,0.33699860301452,217200,"completed","M02_SoG_detection",0.423408501223372,"pf2_9998fb16c88151e769fb6161","ce2_64fb7d142da7091d9852a64a",-0.0437915367042314,0.0483867129238804,-0.138627751365316,0.0510446779568529,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","Short-billed Gull","species","detection","active_near",0.434266124324129,0.0328728343898263,0.36983536892007,0.498696879728189,7.63298260795387e-40,217200,"completed","M02_SoG_detection",3.40014679808854e-39,"pf2_9998fb16c88151e769fb6161","ce2_808d94a96d21571420b217da",0.43319198611251,0.0327901791805684,0.368924415871981,0.49745955635304,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","Surf Scoter","species","detection","active_near",0.18520342049655,0.0384307287013151,0.109879192241972,0.260527648751128,1.44171615922642e-06,217183,"completed","M02_SoG_detection",2.61644784452203e-06,"pf2_9998fb16c88151e769fb6161","ce2_ab2bbc775bc701ce2357f84b",0.185444573264455,0.0382988438407643,0.110380218687033,0.260508927841876,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","White-winged Scoter","species","detection","active_near",0.0161637368385513,0.0673426908457392,-0.115827937219098,0.1481554108962,0.810313092198908,217199,"completed","M02_SoG_detection",0.882340922616589,"pf2_9998fb16c88151e769fb6161","ce2_ce5540a1bb00a44b6111a558",0.0204005313462903,0.0666405300778115,-0.110212507516878,0.151013570209459,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","Glaucous-winged Gull","species","positive_count","active_near",0.219103656666032,0.0217966569151451,0.176382209112347,0.261825104219716,9.26600236324715e-24,85053,"completed","M02_SoG_positive_count",1.5134470526637e-22,"pf2_14b77668b36fcb5b883340d2","ce2_bd86130036a4001efb1f748b",0.21864109444907,0.0217342617831047,0.17604272412362,0.261239464774521,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","Harlequin Duck","species","positive_count","active_near",0.274712012986695,0.0484878566810616,0.179675813891814,0.369748212081576,1.49898456654358e-08,12030,"completed","M02_SoG_positive_count",6.12085364671962e-08,"pf2_14b77668b36fcb5b883340d2","ce2_c90a21450bff3e3b43ce9c62",0.270934981495328,0.0478123983348392,0.17722440274456,0.364645560246096,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","Short-billed Gull","species","positive_count","active_near",0.392739897618259,0.0470650398266561,0.300492419558013,0.484987375678505,7.56066347757559e-17,22003,"completed","M02_SoG_positive_count",6.17454184002006e-16,"pf2_14b77668b36fcb5b883340d2","ce2_69c5a2c27abc82b4352838c6",0.386094014079017,0.0464465712802423,0.29506040716437,0.477127620993664,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","Surf Scoter","species","positive_count","active_near",0.536771296529535,0.0603800139448665,0.418426469197597,0.655116123861473,6.73478917262046e-19,16632,"completed","M02_SoG_positive_count",8.25011673646007e-18,"pf2_14b77668b36fcb5b883340d2","ce2_a107f296bb517f7269479aea",0.519928023685637,0.0590904598977998,0.404112850456041,0.635743196915233,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","SoG","White-winged Scoter","species","positive_count","active_near",0.187063994930822,0.109189407108464,-0.0269472430017673,0.401075232863412,0.0867409820877264,4706,"completed","M02_SoG_positive_count",0.137106713622535,"pf2_14b77668b36fcb5b883340d2","ce2_6cf4492916fe2106abe63def",0.180901629898507,0.102073315013068,-0.0191583913097177,0.380961651106731,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","Glaucous-winged Gull","species","detection","active_near",0.00524744786802894,0.12939340745136,-0.248363630736636,0.258858526472694,0.967651286456659,8568,"completed","M02_WCVI_detection",0.975774737777993,"pf2_91a7602799863c6b7e560c5a","ce2_c085482bc7876a27c6489e8b",0.0223986143527785,0.127777483909668,-0.228040652145316,0.272837880850873,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","Harlequin Duck","species","detection","active_near",0.501790574851147,0.255673834889278,0.000669858468161366,1.00291129123413,0.0496903482047459,8584,"completed","M02_WCVI_detection",0.0695664874866442,"pf2_91a7602799863c6b7e560c5a","ce2_6b4a3afbc0933752aee1db83",0.519367771040705,0.243844591515436,0.04144115384557,0.99729438823584,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","Short-billed Gull","species","detection","active_near",1.03515053332842,0.149011072054879,0.743088832100855,1.32721223455598,3.7365741573459e-12,8584,"completed","M02_WCVI_detection",4.57730334274873e-11,"pf2_91a7602799863c6b7e560c5a","ce2_700887539045eff48457a99a",1.02408404416085,0.146558019287507,0.736835604711813,1.31133248360989,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","Surf Scoter","species","detection","active_near",0.973934984392502,0.147652341318109,0.684536395409008,1.263333573376,4.22010669312565e-11,8581,"completed","M02_WCVI_detection",3.44642046605261e-10,"pf2_91a7602799863c6b7e560c5a","ce2_b4add378ca4d75e68769c9d7",0.965026720875221,0.14526471722778,0.680313106884377,1.24974033486606,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","White-winged Scoter","species","detection","active_near",0.701874868804537,0.207662460957336,0.294856445328158,1.10889329228092,0.000725166325082062,8584,"completed","M02_WCVI_detection",0.00187016578573795,"pf2_91a7602799863c6b7e560c5a","ce2_aec2e4e50e881d12b7e649c7",0.701528379532323,0.201172888137482,0.307236764116953,1.09581999494769,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","Glaucous-winged Gull","species","positive_count","active_near",0.942407829658052,0.129686898811577,0.688221507987361,1.19659415132874,4.39510391786706e-13,4075,"completed","M02_WCVI_positive_count",7.03216626858729e-12,"pf2_c415098f6f092326d86b4aa9","ce2_fa043651569b3457e5f66112",0.940009770327783,0.129365743521309,0.686457572192771,1.19356196846279,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","Harlequin Duck","species","positive_count","active_near",0.196658325302818,0.195383697869511,-0.186293722521423,0.57961037312706,0.314825062842286,397,"completed","M02_WCVI_positive_count",0.455037233946825,"pf2_c415098f6f092326d86b4aa9","ce2_e85cfd787e991da474798a9a",0.199570099556175,0.194290620620831,-0.181232519394588,0.580372718506939,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","Short-billed Gull","species","positive_count","active_near",1.32445326746117,0.170553235889867,0.990168925117034,1.65873760980531,1.56543236752754e-14,1421,"completed","M02_WCVI_positive_count",3.7570376820661e-13,"pf2_c415098f6f092326d86b4aa9","ce2_ca919adc1b549e46bf2b8095",1.31706388307772,0.169824730657329,0.984213527305137,1.6499142388503,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","Surf Scoter","species","positive_count","active_near",1.17110739756034,0.195163781488746,0.7885863858424,1.55362840927828,2.36404423874121e-09,1857,"completed","M02_WCVI_positive_count",1.89123539099297e-08,"pf2_c415098f6f092326d86b4aa9","ce2_2aee2d7d597d2121c3937741",1.16316424002776,0.194074370534343,0.782785463458167,1.54354301659735,"INCLUDED_PRIMARY_REPRESENTATION"
"M02","WCVI","White-winged Scoter","species","positive_count","active_near",0.41973556773269,0.235218909583319,-0.0412934950506158,0.880764630515996,0.0748021857731822,701,"completed","M02_WCVI_positive_count",0.157264983317774,"pf2_c415098f6f092326d86b4aa9","ce2_f172dac6aa497c68bde0cd5e",0.420345198661602,0.23331883002649,-0.0369513051053411,0.877641702428546,"INCLUDED_PRIMARY_REPRESENTATION"
