"contrast","positive_both","positive_count_only","positive_reporting_only","negative_both","paired_species","reporting_positive","reporting_positive_proportion","count_positive","count_positive_proportion","discordant_pairs","exact_mcnemar_p_value","full_reporting_estimable","full_reporting_positive","full_reporting_positive_proportion","full_count_estimable","full_count_positive","full_count_positive_proportion","reconciles_with_28_of_48_and_42_of_46"
"active_minus_pre_14_day",27,15,0,4,46,27,0.58695652173913,42,0.91304347826087,15,6.10351562500001e-05,48,28,0.583333333333333,46,42,0.91304347826087,TRUE
