effort_frame,period_id,region,event_time_stratum,distance_stratum,independent_events,herring_source_events,unique_observer_clusters,unique_generalized_locations,suppressed_below_20
high_spatial_precision,start_2010,HG,post,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,HG,post,ring_1_2,,,,,true
high_spatial_precision,start_2010,HG,post,ring_2_3,,,,,true
high_spatial_precision,start_2010,HG,post,ring_3_4,,,,,true
high_spatial_precision,start_2010,HG,post,ring_4_5,,,,,true
high_spatial_precision,start_2010,HG,post,ring_5_10,25,57,8,21,false
high_spatial_precision,start_2010,HG,post,ring_10_20,83,94,18,41,false
high_spatial_precision,start_2010,NA,early_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,NA,early_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,NA,early_pre,ring_1_2,,,,,true
high_spatial_precision,start_2010,NA,early_pre,ring_2_3,27,10,19,10,false
high_spatial_precision,start_2010,NA,early_pre,ring_3_4,62,8,49,8,false
high_spatial_precision,start_2010,NA,early_pre,ring_4_5,,,,,true
high_spatial_precision,start_2010,NA,early_pre,ring_5_10,305,26,118,90,false
high_spatial_precision,start_2010,NA,early_pre,ring_10_20,512,17,242,161,false
high_spatial_precision,start_2010,NA,immediate_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,NA,immediate_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,NA,immediate_pre,ring_1_2,,,,,true
high_spatial_precision,start_2010,NA,immediate_pre,ring_2_3,56,12,42,13,false
high_spatial_precision,start_2010,NA,immediate_pre,ring_3_4,82,11,60,18,false
high_spatial_precision,start_2010,NA,immediate_pre,ring_4_5,27,14,18,19,false
high_spatial_precision,start_2010,NA,immediate_pre,ring_5_10,493,30,193,125,false
high_spatial_precision,start_2010,NA,immediate_pre,ring_10_20,844,22,335,221,false
high_spatial_precision,start_2010,NA,spawn_start,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,NA,spawn_start,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,NA,spawn_start,ring_1_2,,,,,true
high_spatial_precision,start_2010,NA,spawn_start,ring_2_3,,,,,true
high_spatial_precision,start_2010,NA,spawn_start,ring_3_4,,,,,true
high_spatial_precision,start_2010,NA,spawn_start,ring_4_5,,,,,true
high_spatial_precision,start_2010,NA,spawn_start,ring_5_10,81,15,42,45,false
high_spatial_precision,start_2010,NA,spawn_start,ring_10_20,126,11,71,69,false
high_spatial_precision,start_2010,NA,early_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,NA,early_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,NA,early_egg,ring_1_2,,,,,true
high_spatial_precision,start_2010,NA,early_egg,ring_2_3,,,,,true
high_spatial_precision,start_2010,NA,early_egg,ring_3_4,24,11,22,17,false
high_spatial_precision,start_2010,NA,early_egg,ring_4_5,22,10,9,9,false
high_spatial_precision,start_2010,NA,early_egg,ring_5_10,210,24,86,68,false
high_spatial_precision,start_2010,NA,early_egg,ring_10_20,399,32,184,146,false
high_spatial_precision,start_2010,NA,late_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,NA,late_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,NA,late_egg,ring_1_2,,,,,true
high_spatial_precision,start_2010,NA,late_egg,ring_2_3,24,8,14,11,false
high_spatial_precision,start_2010,NA,late_egg,ring_3_4,38,12,32,17,false
high_spatial_precision,start_2010,NA,late_egg,ring_4_5,,,,,true
high_spatial_precision,start_2010,NA,late_egg,ring_5_10,240,21,106,75,false
high_spatial_precision,start_2010,NA,late_egg,ring_10_20,483,38,232,159,false
high_spatial_precision,start_2010,NA,post,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,NA,post,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,NA,post,ring_1_2,30,9,15,14,false
high_spatial_precision,start_2010,NA,post,ring_2_3,25,11,16,11,false
high_spatial_precision,start_2010,NA,post,ring_3_4,46,9,33,18,false
high_spatial_precision,start_2010,NA,post,ring_4_5,55,16,24,19,false
high_spatial_precision,start_2010,NA,post,ring_5_10,434,27,166,101,false
high_spatial_precision,start_2010,NA,post,ring_10_20,974,35,387,278,false
high_spatial_precision,start_2010,PRD,early_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,PRD,early_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,PRD,early_pre,ring_1_2,,,,,true
high_spatial_precision,start_2010,PRD,early_pre,ring_2_3,,,,,true
high_spatial_precision,start_2010,PRD,early_pre,ring_3_4,,,,,true
high_spatial_precision,start_2010,PRD,early_pre,ring_4_5,,,,,true
high_spatial_precision,start_2010,PRD,early_pre,ring_5_10,52,24,13,15,false
high_spatial_precision,start_2010,PRD,early_pre,ring_10_20,260,148,26,35,false
high_spatial_precision,start_2010,PRD,immediate_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,PRD,immediate_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,PRD,immediate_pre,ring_1_2,,,,,true
high_spatial_precision,start_2010,PRD,immediate_pre,ring_2_3,,,,,true
high_spatial_precision,start_2010,PRD,immediate_pre,ring_3_4,,,,,true
high_spatial_precision,start_2010,PRD,immediate_pre,ring_4_5,,,,,true
high_spatial_precision,start_2010,PRD,immediate_pre,ring_5_10,103,59,22,33,false
high_spatial_precision,start_2010,PRD,immediate_pre,ring_10_20,491,196,56,72,false
high_spatial_precision,start_2010,PRD,spawn_start,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,PRD,spawn_start,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,PRD,spawn_start,ring_1_2,,,,,true
high_spatial_precision,start_2010,PRD,spawn_start,ring_2_3,,,,,true
high_spatial_precision,start_2010,PRD,spawn_start,ring_3_4,,,,,true
high_spatial_precision,start_2010,PRD,spawn_start,ring_4_5,,,,,true
high_spatial_precision,start_2010,PRD,spawn_start,ring_5_10,25,16,18,12,false
high_spatial_precision,start_2010,PRD,spawn_start,ring_10_20,128,136,35,31,false
high_spatial_precision,start_2010,PRD,early_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,PRD,early_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,PRD,early_egg,ring_1_2,,,,,true
high_spatial_precision,start_2010,PRD,early_egg,ring_2_3,,,,,true
high_spatial_precision,start_2010,PRD,early_egg,ring_3_4,,,,,true
high_spatial_precision,start_2010,PRD,early_egg,ring_4_5,,,,,true
high_spatial_precision,start_2010,PRD,early_egg,ring_5_10,67,31,27,23,false
high_spatial_precision,start_2010,PRD,early_egg,ring_10_20,290,157,55,49,false
high_spatial_precision,start_2010,PRD,late_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,PRD,late_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,PRD,late_egg,ring_1_2,,,,,true
high_spatial_precision,start_2010,PRD,late_egg,ring_2_3,,,,,true
high_spatial_precision,start_2010,PRD,late_egg,ring_3_4,,,,,true
high_spatial_precision,start_2010,PRD,late_egg,ring_4_5,,,,,true
high_spatial_precision,start_2010,PRD,late_egg,ring_5_10,62,21,21,23,false
high_spatial_precision,start_2010,PRD,late_egg,ring_10_20,388,178,62,69,false
high_spatial_precision,start_2010,PRD,post,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,PRD,post,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,PRD,post,ring_1_2,,,,,true
high_spatial_precision,start_2010,PRD,post,ring_2_3,,,,,true
high_spatial_precision,start_2010,PRD,post,ring_3_4,,,,,true
high_spatial_precision,start_2010,PRD,post,ring_4_5,,,,,true
high_spatial_precision,start_2010,PRD,post,ring_5_10,104,54,28,40,false
high_spatial_precision,start_2010,PRD,post,ring_10_20,577,174,57,96,false
high_spatial_precision,start_2010,SoG,early_pre,ring_0_0p5,450,149,264,110,false
high_spatial_precision,start_2010,SoG,early_pre,ring_0p5_1,643,195,288,168,false
high_spatial_precision,start_2010,SoG,early_pre,ring_1_2,1501,363,543,398,false
high_spatial_precision,start_2010,SoG,early_pre,ring_2_3,1770,361,552,462,false
high_spatial_precision,start_2010,SoG,early_pre,ring_3_4,2155,378,664,521,false
high_spatial_precision,start_2010,SoG,early_pre,ring_4_5,2495,424,762,559,false
high_spatial_precision,start_2010,SoG,early_pre,ring_5_10,9653,735,1973,2384,false
high_spatial_precision,start_2010,SoG,early_pre,ring_10_20,15190,793,3179,3608,false
high_spatial_precision,start_2010,SoG,immediate_pre,ring_0_0p5,910,223,433,153,false
high_spatial_precision,start_2010,SoG,immediate_pre,ring_0p5_1,1392,285,536,306,false
high_spatial_precision,start_2010,SoG,immediate_pre,ring_1_2,3050,464,964,623,false
high_spatial_precision,start_2010,SoG,immediate_pre,ring_2_3,3466,481,936,799,false
high_spatial_precision,start_2010,SoG,immediate_pre,ring_3_4,4404,496,1187,840,false
high_spatial_precision,start_2010,SoG,immediate_pre,ring_4_5,4788,524,1270,889,false
high_spatial_precision,start_2010,SoG,immediate_pre,ring_5_10,17272,792,3211,3404,false
high_spatial_precision,start_2010,SoG,immediate_pre,ring_10_20,27091,835,4855,4950,false
high_spatial_precision,start_2010,SoG,spawn_start,ring_0_0p5,196,95,133,59,false
high_spatial_precision,start_2010,SoG,spawn_start,ring_0p5_1,303,138,170,81,false
high_spatial_precision,start_2010,SoG,spawn_start,ring_1_2,649,259,307,203,false
high_spatial_precision,start_2010,SoG,spawn_start,ring_2_3,669,241,298,248,false
high_spatial_precision,start_2010,SoG,spawn_start,ring_3_4,811,262,345,252,false
high_spatial_precision,start_2010,SoG,spawn_start,ring_4_5,953,288,446,295,false
high_spatial_precision,start_2010,SoG,spawn_start,ring_5_10,3472,583,1029,1140,false
high_spatial_precision,start_2010,SoG,spawn_start,ring_10_20,5685,693,1581,1650,false
high_spatial_precision,start_2010,SoG,early_egg,ring_0_0p5,447,161,252,108,false
high_spatial_precision,start_2010,SoG,early_egg,ring_0p5_1,626,189,324,148,false
high_spatial_precision,start_2010,SoG,early_egg,ring_1_2,1550,347,591,382,false
high_spatial_precision,start_2010,SoG,early_egg,ring_2_3,1588,340,564,459,false
high_spatial_precision,start_2010,SoG,early_egg,ring_3_4,2067,365,720,479,false
high_spatial_precision,start_2010,SoG,early_egg,ring_4_5,2193,399,767,514,false
high_spatial_precision,start_2010,SoG,early_egg,ring_5_10,8311,700,1977,2023,false
high_spatial_precision,start_2010,SoG,early_egg,ring_10_20,13648,804,2969,2869,false
high_spatial_precision,start_2010,SoG,late_egg,ring_0_0p5,428,150,244,99,false
high_spatial_precision,start_2010,SoG,late_egg,ring_0p5_1,666,216,320,167,false
high_spatial_precision,start_2010,SoG,late_egg,ring_1_2,1748,377,644,438,false
high_spatial_precision,start_2010,SoG,late_egg,ring_2_3,1963,369,634,502,false
high_spatial_precision,start_2010,SoG,late_egg,ring_3_4,2470,401,748,526,false
high_spatial_precision,start_2010,SoG,late_egg,ring_4_5,3008,440,895,634,false
high_spatial_precision,start_2010,SoG,late_egg,ring_5_10,10427,729,2309,2393,false
high_spatial_precision,start_2010,SoG,late_egg,ring_10_20,17070,810,3457,3490,false
high_spatial_precision,start_2010,SoG,post,ring_0_0p5,828,194,378,151,false
high_spatial_precision,start_2010,SoG,post,ring_0p5_1,1296,258,453,268,false
high_spatial_precision,start_2010,SoG,post,ring_1_2,3372,433,959,641,false
high_spatial_precision,start_2010,SoG,post,ring_2_3,3969,473,1065,771,false
high_spatial_precision,start_2010,SoG,post,ring_3_4,5280,500,1319,885,false
high_spatial_precision,start_2010,SoG,post,ring_4_5,5980,518,1499,1046,false
high_spatial_precision,start_2010,SoG,post,ring_5_10,19842,799,3790,3772,false
high_spatial_precision,start_2010,SoG,post,ring_10_20,31643,837,5808,5499,false
high_spatial_precision,start_2010,WCVI,early_pre,ring_0_0p5,20,8,11,10,false
high_spatial_precision,start_2010,WCVI,early_pre,ring_0p5_1,43,16,18,25,false
high_spatial_precision,start_2010,WCVI,early_pre,ring_1_2,65,24,20,30,false
high_spatial_precision,start_2010,WCVI,early_pre,ring_2_3,68,33,32,28,false
high_spatial_precision,start_2010,WCVI,early_pre,ring_3_4,77,31,31,37,false
high_spatial_precision,start_2010,WCVI,early_pre,ring_4_5,66,23,36,33,false
high_spatial_precision,start_2010,WCVI,early_pre,ring_5_10,236,110,96,93,false
high_spatial_precision,start_2010,WCVI,early_pre,ring_10_20,463,209,168,152,false
high_spatial_precision,start_2010,WCVI,immediate_pre,ring_0_0p5,64,20,27,15,false
high_spatial_precision,start_2010,WCVI,immediate_pre,ring_0p5_1,134,33,52,33,false
high_spatial_precision,start_2010,WCVI,immediate_pre,ring_1_2,237,62,91,61,false
high_spatial_precision,start_2010,WCVI,immediate_pre,ring_2_3,339,68,161,65,false
high_spatial_precision,start_2010,WCVI,immediate_pre,ring_3_4,264,76,113,73,false
high_spatial_precision,start_2010,WCVI,immediate_pre,ring_4_5,327,85,194,73,false
high_spatial_precision,start_2010,WCVI,immediate_pre,ring_5_10,688,163,280,159,false
high_spatial_precision,start_2010,WCVI,immediate_pre,ring_10_20,1042,268,322,257,false
high_spatial_precision,start_2010,WCVI,spawn_start,ring_0_0p5,,,,,true
high_spatial_precision,start_2010,WCVI,spawn_start,ring_0p5_1,,,,,true
high_spatial_precision,start_2010,WCVI,spawn_start,ring_1_2,54,35,22,29,false
high_spatial_precision,start_2010,WCVI,spawn_start,ring_2_3,61,44,39,25,false
high_spatial_precision,start_2010,WCVI,spawn_start,ring_3_4,37,30,19,23,false
high_spatial_precision,start_2010,WCVI,spawn_start,ring_4_5,71,42,55,31,false
high_spatial_precision,start_2010,WCVI,spawn_start,ring_5_10,172,99,89,64,false
high_spatial_precision,start_2010,WCVI,spawn_start,ring_10_20,255,162,101,104,false
high_spatial_precision,start_2010,WCVI,early_egg,ring_0_0p5,38,17,21,14,false
high_spatial_precision,start_2010,WCVI,early_egg,ring_0p5_1,61,21,21,25,false
high_spatial_precision,start_2010,WCVI,early_egg,ring_1_2,153,41,49,45,false
high_spatial_precision,start_2010,WCVI,early_egg,ring_2_3,153,42,71,45,false
high_spatial_precision,start_2010,WCVI,early_egg,ring_3_4,136,54,61,52,false
high_spatial_precision,start_2010,WCVI,early_egg,ring_4_5,186,57,99,64,false
high_spatial_precision,start_2010,WCVI,early_egg,ring_5_10,362,125,156,106,false
high_spatial_precision,start_2010,WCVI,early_egg,ring_10_20,632,228,186,182,false
high_spatial_precision,start_2010,WCVI,late_egg,ring_0_0p5,26,13,15,7,false
high_spatial_precision,start_2010,WCVI,late_egg,ring_0p5_1,63,21,25,21,false
high_spatial_precision,start_2010,WCVI,late_egg,ring_1_2,132,43,46,47,false
high_spatial_precision,start_2010,WCVI,late_egg,ring_2_3,195,50,100,51,false
high_spatial_precision,start_2010,WCVI,late_egg,ring_3_4,131,45,42,47,false
high_spatial_precision,start_2010,WCVI,late_egg,ring_4_5,147,52,54,57,false
high_spatial_precision,start_2010,WCVI,late_egg,ring_5_10,460,126,126,113,false
high_spatial_precision,start_2010,WCVI,late_egg,ring_10_20,840,240,209,185,false
high_spatial_precision,start_2010,WCVI,post,ring_0_0p5,98,15,57,14,false
high_spatial_precision,start_2010,WCVI,post,ring_0p5_1,237,31,66,40,false
high_spatial_precision,start_2010,WCVI,post,ring_1_2,474,63,155,77,false
high_spatial_precision,start_2010,WCVI,post,ring_2_3,500,59,209,83,false
high_spatial_precision,start_2010,WCVI,post,ring_3_4,533,71,180,102,false
high_spatial_precision,start_2010,WCVI,post,ring_4_5,526,76,193,104,false
high_spatial_precision,start_2010,WCVI,post,ring_5_10,1485,162,443,219,false
high_spatial_precision,start_2010,WCVI,post,ring_10_20,2661,286,628,376,false
high_spatial_precision,start_2015,A27,early_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A27,early_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A27,early_pre,ring_1_2,,,,,true
high_spatial_precision,start_2015,A27,early_pre,ring_2_3,,,,,true
high_spatial_precision,start_2015,A27,early_pre,ring_3_4,,,,,true
high_spatial_precision,start_2015,A27,early_pre,ring_4_5,,,,,true
high_spatial_precision,start_2015,A27,early_pre,ring_5_10,,,,,true
high_spatial_precision,start_2015,A27,early_pre,ring_10_20,,,,,true
high_spatial_precision,start_2015,A27,immediate_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A27,immediate_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A27,immediate_pre,ring_1_2,,,,,true
high_spatial_precision,start_2015,A27,immediate_pre,ring_2_3,,,,,true
high_spatial_precision,start_2015,A27,immediate_pre,ring_3_4,,,,,true
high_spatial_precision,start_2015,A27,immediate_pre,ring_4_5,,,,,true
high_spatial_precision,start_2015,A27,immediate_pre,ring_5_10,,,,,true
high_spatial_precision,start_2015,A27,immediate_pre,ring_10_20,,,,,true
high_spatial_precision,start_2015,A27,spawn_start,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A27,spawn_start,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A27,spawn_start,ring_1_2,,,,,true
high_spatial_precision,start_2015,A27,spawn_start,ring_2_3,,,,,true
high_spatial_precision,start_2015,A27,spawn_start,ring_3_4,,,,,true
high_spatial_precision,start_2015,A27,spawn_start,ring_4_5,,,,,true
high_spatial_precision,start_2015,A27,spawn_start,ring_5_10,,,,,true
high_spatial_precision,start_2015,A27,spawn_start,ring_10_20,,,,,true
high_spatial_precision,start_2015,A27,early_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A27,early_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A27,early_egg,ring_1_2,,,,,true
high_spatial_precision,start_2015,A27,early_egg,ring_2_3,,,,,true
high_spatial_precision,start_2015,A27,early_egg,ring_3_4,,,,,true
high_spatial_precision,start_2015,A27,early_egg,ring_4_5,,,,,true
high_spatial_precision,start_2015,A27,early_egg,ring_5_10,,,,,true
high_spatial_precision,start_2015,A27,early_egg,ring_10_20,,,,,true
high_spatial_precision,start_2015,A27,late_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A27,late_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A27,late_egg,ring_1_2,,,,,true
high_spatial_precision,start_2015,A27,late_egg,ring_2_3,,,,,true
high_spatial_precision,start_2015,A27,late_egg,ring_3_4,,,,,true
high_spatial_precision,start_2015,A27,late_egg,ring_4_5,,,,,true
high_spatial_precision,start_2015,A27,late_egg,ring_5_10,,,,,true
high_spatial_precision,start_2015,A27,late_egg,ring_10_20,,,,,true
high_spatial_precision,start_2015,A27,post,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A27,post,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A27,post,ring_1_2,,,,,true
high_spatial_precision,start_2015,A27,post,ring_2_3,,,,,true
high_spatial_precision,start_2015,A27,post,ring_3_4,,,,,true
high_spatial_precision,start_2015,A27,post,ring_4_5,,,,,true
high_spatial_precision,start_2015,A27,post,ring_5_10,,,,,true
high_spatial_precision,start_2015,A27,post,ring_10_20,,,,,true
high_spatial_precision,start_2015,A2W,early_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A2W,early_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A2W,early_pre,ring_1_2,,,,,true
high_spatial_precision,start_2015,A2W,early_pre,ring_2_3,,,,,true
high_spatial_precision,start_2015,A2W,early_pre,ring_3_4,,,,,true
high_spatial_precision,start_2015,A2W,early_pre,ring_4_5,,,,,true
high_spatial_precision,start_2015,A2W,early_pre,ring_5_10,,,,,true
high_spatial_precision,start_2015,A2W,early_pre,ring_10_20,,,,,true
high_spatial_precision,start_2015,A2W,immediate_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A2W,immediate_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A2W,immediate_pre,ring_1_2,,,,,true
high_spatial_precision,start_2015,A2W,immediate_pre,ring_2_3,,,,,true
high_spatial_precision,start_2015,A2W,immediate_pre,ring_3_4,,,,,true
high_spatial_precision,start_2015,A2W,immediate_pre,ring_4_5,,,,,true
high_spatial_precision,start_2015,A2W,immediate_pre,ring_5_10,,,,,true
high_spatial_precision,start_2015,A2W,immediate_pre,ring_10_20,,,,,true
high_spatial_precision,start_2015,A2W,spawn_start,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A2W,spawn_start,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A2W,spawn_start,ring_1_2,,,,,true
high_spatial_precision,start_2015,A2W,spawn_start,ring_2_3,,,,,true
high_spatial_precision,start_2015,A2W,spawn_start,ring_3_4,,,,,true
high_spatial_precision,start_2015,A2W,spawn_start,ring_4_5,,,,,true
high_spatial_precision,start_2015,A2W,spawn_start,ring_5_10,,,,,true
high_spatial_precision,start_2015,A2W,spawn_start,ring_10_20,,,,,true
high_spatial_precision,start_2015,A2W,early_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A2W,early_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A2W,early_egg,ring_1_2,,,,,true
high_spatial_precision,start_2015,A2W,early_egg,ring_2_3,,,,,true
high_spatial_precision,start_2015,A2W,early_egg,ring_3_4,,,,,true
high_spatial_precision,start_2015,A2W,early_egg,ring_4_5,,,,,true
high_spatial_precision,start_2015,A2W,early_egg,ring_5_10,,,,,true
high_spatial_precision,start_2015,A2W,early_egg,ring_10_20,,,,,true
high_spatial_precision,start_2015,A2W,late_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A2W,late_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A2W,late_egg,ring_1_2,,,,,true
high_spatial_precision,start_2015,A2W,late_egg,ring_2_3,,,,,true
high_spatial_precision,start_2015,A2W,late_egg,ring_3_4,,,,,true
high_spatial_precision,start_2015,A2W,late_egg,ring_4_5,,,,,true
high_spatial_precision,start_2015,A2W,late_egg,ring_5_10,,,,,true
high_spatial_precision,start_2015,A2W,late_egg,ring_10_20,,,,,true
high_spatial_precision,start_2015,A2W,post,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,A2W,post,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,A2W,post,ring_1_2,,,,,true
high_spatial_precision,start_2015,A2W,post,ring_2_3,,,,,true
high_spatial_precision,start_2015,A2W,post,ring_3_4,,,,,true
high_spatial_precision,start_2015,A2W,post,ring_4_5,,,,,true
high_spatial_precision,start_2015,A2W,post,ring_5_10,,,,,true
high_spatial_precision,start_2015,A2W,post,ring_10_20,,,,,true
high_spatial_precision,start_2015,CC,early_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,CC,early_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,CC,early_pre,ring_1_2,,,,,true
high_spatial_precision,start_2015,CC,early_pre,ring_2_3,,,,,true
high_spatial_precision,start_2015,CC,early_pre,ring_3_4,,,,,true
high_spatial_precision,start_2015,CC,early_pre,ring_4_5,,,,,true
high_spatial_precision,start_2015,CC,early_pre,ring_5_10,,,,,true
high_spatial_precision,start_2015,CC,early_pre,ring_10_20,,,,,true
high_spatial_precision,start_2015,CC,immediate_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,CC,immediate_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,CC,immediate_pre,ring_1_2,,,,,true
high_spatial_precision,start_2015,CC,immediate_pre,ring_2_3,,,,,true
high_spatial_precision,start_2015,CC,immediate_pre,ring_3_4,,,,,true
high_spatial_precision,start_2015,CC,immediate_pre,ring_4_5,,,,,true
high_spatial_precision,start_2015,CC,immediate_pre,ring_5_10,88,27,48,23,false
high_spatial_precision,start_2015,CC,immediate_pre,ring_10_20,130,82,77,36,false
high_spatial_precision,start_2015,CC,spawn_start,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,CC,spawn_start,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,CC,spawn_start,ring_1_2,,,,,true
high_spatial_precision,start_2015,CC,spawn_start,ring_2_3,,,,,true
high_spatial_precision,start_2015,CC,spawn_start,ring_3_4,,,,,true
high_spatial_precision,start_2015,CC,spawn_start,ring_4_5,,,,,true
high_spatial_precision,start_2015,CC,spawn_start,ring_5_10,43,22,26,13,false
high_spatial_precision,start_2015,CC,spawn_start,ring_10_20,74,66,42,20,false
high_spatial_precision,start_2015,CC,early_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,CC,early_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,CC,early_egg,ring_1_2,,,,,true
high_spatial_precision,start_2015,CC,early_egg,ring_2_3,,,,,true
high_spatial_precision,start_2015,CC,early_egg,ring_3_4,,,,,true
high_spatial_precision,start_2015,CC,early_egg,ring_4_5,,,,,true
high_spatial_precision,start_2015,CC,early_egg,ring_5_10,91,33,60,19,false
high_spatial_precision,start_2015,CC,early_egg,ring_10_20,135,72,80,24,false
high_spatial_precision,start_2015,CC,late_egg,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,CC,late_egg,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,CC,late_egg,ring_1_2,,,,,true
high_spatial_precision,start_2015,CC,late_egg,ring_2_3,,,,,true
high_spatial_precision,start_2015,CC,late_egg,ring_3_4,,,,,true
high_spatial_precision,start_2015,CC,late_egg,ring_4_5,,,,,true
high_spatial_precision,start_2015,CC,late_egg,ring_5_10,47,30,29,16,false
high_spatial_precision,start_2015,CC,late_egg,ring_10_20,115,80,53,34,false
high_spatial_precision,start_2015,CC,post,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,CC,post,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,CC,post,ring_1_2,,,,,true
high_spatial_precision,start_2015,CC,post,ring_2_3,,,,,true
high_spatial_precision,start_2015,CC,post,ring_3_4,,,,,true
high_spatial_precision,start_2015,CC,post,ring_4_5,,,,,true
high_spatial_precision,start_2015,CC,post,ring_5_10,22,29,16,15,false
high_spatial_precision,start_2015,CC,post,ring_10_20,106,155,35,51,false
high_spatial_precision,start_2015,HG,early_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,HG,early_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,HG,early_pre,ring_1_2,,,,,true
high_spatial_precision,start_2015,HG,early_pre,ring_2_3,,,,,true
high_spatial_precision,start_2015,HG,early_pre,ring_3_4,,,,,true
high_spatial_precision,start_2015,HG,early_pre,ring_4_5,,,,,true
high_spatial_precision,start_2015,HG,early_pre,ring_5_10,,,,,true
high_spatial_precision,start_2015,HG,early_pre,ring_10_20,,,,,true
high_spatial_precision,start_2015,HG,immediate_pre,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,HG,immediate_pre,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,HG,immediate_pre,ring_1_2,,,,,true
high_spatial_precision,start_2015,HG,immediate_pre,ring_2_3,,,,,true
high_spatial_precision,start_2015,HG,immediate_pre,ring_3_4,,,,,true
high_spatial_precision,start_2015,HG,immediate_pre,ring_4_5,,,,,true
high_spatial_precision,start_2015,HG,immediate_pre,ring_5_10,,,,,true
high_spatial_precision,start_2015,HG,immediate_pre,ring_10_20,21,43,12,16,false
high_spatial_precision,start_2015,HG,spawn_start,ring_0_0p5,,,,,true
high_spatial_precision,start_2015,HG,spawn_start,ring_0p5_1,,,,,true
high_spatial_precision,start_2015,HG,spawn_start,ring_1_2,,,,,true
high_spatial_precision,start_2015,HG,spawn_start,ring_2_3,,,,,true
high_spatial_precision,start_2015,HG,spawn_start,ring_3_4,,,,,true
high_spatial_precision,start_2015,HG,spawn_start,ring_4_5,,,,,true
high_spatial_precision,start_2015,HG,spawn_start,ring_5_10,,,,,true
high_spatial_precision,start_2015,HG,spawn_start,ring_10_20,,,,,true
