source_path,destination_path,source_commit_sha,sha256,exact_copy
metadata/species_crosswalk.csv,metadata/source_taxonomy_crosswalk.csv,f3387d58f6d55a070b86f41ef41e11512dcf7688,a42733b9643f1392e449ac00c2ce38d928a36e10e2e64489ff3f2d1fe64110a8,TRUE
metadata/ambiguous_taxon_rules.csv,metadata/ambiguous_taxon_rules.csv,f3387d58f6d55a070b86f41ef41e11512dcf7688,de43b4dea1704cfaebca7f0d314ed55509a05bc151a1c3600d3cd1bfb9990012,TRUE
