"region","unit_label","outcome","model_version_id","publication_role","matched_primary_model_id","sensitivity_id","unit_class","contrast","estimate","standard_error","conf_low","conf_high","p_value","q_value","n","status","effect_scale","reference_estimate","reference_conf_low","reference_conf_high","reference_q_value","reference_status","estimate_difference_from_matched_reference","same_estimate_sign","confidence_intervals_overlap"
"SoG","roe_diving_seaduck","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.00338074724002105,0.0252122013383563,-0.052795753834172,0.0460342593541299,0.893330053344906,0.962124496979789,65201,"completed","log_expected_positive_numeric_count",0.297094917642242,0.250908438763358,0.343281396521125,3.84046884010367e-36,"completed",-0.300475664882263,FALSE,FALSE
"SoG","shoreline_scavenger","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.000528685263632405,0.0111330882924139,-0.0212917668262034,0.0223491373534682,0.962124496979789,0.962124496979789,168234,"completed","log_expected_positive_numeric_count",0.152488006584355,0.130127092960526,0.174848920208184,2.55541761829984e-40,"completed",-0.151959321320723,TRUE,FALSE
"SoG","surface_vegetation_roe","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0040750985668143,0.0191825463405035,-0.0335220013923433,0.0416721985259719,0.831765473191168,0.962124496979789,106367,"completed","log_expected_positive_numeric_count",0.3277774687181,0.29092438808806,0.364630549348141,3.75704927493526e-67,"completed",-0.323702370151286,TRUE,FALSE
"WCVI","alcid_piscivore","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.174859820422168,0.265934599926408,-0.34636241767666,0.696082058520995,0.510840567247461,0.715550447848056,8584,"completed_with_singular_warning","log_odds",0.00422477499186266,-0.503301603694453,0.511751153678178,0.986982911733911,"completed_with_singular_warning",0.170635045430305,TRUE,TRUE
"WCVI","falsification","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.567205824433284,0.444083868323261,-1.4375942124621,0.303182563595536,0.201514235304261,0.715550447848056,8584,"completed_with_singular_warning","log_odds",0.174831607289309,-0.641128076534453,0.99079129111307,0.770880846688146,"completed_with_singular_warning",-0.742037431722593,FALSE,TRUE
"WCVI","gull_roe","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.179633985119274,0.170027375685545,-0.512881517848804,0.153613547610256,0.290739672436428,0.715550447848056,8575,"completed","log_odds",0.416556517084619,0.0497064223169004,0.783406611852338,0.0520914029994399,"completed",-0.596190502203893,FALSE,TRUE
"WCVI","intertidal_roe_shorebird","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.0988388273234235,0.172477073122517,-0.436887678802437,0.23921002415559,0.566607540427709,0.715550447848056,8584,"completed_with_singular_warning","log_odds",0.167375240038809,-0.198914570881618,0.533665050959236,0.493954688049936,"completed_with_singular_warning",-0.266214067362233,FALSE,TRUE
"WCVI","piscivore_active_spawn","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.123087108311992,0.168268442659237,-0.452887195658738,0.206712979034755,0.464478367524653,0.715550447848056,8580,"completed_with_singular_warning","log_odds",0.525457639408481,0.155931985049046,0.894983293767915,0.0141850705131559,"completed",-0.648544747720473,FALSE,TRUE
"WCVI","roe_diving_seaduck","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.00602808480416972,0.171716525775901,-0.330530121266939,0.342586290875279,0.971996125121073,0.971996125121073,8573,"completed_with_singular_warning","log_odds",0.684494060707849,0.321089757250422,1.04789836416528,0.00178200311583372,"completed",-0.678465975903679,TRUE,TRUE
"WCVI","shoreline_scavenger","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.51136858185201,0.190082605040109,-0.883923641818175,-0.138813521885844,0.0071399799471805,0.057119839577444,8584,"completed_with_singular_warning","log_odds",0.320001669833952,-0.116581831923195,0.7565851715911,0.241334976954823,"completed_with_singular_warning",-0.831370251685962,FALSE,FALSE
"WCVI","surface_vegetation_roe","detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.104016547535531,0.213492499227655,-0.522454156991179,0.314421061920118,0.626106641867049,0.715550447848056,8579,"completed_with_singular_warning","log_odds",0.603550647545219,0.210931354352205,0.996169940738233,0.0103492757008082,"completed_with_singular_warning",-0.70756719508075,FALSE,TRUE
"WCVI","alcid_piscivore","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0425433526539761,0.206052459845125,-0.361312047568355,0.446398752876307,0.836424928758884,0.907025957851963,1151,"completed_with_singular_warning","log_expected_positive_numeric_count",-0.00682000095444064,-0.370037171066135,0.356397169157253,0.970643235095906,"completed",0.0493633536084167,FALSE,TRUE
"WCVI","falsification","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0987533159845715,0.4892631430451,-0.860184823346694,1.05769145531584,0.840041101390627,0.907025957851963,246,"completed_with_singular_warning","log_expected_positive_numeric_count",0.452224405178824,-0.420669659833195,1.32511847019084,0.413215225604344,"completed_with_singular_warning",-0.353471089194253,TRUE,TRUE
"WCVI","gull_roe","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0140496238775202,0.120297511608109,-0.221729166304162,0.249828414059203,0.907025957851963,0.907025957851963,4420,"completed","log_expected_positive_numeric_count",0.672575572029941,0.43407628727215,0.911074856787731,1.30181856110121e-07,"completed",-0.658525948152421,TRUE,FALSE
"WCVI","intertidal_roe_shorebird","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.0571261897145617,0.13951269264511,-0.330566042685183,0.216313663256059,0.682195159849555,0.907025957851963,3041,"completed","log_expected_positive_numeric_count",0.0725210660998354,-0.216355440962462,0.361397573162132,0.711647265684522,"completed",-0.129647255814397,FALSE,TRUE
"WCVI","piscivore_active_spawn","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.0868926531774424,0.127596257501662,-0.163191416087913,0.336976722442798,0.495873465030547,0.907025957851963,4089,"completed_with_singular_warning","log_expected_positive_numeric_count",0.454038194394353,0.227114428988768,0.680961959799939,0.000140755437594137,"completed",-0.367145541216911,TRUE,TRUE
"WCVI","roe_diving_seaduck","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",-0.316383235250111,0.159506094747455,-0.629009436269755,-0.00375703423046636,0.0473095808559809,0.378476646847847,3015,"completed","log_expected_positive_numeric_count",1.11178846258365,0.834992274488062,1.38858465067924,2.7820054385966e-14,"completed",-1.42817169783376,FALSE,FALSE
"WCVI","shoreline_scavenger","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.083210295271151,0.0598964920229431,-0.034184671894108,0.20060526243641,0.164761341719645,0.659045366878578,6855,"completed","log_expected_positive_numeric_count",0.285125608134636,0.161406053877232,0.408845162392039,1.6729226483524e-05,"completed",-0.201915312863485,TRUE,TRUE
"WCVI","surface_vegetation_roe","positive_numeric_count_given_detection","M28_v2","placebo_diagnostic_not_biological_evidence","M01","region_year_bundle_placebo_20011","guild","active_near",0.219631888633953,0.210012583375578,-0.191985211082395,0.631248988350302,0.295651778333165,0.788404742221772,1509,"completed","log_expected_positive_numeric_count",0.717123317410946,0.373827083799343,1.06041955102255,8.47124622234167e-05,"completed",-0.497491428776993,TRUE,TRUE
"WCVI","alcid_piscivore","detection","S4A11_WCVI_DOMINANT_OBSERVER_v2","observer_composition_sensitivity","M01","wcvi_dominant_observer_holdout","guild","active_near",0.419328180315898,0.288251605067851,-0.145634584102953,0.984290944734748,0.145744097957724,0.194325463943632,5529,"completed_with_singular_warning","log_odds",0.00422477499186266,-0.503301603694453,0.511751153678178,0.986982911733911,"completed_with_singular_warning",0.415103405324035,TRUE,TRUE
"WCVI","falsification","detection","S4A11_WCVI_DOMINANT_OBSERVER_v2","observer_composition_sensitivity","M01","wcvi_dominant_observer_holdout","guild","active_near",0.909288656559556,0.520449966202164,-0.110774532951774,1.92935184607089,0.0806164876431246,0.161232975286249,5529,"completed_with_singular_warning","log_odds",0.174831607289309,-0.641128076534453,0.99079129111307,0.770880846688146,"completed_with_singular_warning",0.734457049270247,TRUE,TRUE
"WCVI","gull_roe","detection","S4A11_WCVI_DOMINANT_OBSERVER_v2","observer_composition_sensitivity","M01","wcvi_dominant_observer_holdout","guild","active_near",0.333938235491801,0.215439229465612,-0.0883148951178594,0.756191366101462,0.12113323876086,0.193813182017376,5520,"completed","log_odds",0.416556517084619,0.0497064223169004,0.783406611852338,0.0520914029994399,"completed",-0.082618281592818,TRUE,TRUE
