"v1_effect_row_id","pooling_family_id_v2","component_evidence_id","model_id","canonical_model_id","included_in_future_estimator","disposition_reason_code","numeric_input_reason_code"
"v1r_001806505e2f9fdfd0e4ab81","pf2_b44984f7fd9719c3da33c58d","ce2_f830de7218ba891921e39d27","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0018d3728ff0657ef68b5bf2","pf2_78405cc1c62824e523c93fbf","ce2_0a61b1b8196f5c5c27ccddfc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_002d1a2b86b4899b464e4c6b","pf2_c415098f6f092326d86b4aa9","ce2_f8e9b8d12d1d8ae46fcdc4c7","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_003b5f04cb8d0eda0ec6ee48","pf2_b1169eb051ee8f774a8b120a","ce2_69bf15b955a5543f36898bcf","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_003e12a63a98154165afe014","pf2_b1169eb051ee8f774a8b120a","ce2_beb6b21acf596cd7b2dafc2e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0044c58101286f25322e34a5","pf2_015a9c3cdecf168cb167287f","ce2_218c542bbd0d56f43a731185","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_005245c0bc426cef771cfccf","pf2_e2b001e4dc833b785d92a998","ce2_bb3e2b289849fabb9e0b05fb","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0055e48c86f8f6857bfc4edc","pf2_ad640f92d3d5c42f74654e10","ce2_72cc271f354a4d01bb266503","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_00575245c6882b3b87541288","pf2_9998fb16c88151e769fb6161","ce2_4a0232c3b2b2baaf9fcb030c","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0060f0f9b118c3a18aeda735","pf2_83de5c75cd8e3eed9c391625","ce2_a5622e0f8691a4a55fb450c5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_007060ddcd8759c954671a49","pf2_36e1bff0b90bbf366a916df1","ce2_19532882e905c5a7a28f60e7","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0077667d201243e86c131c89","pf2_36e1bff0b90bbf366a916df1","ce2_9e15db1d77d1aea3a8f0418b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_007d056980e64940034a9591","pf2_767e79249393e839d9193f96","ce2_e28d8eb280f57acebf624778","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_007d2989989a449704e99cca","pf2_8f08065cb779fadd37dc476c","ce2_b806d53ff0a712c416447fed","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_008fff4fd45a4d21b536723b","pf2_625ea416a9f5b375e7c490da","ce2_d5e64f8426228ef0af7f92de","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_009975782b5017871ba83cdc","pf2_36e1bff0b90bbf366a916df1","ce2_ee72f3ad64e0fb5029cf7214","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_00a213f65c115c496a671bec","pf2_22b68febbb83c1b320fa3fa7","ce2_5f77bfb3e854b3c0c9dc78a5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_00a80d183013596f30705a57","pf2_e2b001e4dc833b785d92a998","ce2_6e98afd62aa780311ea6132c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_00c1281a9bed44a3eecd4a8f","pf2_023d2df03e5b28a02b7bc882","ce2_148c1df22509a0b9f3f41999","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_00e148a33c21c5ef52e11b6b","pf2_36e1bff0b90bbf366a916df1","ce2_41171da0c27985f36a75b299","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_00e2ff8c1ef132ba9ad3993d","pf2_552ee69660c7b0b04604bbf3","ce2_bed6aa9f844e1e1385fb4375","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0103f6dc7fe0a06a014dce13","pf2_e28aa8a93065ca93d76aa9b1","ce2_a4e5df606e91137ff29ddb82","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_01084471103426c9e75a2bf6","pf2_83de5c75cd8e3eed9c391625","ce2_0e8206bded43df9ba0167973","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0118bb78cdd48bec8bae6e7f","pf2_7512ad88c8966f79d2d41477","ce2_ecde5a681662e80c5da45617","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_0120332ce3fc091a5ad1525b","pf2_014e32cc75613e964bccf940","ce2_dc32e1af7fe0063d59204a4e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01246ab29c620d0628514fdb","pf2_e2b001e4dc833b785d92a998","ce2_91694956e1f6854d77a01057","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_012a937bb09b47105cb3e9fd","pf2_ccfcd821294d4a4907199d60","ce2_d4250fb2b3848d03c26f9634","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01437852d03d3a934e5fc450","pf2_36e1bff0b90bbf366a916df1","ce2_5f64ef723b63c36cadc76d94","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0145d575030a8157d100572f","pf2_8f08065cb779fadd37dc476c","ce2_8be6121736a0696fba37d2d8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01521b9657cae181c9e8cdc0","pf2_9998fb16c88151e769fb6161","ce2_1e385e0952a6087895f867a4","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_015615c663f632a794700eab","pf2_8dd6ceb5f7a9e78536712d6e","ce2_6e618c94c91cdb020a7e90ba","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01580c5742b7491896d5c3a9","pf2_b3e031366dd65e8f4df143af","ce2_452285b32f076668da78c83f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0166e92d1931b6b455452a53","pf2_0bdfe4f2895698685dec17c5","ce2_8fc3c81592b7bae2feb57123","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_017cdfd978b93e57776fd422","pf2_51234137712d39ff16a46eeb","ce2_386282540d618613fe6c1097","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_018908d7ec5dd483c58578bc","pf2_7f304eef1fb088254ad13701","ce2_92c10b4396a204fc52cda2d2","M01","M01",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_018be976449bee508b48f59c","pf2_914dbaa230dd2cd1590a66b1","ce2_2129b88c714d34ec2799b828","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0193c6c04346c212d260457b","pf2_2528e021f2372b8b1771c83a","ce2_63faa042e8e4876ec76eb06f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_019f6f7f5a2e3ff931d627c7","pf2_832d8d6844bd2ae0cb1181d4","ce2_1c596858ff1c71ec7b14ee7f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01a4506792cc756320c76fc0","pf2_c199531e3155b6467f2f7a29","ce2_3b794a80ba0bca5a81e2a310","M12","M01",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_01a5a6bbcce3f0d5538f5bf0","pf2_7512ad88c8966f79d2d41477","ce2_3f12777f4d1f12362d80a3f6","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_01ab8e19bfb29116985665c2","pf2_61a0e68c3d7e80dd02817006","ce2_c752f2da1e22b01d668a1550","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01b7e4954701f9c33f76e25c","pf2_e2b001e4dc833b785d92a998","ce2_0892d2a963df05cfef168764","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01c046864522736fe178d80b","pf2_9998fb16c88151e769fb6161","ce2_251589994c12094e6558c24b","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_01cbf6565da00eb1269fbeff","pf2_014e32cc75613e964bccf940","ce2_2c7081188065afce226fc9c0","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01cc0c0ca27f2c0bcabc5bd8","pf2_75aae9900419760a3bbca941","ce2_1960167d725872706a93d986","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01d07b1638aca846d6cad528","pf2_14b77668b36fcb5b883340d2","ce2_a91550fb46c525e0ea5c792d","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_01e50d761fc0d7534cd83d3b","pf2_440ab72a650d04c21f6d8931","ce2_7888d9215a2c5b96691c076f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_020b1cefaa029eb78375491b","pf2_14b77668b36fcb5b883340d2","ce2_0a77d208d2ec95b1344e1b6e","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_021d7e81e34b31d1ee87fdad","pf2_36e1bff0b90bbf366a916df1","ce2_b4e4e4932ca7d5fd3b2b848e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_021e0b122e11da81002bc71a","pf2_2f067f150944351215dcccee","ce2_dbb071f23d5f1ab9bb5c41db","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02255d43bf2fd1245bfb4e8f","pf2_ff3557364b010233e125f23c","ce2_2a99f15ca9bb091fa14233ee","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_024bff8d0372ab812c02854e","pf2_a0de149d94d29ca0d3fff8f6","ce2_7a60fbd884dcef7ed91f09b8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_024db2f30afe3cae01008993","pf2_13dbdf27d4f9b30359c872b0","ce2_6de52a6b62ae8cf51922fe9a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02634518d61869c184a8a65f","pf2_a0de149d94d29ca0d3fff8f6","ce2_b4e59919bb6bb9a226ebeecd","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0266b64300427c10bd73b9d0","pf2_d29870af18b74b0f57d826e8","ce2_314f523f159a2f0f3ed3a19a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02692f163689ecb85ae092a9","pf2_d29870af18b74b0f57d826e8","ce2_9ff333591086d8ec282a4fd5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02759ba61259735c695e8847","pf2_8f08065cb779fadd37dc476c","ce2_ba753b9929852ba84ef720f5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0292fdb328380bc91ec449ac","pf2_f3f7c212139e2f819dc5083c","ce2_498e03d97983d523bc23b100","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02b11906550224b27c9c20ee","pf2_c415098f6f092326d86b4aa9","ce2_8364699cce8ee7bdcaa5c4d2","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_02bfb8c12a8897214d8b0902","pf2_b1169eb051ee8f774a8b120a","ce2_ef77caaaf69487418e7c30ba","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02c95c0b14726d67a9805b16","pf2_74299afa9daaa3273107c723","ce2_6802df71690d6317a615dd6f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02cea68337b484a7525fbd3d","pf2_b44984f7fd9719c3da33c58d","ce2_b78d3aebde6d2938f539106e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02d223536d9c26501ef866dd","pf2_8335a69e32697ca969360490","ce2_98a9098b15319aa43d7db752","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02e89c2f2a551aaafef08c62","pf2_e2b001e4dc833b785d92a998","ce2_ad907e46fecedf7bee84475d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02ee91a556e24289ee71ce95","pf2_ae9cf258bad87b79ded2ee81","ce2_c66cb60c2653cd65b479aabe","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_02f955f0a4995dce2080b87d","pf2_91a7602799863c6b7e560c5a","ce2_bb262803fc1a444936263f06","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_030b52ba5a69f5f30288f5fe","pf2_f895c6e22b514b1ae38f7025","ce2_49377b65de48954fa6d125c5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0310a80005f1e53cba86a3d7","pf2_83de5c75cd8e3eed9c391625","ce2_40f2d8535b968cd5c661581c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0320cd43ec3ddfe48bb0a6eb","pf2_36e1bff0b90bbf366a916df1","ce2_7855d1a7c11e11153ed8bd64","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03269d4459121a990b6bef17","pf2_dae62993b0f12a56526d8e0f","ce2_a79b7d2b425d89137255bb8c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_032725d90afcc8fb70bd4551","pf2_e36fc40f2c8a16c8c70cebdf","ce2_4928b99aa260dbf3fdb917b0","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0327f1c7b57e364faa726e3e","pf2_8f08065cb779fadd37dc476c","ce2_789188f0690d71019350463a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0333773b1cc222e3ad0bf0bd","pf2_9998fb16c88151e769fb6161","ce2_b5d098b3fb875f1e95ea07d6","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_0334e09c00de898a46c6d009","pf2_ae9cf258bad87b79ded2ee81","ce2_02c66e9605e7c08f1362542c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0344696c2f543dede1508e49","pf2_36e1bff0b90bbf366a916df1","ce2_7bc298280aecced1556803b3","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03577fd2acf2fd48d4000e71","pf2_19b881da356f16e13733bf10","ce2_a889da3f18f8800572ea128f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03597cd917bdb134e35fb55d","pf2_0bdfe4f2895698685dec17c5","ce2_4a3f9a2ad334c8b21e83d9da","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_035acbef21e3cd3c15c3a765","pf2_592ea580069a21d903484077","ce2_54f1550e93a5aa52a96aa1a0","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0360d2f6fb1c6a482064f4db","pf2_69d6fbb2f9a85b6402fe3d96","ce2_76b7f2502f2b2f142b144876","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03672793223ea70af4836b38","pf2_9480acc86da3e07259fdbf42","ce2_d33cf83fa2721d7cfba1692d","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0368127507832e4191431c56","pf2_bbb0130738c5de82071447de","ce2_b0f7d760d2e1c7921170b48d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_037b6af1a2b9824afeede58f","pf2_83de5c75cd8e3eed9c391625","ce2_4b02c8a8a750f2b3eba51abf","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_037d8228788af55b6d24ff64","pf2_e2b001e4dc833b785d92a998","ce2_d4f9dd47927460c74e3912ed","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_037f96e4290931b2529eea5f","pf2_625ea416a9f5b375e7c490da","ce2_bc5cdd28256695395988c68d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03836b2cdb032cec041f28fa","pf2_f5104e60c188a71d1516f994","ce2_aaf0723c7ed196314bd260f4","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0383e0d4d312278f751778e0","pf2_c415098f6f092326d86b4aa9","ce2_0d5a845f1b1241185cbe83ea","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_0386606ddf1a76d02ae037b1","pf2_bbb0130738c5de82071447de","ce2_45655134fe682191d5c5524a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03aee93350de93307b369729","pf2_ad640f92d3d5c42f74654e10","ce2_bad5ef432d0b811e4c8942a0","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_03cb6dc8bad971f45c05af3e","pf2_09fa5f08ca9b9221d529eeb6","ce2_38345d3a08abbd0e88d8c595","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03d841c20c996eb98fb610a0","pf2_36e1bff0b90bbf366a916df1","ce2_5c16d8c3da9dafd0b95f9f4d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03d89317ec60c5a760002d80","pf2_ae9cf258bad87b79ded2ee81","ce2_cadd48f775020db4983b60f6","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03db44586e4bed0acb208dc5","pf2_4edf7476b9bc359016605161","ce2_aa332da1f9e00b193ff5d9f7","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03df0e60630fa89f95ecd760","pf2_fbab0f5d07d72bfbe876d330","ce2_13b51c1ee479234cf56ce83f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03dfdc087d555d35679b7795","pf2_e4fcecce0a2b139d4b58e038","ce2_8beb4578b298384f71086240","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03e1d9cd0e04a7c536c821c3","pf2_38658003becfe61d526b3aa0","ce2_238b30cdec67507b606873f7","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03e7414af03c7cd28c4981c5","pf2_13dbdf27d4f9b30359c872b0","ce2_285388256c52ea7ea80ef2c5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_03fdf3917a4735087b461167","pf2_e91dd4cce53a51fc4da933ae","ce2_7fbd4e6087bc76e752a910c7","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0407c219f973e21edd6f5bbc","pf2_cd9e018b29d20bec68ea30e7","ce2_7e0bf8c1058ff6689cbca453","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_040915d8259aa79089d014df","pf2_8f08065cb779fadd37dc476c","ce2_2a36388338ac6073609be065","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04145d9df8122a5bac876fe9","pf2_83de5c75cd8e3eed9c391625","ce2_a76dcf7e98e2ba8a1fab4547","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04194d22c729e81d7cc20fac","pf2_5dca0f621713321d3d73e263","ce2_a9890c9edd91988b2be72630","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_041ed85ea9ab7f2da13ac7de","pf2_bb54dfc1f89d5084aba89b7a","ce2_d37b302b8084936590ce894e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04215879e2396b27c4385bea","pf2_22ef33bc4f98e4ed0be3e6cb","ce2_8eef1f038a91dd81a4ea8422","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0429040cfa95e7bafdca9011","pf2_e4fcecce0a2b139d4b58e038","ce2_2b865904ae68ad87f04b460e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_043e3a9a1c795e630728853f","pf2_e2b001e4dc833b785d92a998","ce2_0cdaae5796e324e9a65936a2","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_043f792b9080944acc0017b7","pf2_14b77668b36fcb5b883340d2","ce2_e43a8daf8e0293b2c3a08c70","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0457fac1653536a34f10581a","pf2_8dd6ceb5f7a9e78536712d6e","ce2_b3785c6cd8bef42ac988f5c2","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_045d3e8ddcabc61aafa72587","pf2_3d1f8d96694353d12734a79d","ce2_2e4d1f1b92a0217aa072716a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","NON_ESTIMABLE_MODEL_STATUS"
"v1r_046bd40ff49f438331711688","pf2_440ab72a650d04c21f6d8931","ce2_342ce40605bb4ed6f886ea6b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_047c5b5b98039092f8b9cde1","pf2_3d22832d8f9ad257a2846dea","ce2_51403967cbe3856d9c69588c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_0482d49efd66e817a6aca926","pf2_748f22e81726d183a50e8679","ce2_0d3bff0e7730a25ee64f70f2","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_048924c479af9b43cc004f1e","pf2_22b68febbb83c1b320fa3fa7","ce2_4fcb0585ddcb97cbeaac0443","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_04908970835969bc842f15af","pf2_e4fcecce0a2b139d4b58e038","ce2_6a2a097351536ffe62952098","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
