"v1_effect_row_id","pooling_family_id_v2","component_evidence_id","model_id","canonical_model_id","included_in_future_estimator","disposition_reason_code","numeric_input_reason_code"
"v1r_86e938e40c52c39aebede9e5","pf2_3f38436741c7339c717c4fc5","ce2_0a36bca427e2e889c33f3cdc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_86ef28a92d7ce39858246cb2","pf2_e2b001e4dc833b785d92a998","ce2_cb8482fd2bf6e0a8c05b5c52","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_870eb71591a48d25010cc2af","pf2_0c43b34c92c9d357271c4c73","ce2_2d50a8cd647ea75618119b97","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87113a2f1af031a24b9060bc","pf2_e4fcecce0a2b139d4b58e038","ce2_e73ef42630c7594899b78f6f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8711c412c693ca33394dfaaf","pf2_8f08065cb779fadd37dc476c","ce2_4235c7f04727a5fbca1ca737","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","NON_ESTIMABLE_MODEL_STATUS"
"v1r_871eb444e4142998c7eb43e2","pf2_13b175cee92773925d0b5d7e","ce2_66806b9da39ea9dec5318425","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8723599a52c01a2d58fc12fc","pf2_ae9cf258bad87b79ded2ee81","ce2_b742a563c7ef274618632944","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_872cd7ce69dd657633282da4","pf2_14b77668b36fcb5b883340d2","ce2_bd86130036a4001efb1f748b","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_8733f0cce18d255e3f509fdb","pf2_36e1bff0b90bbf366a916df1","ce2_76aeda4fe4dbff63efc6f407","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_873d44b7d75a5898311dafdb","pf2_83de5c75cd8e3eed9c391625","ce2_b1509ea0e79bab768f5a79b3","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_874a752473dea15745954a54","pf2_04580414929984be28e94b19","ce2_f381a9ab974109ee094afa54","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_874c9812f1a7e49bdb845956","pf2_53df337391e1b48cdb837da7","ce2_f207615879a8bc7983bfb714","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8751b31b82a6cf668b6d0455","pf2_83de5c75cd8e3eed9c391625","ce2_bbd55edaebd9e3f69ed14a49","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87552f6973279dd767d7c9d6","pf2_6447af154a1cc27046b2990a","ce2_1ff99012a7504092b014af51","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8786c38d585d8a4708891183","pf2_4edf7476b9bc359016605161","ce2_b45e5fc36ec0d075eb11850f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87886e778d867534238b5894","pf2_0bdfe4f2895698685dec17c5","ce2_d6d1f2194cd50463e922859f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8798fe814d49cb5d9430eed9","pf2_8335a69e32697ca969360490","ce2_c1ff7620d254f14d7cc0ed98","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87aab37609d7d4d02242f28d","pf2_5a5691cea29578be5f3cdce2","ce2_9709ae4bf89c0d3652e9510c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87ad7efb78a33bda82f70086","pf2_748f22e81726d183a50e8679","ce2_4a59fea8ef6e885479169aae","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87b607462b138183462ddd70","pf2_83de5c75cd8e3eed9c391625","ce2_b053ae721a64c714adfa9d50","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87b63825e465f2c7fdec1015","pf2_6447af154a1cc27046b2990a","ce2_dd2e35d6411ccc545aa6d3a5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87b7e0f99a10332a6c6f0e29","pf2_19b881da356f16e13733bf10","ce2_16c4844dd5c821e4b61c7a79","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87bc0a8fa1053bbbd1ab077c","pf2_8dd6ceb5f7a9e78536712d6e","ce2_1fc757006cf1a7b3e3c8a353","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87bd3cc08d84f044a99bd548","pf2_58ffdfbc0d66c69125176cc1","ce2_d1bbd98616cf980f12f6af31","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87bd80dd041ca5640badfb2b","pf2_8335a69e32697ca969360490","ce2_fde1979647aaa07cfe4b9257","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87c46f01f4f5098d27805c08","pf2_5d7ef853a04596b1a965767c","ce2_7e1fec844cc2bf9dd468c358","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87e506247d7c417131cb89eb","pf2_61a0e68c3d7e80dd02817006","ce2_7b8057580894b0b3bd4ff7e1","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87e64e2e6f24adcd3b5cce51","pf2_0bdfe4f2895698685dec17c5","ce2_c33beb3d0951b1b2cf44e4ce","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87e9eb1856d7f8e3a8ca887c","pf2_04580414929984be28e94b19","ce2_e1cc2122bcdf0f258bb982e5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87eb3d07297dc0edabac59d1","pf2_09fa5f08ca9b9221d529eeb6","ce2_c5422cdad9ee46e097354949","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87eb71e0a7e4d59f2610275e","pf2_c3e780aee604874167e67553","ce2_3a74dc6bff0739d05bd23ce7","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87ee920dd434add4b8f4c290","pf2_625ea416a9f5b375e7c490da","ce2_81bdc900c74b64273c158f52","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87f14b4df17878bf6984d117","pf2_023d2df03e5b28a02b7bc882","ce2_125a466e3cec266c25f4318e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_87f5a2f11b646183259f05e2","pf2_e2b001e4dc833b785d92a998","ce2_32eaf1ce2f830db74432d026","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8810875a6dfa83440248c591","pf2_8f08065cb779fadd37dc476c","ce2_a202471b194d2adfc8f27cc4","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8814a63cdaea18f21afc5e1a","pf2_22b68febbb83c1b320fa3fa7","ce2_485106d4eb8ebca3873b9030","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88171559b59a9a15fe25ee07","pf2_832d8d6844bd2ae0cb1181d4","ce2_ed4bb3a18a057156a0a6ae35","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8818174842986c61a7ee10b2","pf2_d162e48dc2d36114ea9fb25d","ce2_23c23caad61d8f521089f5e8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_881922c0d9a8be02b9beffe4","pf2_31248e373a92634d6676c6c3","ce2_d3cba2a62416a0e7735a4c7e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88253c65b491cc070fbfd4ae","pf2_2f067f150944351215dcccee","ce2_1cde2840d4ec11b3581f551d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_882b110a31db3d7d851ed621","pf2_e28aa8a93065ca93d76aa9b1","ce2_d9dfd2643bfe346853bcaceb","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_882dd890f633b71c9184c266","pf2_832d8d6844bd2ae0cb1181d4","ce2_1cd8593e3f6cdbf7a9d42504","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_882f22e112cc204401a32e55","pf2_2cac3bf0cb6224729fa8d53e","ce2_cad3a63b5775e8d022f1986e","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_882fddac2cf8b0cba034e8c6","pf2_09fa5f08ca9b9221d529eeb6","ce2_f65eb30342925ca06bc9a5eb","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8834bdfd823cb346850e9825","pf2_ccfcd821294d4a4907199d60","ce2_43461086a90f8732f2b578e0","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_883646cc125216c5a0d99f32","pf2_1d8717f687879a65296448c8","ce2_bf2320c7bdcaa46bd3084977","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8838920aa693a925939c1ae9","pf2_09fa5f08ca9b9221d529eeb6","ce2_f480d6a5183f4fd45d79e051","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88408d9252afb7d224bb1b3a","pf2_14b77668b36fcb5b883340d2","ce2_ef9aeb64fcb3c40204544588","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88512218dffecf2a53c70e5e","pf2_b1169eb051ee8f774a8b120a","ce2_59f442e5343297c8b7698ab5","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88553cdd9fb87a2a24967f69","pf2_d29870af18b74b0f57d826e8","ce2_7e1aa9dc76282a14b01bd8ac","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8856319869f757725273068d","pf2_36e1bff0b90bbf366a916df1","ce2_f60a3b2e7d50db16a0097109","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8859ea4a31f3592785c35c13","pf2_552ee69660c7b0b04604bbf3","ce2_e52f3b48a32ce9cf0e1fe050","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88605276e618e2727dde68fb","pf2_14b77668b36fcb5b883340d2","ce2_6f1f95617f8f21bac8b0b263","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8868a013faec6d9e0c570ef9","pf2_e2b001e4dc833b785d92a998","ce2_46a960b815b8f1315eaabb0e","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88768d2939f76ca8e614bb62","pf2_ae9cf258bad87b79ded2ee81","ce2_cf4e95e9583f3c411e943e61","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8879c897d656e528f068dbdf","pf2_8f08065cb779fadd37dc476c","ce2_79c138ff7072021815dbcf07","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_887bc035ce6a6a24b9d15f1c","pf2_9998fb16c88151e769fb6161","ce2_db91211b3e2887f6c7babf1b","M11","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_888836ddb2a03ac62eed8af8","pf2_748f22e81726d183a50e8679","ce2_c810b840a505122fa7698716","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88926e9a7aaf95625f62d8e0","pf2_8c7a25febcb10e30d1ead94b","ce2_297808308b50b689d1469590","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8898fc06f667fb34a7d62cdb","pf2_ad640f92d3d5c42f74654e10","ce2_38247dfb4946e27c78f91842","M12","M02",FALSE,"EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION","EXCLUDED_DUPLICATE_COMPONENT_REPRESENTATION"
"v1r_88994f39821acb358e7576dd","pf2_91a7602799863c6b7e560c5a","ce2_29fcf23aef3979a4fc0fba0c","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88a39fdd25151800af3d582c","pf2_f3f7c212139e2f819dc5083c","ce2_1d8cda6ef9203a884b4d1256","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88a6681a74187753eb46b1bd","pf2_f65f50eaf084af93a4971b93","ce2_3d9c31f3b99b90d70a7f86c8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88b2adda0c8911e92d1bd770","pf2_09fa5f08ca9b9221d529eeb6","ce2_4056a68dc6388a0af390f40d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88c30d0412ac78bb41c90711","pf2_748f22e81726d183a50e8679","ce2_87a1ff23633c09c859c84a10","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88d252f661ff66c4cb7c1576","pf2_36e1bff0b90bbf366a916df1","ce2_3d2addaabc35057dc74663fc","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88d6d9e729c69eef44e6caf9","pf2_cd7016a5a0d5fd7d427e056b","ce2_d1501a126f9478ea7ecc0506","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88e1b8a2892256827aee0ab0","pf2_76670464fe37ed823d25ed17","ce2_784777f85909f35bd8393ea7","M01","M01",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88ecd06c6df02ef4c86836bb","pf2_36e1bff0b90bbf366a916df1","ce2_987fb0415f49318a19669396","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88f49dd1ac42ae9b2081b0e4","pf2_014e32cc75613e964bccf940","ce2_f6024ac000ea5eab82c7795b","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_88f76109ce311329804b0fa2","pf2_8dd6ceb5f7a9e78536712d6e","ce2_83477b4f4d0b3359669fd4f9","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89009fd048bef9a816bd8937","pf2_e2b001e4dc833b785d92a998","ce2_c3f13d24653ffc1055784ec0","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89054964cadb6e96349f6629","pf2_09fa5f08ca9b9221d529eeb6","ce2_9720f19c45b8cc3bb212da65","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89075d4c041b64150b78323d","pf2_0bdfe4f2895698685dec17c5","ce2_1be66f631eba5abcc15cf647","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_890c927340fb416479ac493b","pf2_1b38716752eeaead99223fb8","ce2_5ea278c89b23741a986b50d3","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_890fc1b486840f88ea1ebb25","pf2_86ea7f60d851e93adaa5463a","ce2_03967f7890606c87e902634d","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89145f7199bd36742a571cb3","pf2_c3e780aee604874167e67553","ce2_76a6a9e615ed7d4af722c96b","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_891af80479874e3fc856d719","pf2_625ea416a9f5b375e7c490da","ce2_94eb12d96f712b7b65e96770","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_891e489b5307385753d2911c","pf2_13b175cee92773925d0b5d7e","ce2_0d117170fa1f1321787b5699","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8922f969c882557fc139959b","pf2_7512ad88c8966f79d2d41477","ce2_93d871122f8b4e5b78d23d1f","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8929313f4d786d7214bd7965","pf2_e2b001e4dc833b785d92a998","ce2_d4fe58cf73c71dd701c44c8f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_892df2129362a09ce718b73f","pf2_4edf7476b9bc359016605161","ce2_f54593ba11c8bdd719afff4c","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_894b40b81f0753728f251a37","pf2_5a5691cea29578be5f3cdce2","ce2_0a06b8e1f95f06b4331df122","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_896568c41279231c0a89b753","pf2_09fa5f08ca9b9221d529eeb6","ce2_6b5ac1b3d288a1e0b16f33d9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_898637865ba1b0b5e62d0eb0","pf2_75aae9900419760a3bbca941","ce2_ae5658ec65f3fe06aa09ff52","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_898db61938fd002ef82ee5e2","pf2_d162e48dc2d36114ea9fb25d","ce2_c2ba3deb6b95a45b685fcaef","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8994bf439b34efd9a3b61005","pf2_0bdfe4f2895698685dec17c5","ce2_bebee4a2d3075c7237895c80","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_899706710b6fe25dd3c87dea","pf2_440ab72a650d04c21f6d8931","ce2_3a71e7dfd06473e1eba7c6ed","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89979d43012e7aa9fa217fdb","pf2_0bdfe4f2895698685dec17c5","ce2_d47c41eddd623b1916dd4739","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_899b726ea9fa5666486f5ebd","pf2_2cac3bf0cb6224729fa8d53e","ce2_235056da2d2e532c9e065ef5","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89a0962d072915b0f92501d7","pf2_014e32cc75613e964bccf940","ce2_a2fdaddcb176c3b31c5b8a6a","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89ad407ac60091a529d74ecb","pf2_d29870af18b74b0f57d826e8","ce2_ead089de417a3c29119a960f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89af973d215e0936735c5b57","pf2_61a0e68c3d7e80dd02817006","ce2_3ce5c510c1624674b6dfbd09","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89c1efe0dcd4b176c342a1b7","pf2_4f37f41a699ca7511e403104","ce2_8b1d7825a44365674038f657","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89d3aa46990b478dcb6b9918","pf2_ae9cf258bad87b79ded2ee81","ce2_729a5e60d733574ca60823e8","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89da25598bf972bbbf751199","pf2_c3e780aee604874167e67553","ce2_f4d74bcc519937d50b08f214","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89df34d311d123b71724c7ae","pf2_2cac3bf0cb6224729fa8d53e","ce2_1cb7a8e411b54a3e8ed7d6f4","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89e0c6262b1425fc10ce8f69","pf2_4b7dbeea1e40b275db2bc950","ce2_62a439e07eba0100c01ff73d","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89e23b795011861a39ab196a","pf2_22ef33bc4f98e4ed0be3e6cb","ce2_3a3e7ea4296d12e5ecd9ab98","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89e73899f7fe344132b4ef8d","pf2_83de5c75cd8e3eed9c391625","ce2_277f52d4cc6911b2b1a74c16","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89e86e57a8b5c9a32d4680f6","pf2_f0e7489a2029557912f1b0c1","ce2_ed670f4aabec143cd8f2b1ef","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_89ee3f57fa08f319e9fb4a1c","pf2_b1169eb051ee8f774a8b120a","ce2_86de45bde09eab714a13a806","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a02638bbaea7a8626141d6f","pf2_bbb0130738c5de82071447de","ce2_9fd3d535b0649252f0556655","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a04cad1393da925467207d4","pf2_09fa5f08ca9b9221d529eeb6","ce2_84c266766ce75041e240fe7f","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a0c9b8b7b23bc36d49c05cf","pf2_f65f50eaf084af93a4971b93","ce2_e85bbb9267e184adfe942ce9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a0d266c13a378d04dabecb5","pf2_13b175cee92773925d0b5d7e","ce2_6fa4171f6a1a96e15aadb011","M08","M08",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a19373fb2b1020e2fff0ef5","pf2_9998fb16c88151e769fb6161","ce2_92b2cb475e3250766faaaf8f","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a1999f0446491518cf606fd","pf2_8f08065cb779fadd37dc476c","ce2_63c13f2050562659b6ece512","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a1aa2c3a345ff75a187b209","pf2_04580414929984be28e94b19","ce2_507c1f48b8fd5a99a3867773","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a1ad0b55a7a697984622bb8","pf2_ccfcd821294d4a4907199d60","ce2_0da7757f02ef9f2b0127ec6c","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a1c09fec124af9bc1f38e8e","pf2_e36fc40f2c8a16c8c70cebdf","ce2_1a5bafaff4843bcb99d0d830","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a1e51e3ac0b051c97c26db6","pf2_c415098f6f092326d86b4aa9","ce2_07a200d17921bef2334cc88e","M02","M02",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
"v1r_8a24e57749d81f2c9954db68","pf2_e2b001e4dc833b785d92a998","ce2_4235c4e1a50f3c61d86bddb9","M05","M05",TRUE,"INCLUDED_PRIMARY_REPRESENTATION","INCLUDED_PRIMARY_REPRESENTATION"
